layer_idx,func,mean S,mean T,mean C,std S,std T,std C,checkpoint
0,cosine,0.0,1.0,0.0,0.0,4.1402119812134284e-16,0.0,1000
0,l2,18.993499334778114,0.0,18.993499334778114,0.3955610285380622,0.0,0.3955610285380622,1000
0,norm_ratio,0.0,1.0,0.0,0.0,0.0,0.0,1000
0,spim,0.0,1.0,0.0,0.0,4.1402119812134284e-16,0.0,1000
1,cosine,0.3303271506964332,0.8105557977706765,-0.15118836056337445,0.051839148435790086,0.010903815017220783,0.0375463475966893,1000
1,l2,22.27241320398321,14.012919436554126,23.30236979147616,0.7399241824198522,0.42593989888469563,0.1214252523793788,1000
1,norm_ratio,0.610713872986701,1.010549428316054,0.13768152544224374,0.019319547872568343,0.03258656581934628,0.004177265075302616,1000
1,spim,0.20166263006535953,0.8191830351392141,-0.020845665204573677,0.03196695075494393,0.03078828247567449,0.005324205139420901,1000
2,cosine,0.28809584475514294,0.5424986102667411,-0.2111364229271709,0.12549057075692022,0.0782486156353622,0.04693444505865769,1000
2,l2,28.661988068694082,25.705964906365946,24.027663820432014,2.2028330684783737,1.7783345123837584,0.20523562642112148,1000
2,norm_ratio,1.1238216762807842,1.3102921444035314,0.2040128202445722,0.08185148922850496,0.10095589806735764,0.010421666292032084,1000
2,spim,0.32784523596702864,0.7151283194509956,-0.042973555418024306,0.145086094048981,0.14583498208243048,0.009342615097285211,1000
3,cosine,0.3044100449067428,0.3367817308802993,-0.2882888583559917,0.20602981012556906,0.15565605162613877,0.055883183279178426,1000
3,l2,36.19429671042741,36.228115008530054,24.755093075202357,4.307200120636929,3.371588739447296,0.3324925688422328,1000
3,norm_ratio,1.602231071643169,1.638259768856811,0.2403416753646504,0.16052936603997295,0.20226010403427275,0.013731730596431431,1000
3,spim,0.49940404063101257,0.5699896914992598,-0.0693937321302723,0.32864229908937187,0.3237833610678051,0.014356194444207269,1000
4,cosine,0.20398951629255663,0.28673869096269683,-0.31418250735834424,0.24877423698073162,0.20893076053085233,0.0747558726433852,1000
4,l2,46.71014413076864,46.48960681432711,24.952436631656738,5.044341121660262,5.449181147252019,0.4606701825352075,1000
4,norm_ratio,2.034849786807585,2.1146675265686063,0.24574491480867985,0.2671663244241056,0.23864626869323052,0.01627294099575609,1000
4,spim,0.45163560338265074,0.6259397188272469,-0.07757532220989755,0.48632776103654884,0.49186598047018637,0.02017163400317659,1000
5,cosine,0.2693078654154211,0.22819507494657232,-0.24302636799488908,0.18712871778754667,0.1833696459071042,0.0857489092287355,1000
5,l2,45.30888564409975,46.714082823212735,24.23832787177455,4.702754597280079,5.306908920036702,0.5701494920003589,1000
5,norm_ratio,2.030756355526707,2.054769046677838,0.20716621964261642,0.26330926637711327,0.218398846525233,0.02572887396261422,1000
5,spim,0.5726735922046184,0.4789026049750271,-0.051576197179645546,0.3840292123325464,0.39930946912470894,0.023265680735621533,1000
6,cosine,0.5592106233107569,0.122132915661321,0.01029619968503617,0.0935888255279554,0.11801477821536882,0.07824567134887744,1000
6,l2,28.533265058861357,34.87269760559706,23.144188272036782,3.4501802874696685,2.976219313757704,0.37210587656812677,1000
6,norm_ratio,1.493497202863349,1.2811592633541173,0.1585869831127228,0.1427809617536374,0.1688248132833909,0.02054023878235563,1000
6,spim,0.8356648105881843,0.16378829161540112,0.0005468977964145863,0.15584728352437832,0.16789789417848525,0.014254058296104082,1000
0,cosine,0.0,1.0,0.0,0.0,4.3644437151511806e-16,0.0,2000
0,l2,18.966214819427936,0.0,18.966214819427936,0.4587800052292747,0.0,0.4587800052292747,2000
0,norm_ratio,0.0,1.0,0.0,0.0,0.0,0.0,2000
0,spim,0.0,1.0,0.0,0.0,4.3644437151511806e-16,0.0,2000
1,cosine,0.20541207633296743,0.89904686423009,-0.21209696668104636,0.08332060720672904,0.012333843933247273,0.03820400622733657,2000
1,l2,22.85619360812087,10.399849116062825,23.413403015081556,0.8291263120056308,0.626089202392795,0.12151111169758715,2000
1,norm_ratio,0.4581769379259807,1.0372518483803714,0.12791087210907015,0.029372332378996995,0.037241926743734416,0.005297408135391156,2000
1,spim,0.09454571227099412,0.9326311135950038,-0.027176825865997997,0.03950286902481232,0.038240499349048454,0.0052440870709642064,2000
2,cosine,0.23521576832790791,0.6900083745190889,-0.3190023862843899,0.19357415835541467,0.05658983839605175,0.04796869779149822,2000
2,l2,26.717500865623194,20.258206918350144,24.231136074368575,3.21585273865803,1.50237037173168,0.22350686312925505,2000
2,norm_ratio,0.9183054700812773,1.2095602831754435,0.17906716293714497,0.061037801905985026,0.15497463802402953,0.011227948291616212,2000
2,spim,0.21651659156737235,0.8406628569667041,-0.05717944853407628,0.17350288274872053,0.17169071820469417,0.009466818528380152,2000
3,cosine,0.26980494440607616,0.4562048517561433,-0.42920634633844323,0.2944945888460352,0.13893835398447782,0.06830693133349552,2000
3,l2,33.625534552898664,31.02597436015296,25.279656961454986,6.488131255459353,3.3746810201730613,0.4328805720547455,2000
3,norm_ratio,1.4239704866690945,1.492801244116139,0.22683467358102585,0.12081458736748903,0.3358229573585992,0.015132775500463172,2000
3,spim,0.377157662805159,0.7205426675755061,-0.09770033038066514,0.4082954489486936,0.414691353021207,0.01923045376665307,2000
4,cosine,0.15007450793733296,0.39729240553265815,-0.45017442986115774,0.32613962703213817,0.1850307178120813,0.13974201463964261,2000
4,l2,44.252254706321594,41.20891243420752,25.95530501231911,7.967436432514453,4.988248135640917,1.176236802663827,2000
4,norm_ratio,1.856782306950799,1.9695554100102197,0.26704804072231253,0.1898970335819815,0.43519561894470565,0.03500324843608078,2000
4,spim,0.269248226649345,0.8531192861076914,-0.12236751275703646,0.5809716878191897,0.6226621012814516,0.05424468338856359,2000
5,cosine,0.14164012530151737,0.36748787614515355,-0.529499893985603,0.3234405143001088,0.20272303533682548,0.13990734382362266,2000
5,l2,48.25981971129398,46.12484862351361,26.720678529445383,9.716307232585372,7.191224239869631,1.7443945742266431,2000
5,norm_ratio,2.0450728899524306,2.179038497848866,0.28656852144762135,0.2650773400032189,0.5370263513559151,0.06598367362072596,2000
5,spim,0.26286713610784657,0.8931153538179688,-0.1559824899258154,0.6705518778740219,0.7335424779368656,0.07600572137014132,2000
6,cosine,0.42173104450332133,0.2066019088647234,-0.4582791576661193,0.29232606103037,0.18130427533655713,0.0731641092744645,2000
6,l2,36.70847386414412,40.37065250377924,26.42257816852909,10.991677434921472,8.540845224690877,1.763741876715624,2000
6,norm_ratio,1.751193471102112,1.6466127010281957,0.2585470386659613,0.25790174953916045,0.6106026669753241,0.0841611552934308,2000
6,spim,0.6841271464145874,0.439050345811925,-0.12317749222651235,0.5062796573850258,0.5659055644533304,0.06553783839208722,2000
0,cosine,0.0,1.0,0.0,0.0,4.827076498534978e-16,0.0,3000
0,l2,19.03405816467052,0.0,19.03405816467052,0.3802880843057371,0.0,0.3802880843057371,3000
0,norm_ratio,0.0,1.0,0.0,0.0,0.0,0.0,3000
0,spim,0.0,1.0,0.0,0.0,4.827076498534978e-16,0.0,3000
1,cosine,0.27083955985413144,0.9246603734466136,-0.2409533718220397,0.13558728782238702,0.015046278646234179,0.043394728846620635,3000
1,l2,21.936693663540105,8.806646253186956,23.44211532459665,1.2315471111724947,0.9085337768435563,0.11935829318685803,3000
1,norm_ratio,0.40107578749893064,0.9959989197041503,0.12439009758093535,0.04128130556572106,0.05738637394129715,0.0059396690860127645,3000
1,spim,0.10896703008014906,0.9209626873034461,-0.029929717383595126,0.05530673871410527,0.05525852923382695,0.005319707596956366,3000
2,cosine,0.3049068446429851,0.7551825455473881,-0.36591132397605547,0.2754273845540269,0.05799986931942361,0.07561199636604841,3000
2,l2,24.02219409307431,17.03481457707175,24.458897499202333,4.523720466311157,2.3088176417482913,0.2759795506376458,3000
2,norm_ratio,0.8009329181275162,1.0875450816813568,0.18552313427276917,0.07987062097978241,0.22523671547438076,0.011748892334803487,3000
2,spim,0.23977096902661504,0.827846712134543,-0.06761768116115795,0.21728605573914836,0.22178751030516822,0.013083604958932507,3000
