layer_idx,func,term,rho,pval,checkpoint
4,norm_ratio,C,0.7465833677996292,0.0,170000
4,spim,I,0.8400163455078056,0.0,170000
4,spim,S,0.42761158298096125,0.0,170000
4,spim,T,0.7587418034265655,0.0,170000
4,spim,F,0.6152833876557613,0.0,170000
4,spim,C,0.6306355243524527,0.0,170000
5,cosine,I,0.339457441237412,0.0,170000
5,cosine,S,0.38712124801342707,0.0,170000
5,cosine,T,0.2333273143606169,0.0,170000
5,cosine,F,0.5457944201469616,0.0,170000
5,cosine,C,0.5603878627385697,0.0,170000
5,l2,I,0.34028992374143824,0.0,170000
5,l2,S,0.3364177644630848,0.0,170000
5,l2,T,0.4243867553515461,0.0,170000
5,l2,F,0.48700774735100977,0.0,170000
5,l2,C,0.5713813095625722,0.0,170000
5,norm_ratio,I,0.7908441664094074,0.0,170000
5,norm_ratio,S,0.6029632917482511,0.0,170000
5,norm_ratio,T,0.6580940017741145,0.0,170000
5,norm_ratio,F,0.5565931572729865,0.0,170000
5,norm_ratio,C,0.6645131578830209,0.0,170000
5,spim,I,0.4805013014949829,0.0,170000
5,spim,S,0.39117468000176325,0.0,170000
5,spim,T,0.542617913771269,0.0,170000
5,spim,F,0.5099268899507519,0.0,170000
5,spim,C,0.46355142291727536,0.0,170000
6,cosine,I,0.4150814862432162,0.0,170000
6,cosine,S,0.538353546508828,0.0,170000
6,cosine,T,0.3583864071284803,0.0,170000
6,cosine,F,0.568664717520651,0.0,170000
6,cosine,C,0.5829807435364744,0.0,170000
6,l2,I,0.7153894359088578,0.0,170000
6,l2,S,0.7111128459094842,0.0,170000
6,l2,T,0.6991919519225905,0.0,170000
6,l2,F,0.6075349207099517,0.0,170000
6,l2,C,0.7038238639675553,0.0,170000
6,norm_ratio,I,0.8318199453135905,0.0,170000
6,norm_ratio,S,0.5455879101674738,0.0,170000
6,norm_ratio,T,0.6894639506453223,0.0,170000
6,norm_ratio,F,0.6443030629288959,0.0,170000
6,norm_ratio,C,0.5909383234869011,0.0,170000
6,spim,I,0.6680299903437709,0.0,170000
6,spim,S,0.5180546412075385,0.0,170000
6,spim,T,0.66623883066148,0.0,170000
6,spim,F,0.5592100697766913,0.0,170000
6,spim,C,0.5833896869949107,0.0,170000
0,cosine,I,0.06586900696839847,0.0,171000
0,cosine,S,,,171000
0,cosine,T,,,171000
0,cosine,F,,,171000
0,cosine,C,,,171000
0,l2,I,,,171000
0,l2,S,0.9529995082713348,0.0,171000
0,l2,T,0.9529995082713348,0.0,171000
0,l2,F,0.9529995082713348,0.0,171000
0,l2,C,0.9529995082713348,0.0,171000
0,norm_ratio,I,,,171000
0,norm_ratio,S,,,171000
0,norm_ratio,T,,,171000
0,norm_ratio,F,,,171000
0,norm_ratio,C,,,171000
0,spim,I,0.06586900696839847,0.0,171000
0,spim,S,,,171000
0,spim,T,,,171000
0,spim,F,,,171000
0,spim,C,,,171000
1,cosine,I,0.7418341077953795,0.0,171000
1,cosine,S,0.7119291323253648,0.0,171000
1,cosine,T,0.2339165946466662,0.0,171000
1,cosine,F,0.8390287191049729,0.0,171000
1,cosine,C,0.7074914009892428,0.0,171000
1,l2,I,0.5629249575568676,0.0,171000
1,l2,S,0.8080205785149912,0.0,171000
1,l2,T,0.4173489955572356,0.0,171000
1,l2,F,0.8607283398698498,0.0,171000
1,l2,C,0.7831132556607743,0.0,171000
1,norm_ratio,I,0.8187299118431652,0.0,171000
1,norm_ratio,S,0.5972191037048523,0.0,171000
1,norm_ratio,T,0.7774592563604851,0.0,171000
1,norm_ratio,F,0.7975298362496608,0.0,171000
1,norm_ratio,C,0.8021720777698734,0.0,171000
1,spim,I,0.8360985169849889,0.0,171000
1,spim,S,0.6979942204236137,0.0,171000
1,spim,T,0.7449555827497426,0.0,171000
1,spim,F,0.8332025804594826,0.0,171000
1,spim,C,0.6246684859977103,0.0,171000
2,cosine,I,0.7674370703611011,0.0,171000
2,cosine,S,0.7987195591742032,0.0,171000
2,cosine,T,0.47951308928482606,0.0,171000
2,cosine,F,0.8351451506323014,0.0,171000
2,cosine,C,0.45060195185971336,0.0,171000
2,l2,I,0.5688766400065612,0.0,171000
2,l2,S,0.7265975455392314,0.0,171000
2,l2,T,0.6425228308654469,0.0,171000
2,l2,F,0.839778623253293,0.0,171000
2,l2,C,0.6230636955270112,0.0,171000
2,norm_ratio,I,0.8698289533723546,0.0,171000
2,norm_ratio,S,0.7002861036904288,0.0,171000
2,norm_ratio,T,0.8530312215172008,0.0,171000
2,norm_ratio,F,0.7881300332310078,0.0,171000
2,norm_ratio,C,0.8309566560783439,0.0,171000
2,spim,I,0.8562872424037347,0.0,171000
2,spim,S,0.781888422366374,0.0,171000
2,spim,T,0.8347531135026901,0.0,171000
2,spim,F,0.8366610301241354,0.0,171000
2,spim,C,0.5784598114280987,0.0,171000
3,cosine,I,0.7629485175291042,0.0,171000
3,cosine,S,0.6692741387791673,0.0,171000
3,cosine,T,0.5584923448246427,0.0,171000
3,cosine,F,0.7706319770612907,0.0,171000
3,cosine,C,0.4153855001054542,0.0,171000
3,l2,I,0.49079711382091434,0.0,171000
3,l2,S,0.524091145182649,0.0,171000
3,l2,T,0.6913413752557971,0.0,171000
3,l2,F,0.7584341426841715,0.0,171000
3,l2,C,0.5319621720727147,0.0,171000
3,norm_ratio,I,0.8750254456659501,0.0,171000
3,norm_ratio,S,0.6161551934757513,0.0,171000
3,norm_ratio,T,0.8283765073415091,0.0,171000
3,norm_ratio,F,0.6266730099205761,0.0,171000
3,norm_ratio,C,0.7899944566960161,0.0,171000
3,spim,I,0.8630835764732474,0.0,171000
3,spim,S,0.6416080708260863,0.0,171000
3,spim,T,0.8026190228285344,0.0,171000
3,spim,F,0.7357618628244904,0.0,171000
3,spim,C,0.46747232344525785,0.0,171000
4,cosine,I,0.7397351692914075,0.0,171000
4,cosine,S,0.4223754288399901,0.0,171000
4,cosine,T,0.5166743177698017,0.0,171000
4,cosine,F,0.643630597006792,0.0,171000
4,cosine,C,0.6322462042180836,0.0,171000
4,l2,I,0.5037323523359049,0.0,171000
4,l2,S,0.4115575461803201,0.0,171000
4,l2,T,0.5632128568509472,0.0,171000
4,l2,F,0.6148367386506197,0.0,171000
4,l2,C,0.6586765996453525,0.0,171000
4,norm_ratio,I,0.8812341391921044,0.0,171000
4,norm_ratio,S,0.630793236137566,0.0,171000
4,norm_ratio,T,0.7818611047300121,0.0,171000
4,norm_ratio,F,0.5910357466401313,0.0,171000
4,norm_ratio,C,0.7451030653684021,0.0,171000
4,spim,I,0.8400897360725584,0.0,171000
4,spim,S,0.42879193298437657,0.0,171000
4,spim,T,0.757200899296354,0.0,171000
4,spim,F,0.6132517778527437,0.0,171000
4,spim,C,0.6276120623622655,0.0,171000
5,cosine,I,0.3412398906502703,0.0,171000
5,cosine,S,0.3834893951482343,0.0,171000
5,cosine,T,0.23341611938844495,0.0,171000
5,cosine,F,0.5430368987145158,0.0,171000
5,cosine,C,0.5570512875200652,0.0,171000
5,l2,I,0.3394296426589477,0.0,171000
5,l2,S,0.333528134614084,0.0,171000
5,l2,T,0.4215206816319871,0.0,171000
5,l2,F,0.4823064400222054,0.0,171000
5,l2,C,0.5707427683250224,0.0,171000
5,norm_ratio,I,0.79131992664705,0.0,171000
5,norm_ratio,S,0.6033933854228767,0.0,171000
5,norm_ratio,T,0.6578707550263189,0.0,171000
5,norm_ratio,F,0.5543444166305538,0.0,171000
5,norm_ratio,C,0.6659478376495739,0.0,171000
5,spim,I,0.48273014494296457,0.0,171000
5,spim,S,0.38753128251417596,0.0,171000
5,spim,T,0.5405412679621572,0.0,171000
5,spim,F,0.505216330153424,0.0,171000
5,spim,C,0.459182328013558,0.0,171000
6,cosine,I,0.4125306585808254,0.0,171000
6,cosine,S,0.537020251456156,0.0,171000
6,cosine,T,0.35470932558567925,0.0,171000
6,cosine,F,0.562995575479847,0.0,171000
6,cosine,C,0.582340201731923,0.0,171000
6,l2,I,0.7153998859821903,0.0,171000
6,l2,S,0.7110656353937616,0.0,171000
6,l2,T,0.6997928584118053,0.0,171000
6,l2,F,0.6083722989598573,0.0,171000
6,l2,C,0.7045376930251753,0.0,171000
6,norm_ratio,I,0.8318818783619928,0.0,171000
6,norm_ratio,S,0.5445748599798179,0.0,171000
6,norm_ratio,T,0.6890634958291457,0.0,171000
6,norm_ratio,F,0.643102471142534,0.0,171000
6,norm_ratio,C,0.5896518891407475,0.0,171000
6,spim,I,0.6671968363450131,0.0,171000
6,spim,S,0.5168267045834413,0.0,171000
6,spim,T,0.6670282375781362,0.0,171000
6,spim,F,0.5553478019167905,0.0,171000
6,spim,C,0.5813008501048569,0.0,171000
0,cosine,I,-0.03586994824215144,3.1695652292398003e-94,172000
0,cosine,S,,,172000
0,cosine,T,,,172000
0,cosine,F,,,172000
0,cosine,C,,,172000
0,l2,I,,,172000
0,l2,S,0.9524048362711505,0.0,172000
0,l2,T,0.9524048362711505,0.0,172000
0,l2,F,0.9524048362711505,0.0,172000
0,l2,C,0.9524048362711505,0.0,172000
0,norm_ratio,I,,,172000
0,norm_ratio,S,,,172000
0,norm_ratio,T,,,172000
0,norm_ratio,F,,,172000
0,norm_ratio,C,,,172000
0,spim,I,-0.03586994824215144,3.1695652292398003e-94,172000
0,spim,S,,,172000
0,spim,T,,,172000
0,spim,F,,,172000
0,spim,C,,,172000
1,cosine,I,0.742363649353797,0.0,172000
1,cosine,S,0.7095165099495785,0.0,172000
1,cosine,T,0.23310480675520237,0.0,172000
1,cosine,F,0.8392167715824289,0.0,172000
1,cosine,C,0.7044722625424636,0.0,172000
1,l2,I,0.562057227677633,0.0,172000
1,l2,S,0.8079816903325864,0.0,172000
1,l2,T,0.4170750550548516,0.0,172000
1,l2,F,0.8610744663479897,0.0,172000
1,l2,C,0.781627664473655,0.0,172000
1,norm_ratio,I,0.8192593110600985,0.0,172000
1,norm_ratio,S,0.5962329177295407,0.0,172000
1,norm_ratio,T,0.7768023035964117,0.0,172000
1,norm_ratio,F,0.7981373391711915,0.0,172000
1,norm_ratio,C,0.8028575230140991,0.0,172000
1,spim,I,0.8365792329616718,0.0,172000
1,spim,S,0.6954952177771546,0.0,172000
1,spim,T,0.7448687139657146,0.0,172000
1,spim,F,0.8336090671425093,0.0,172000
1,spim,C,0.6284567515847461,0.0,172000
2,cosine,I,0.7688679251647064,0.0,172000
2,cosine,S,0.7989513613120334,0.0,172000
2,cosine,T,0.47828229777932907,0.0,172000
2,cosine,F,0.8351552118992788,0.0,172000
2,cosine,C,0.4518730176721159,0.0,172000
2,l2,I,0.569439712097528,0.0,172000
2,l2,S,0.7272957053540815,0.0,172000
2,l2,T,0.6412055064648751,0.0,172000
2,l2,F,0.8396460851062504,0.0,172000
2,l2,C,0.6233834601854644,0.0,172000
2,norm_ratio,I,0.8700035285738253,0.0,172000
2,norm_ratio,S,0.7003823705917307,0.0,172000
2,norm_ratio,T,0.8530374237038534,0.0,172000
2,norm_ratio,F,0.7868319147223207,0.0,172000
2,norm_ratio,C,0.8311456302410529,0.0,172000
2,spim,I,0.8570343388504802,0.0,172000
2,spim,S,0.7820117529398206,0.0,172000
2,spim,T,0.8341169895969889,0.0,172000
2,spim,F,0.8361396037655116,0.0,172000
2,spim,C,0.580279466432217,0.0,172000
3,cosine,I,0.7629449993770387,0.0,172000
3,cosine,S,0.6684988703728034,0.0,172000
3,cosine,T,0.5569527600627907,0.0,172000
3,cosine,F,0.7702023222230544,0.0,172000
3,cosine,C,0.416821312430477,0.0,172000
3,l2,I,0.49192619525288417,0.0,172000
3,l2,S,0.5218098531272078,0.0,172000
3,l2,T,0.6888882823833822,0.0,172000
3,l2,F,0.7577236121649289,0.0,172000
3,l2,C,0.5328760406040469,0.0,172000
3,norm_ratio,I,0.8751056145106921,0.0,172000
3,norm_ratio,S,0.6149953602842887,0.0,172000
3,norm_ratio,T,0.8286132939046454,0.0,172000
3,norm_ratio,F,0.6256246318447455,0.0,172000
3,norm_ratio,C,0.7899940094066132,0.0,172000
3,spim,I,0.8634252829681786,0.0,172000
3,spim,S,0.6406433525788741,0.0,172000
3,spim,T,0.8019242838852768,0.0,172000
3,spim,F,0.7348610985025896,0.0,172000
3,spim,C,0.4678133795945243,0.0,172000
4,cosine,I,0.7399359055455941,0.0,172000
4,cosine,S,0.4229190447411728,0.0,172000
4,cosine,T,0.515459265296039,0.0,172000
4,cosine,F,0.6419599375064731,0.0,172000
4,cosine,C,0.6311479747257239,0.0,172000
4,l2,I,0.5047687335792919,0.0,172000
4,l2,S,0.41437579616139547,0.0,172000
4,l2,T,0.5606769345810242,0.0,172000
4,l2,F,0.613772658029206,0.0,172000
4,l2,C,0.6576677921829243,0.0,172000
4,norm_ratio,I,0.8810728220881404,0.0,172000
4,norm_ratio,S,0.628906707745239,0.0,172000
4,norm_ratio,T,0.7809578175723597,0.0,172000
4,norm_ratio,F,0.589883893854229,0.0,172000
4,norm_ratio,C,0.7432539354080634,0.0,172000
4,spim,I,0.8400906543376196,0.0,172000
4,spim,S,0.42909136728626757,0.0,172000
4,spim,T,0.7557129005112437,0.0,172000
4,spim,F,0.6117470373140698,0.0,172000
4,spim,C,0.6265008608214562,0.0,172000
5,cosine,I,0.3449854017459489,0.0,172000
5,cosine,S,0.3806518933189049,0.0,172000
5,cosine,T,0.23352314940925634,0.0,172000
5,cosine,F,0.5433352405629792,0.0,172000
5,cosine,C,0.5543734316360569,0.0,172000
5,l2,I,0.3393137450463156,0.0,172000
5,l2,S,0.3313186395297819,0.0,172000
5,l2,T,0.41777730376868766,0.0,172000
5,l2,F,0.4808311266087373,0.0,172000
5,l2,C,0.5701729489058963,0.0,172000
5,norm_ratio,I,0.7917762830749283,0.0,172000
5,norm_ratio,S,0.6050193227486359,0.0,172000
5,norm_ratio,T,0.6573100900024943,0.0,172000
5,norm_ratio,F,0.5523958741862299,0.0,172000
5,norm_ratio,C,0.6685419051298906,0.0,172000
5,spim,I,0.4867649717268201,0.0,172000
5,spim,S,0.38462591618196085,0.0,172000
5,spim,T,0.5390928152863538,0.0,172000
5,spim,F,0.503249232174061,0.0,172000
5,spim,C,0.4561589096792487,0.0,172000
6,cosine,I,0.4103924222056593,0.0,172000
6,cosine,S,0.5355204777551742,0.0,172000
6,cosine,T,0.35167233006544857,0.0,172000
6,cosine,F,0.5597162358310258,0.0,172000
6,cosine,C,0.5825775220033556,0.0,172000
6,l2,I,0.71386498285058,0.0,172000
6,l2,S,0.7097418603160561,0.0,172000
6,l2,T,0.6977769746703465,0.0,172000
6,l2,F,0.6084636668351836,0.0,172000
6,l2,C,0.7036734057625532,0.0,172000
6,norm_ratio,I,0.8324940720034151,0.0,172000
6,norm_ratio,S,0.5425740008530229,0.0,172000
6,norm_ratio,T,0.6908755849212852,0.0,172000
6,norm_ratio,F,0.6422621384866135,0.0,172000
6,norm_ratio,C,0.5904686241473649,0.0,172000
6,spim,I,0.6664864024332413,0.0,172000
6,spim,S,0.5153893793344341,0.0,172000
6,spim,T,0.6691769584731699,0.0,172000
6,spim,F,0.5532429842871687,0.0,172000
6,spim,C,0.5804022568336982,0.0,172000
0,cosine,I,0.131430707678132,0.0,173000
0,cosine,S,,,173000
0,cosine,T,,,173000
0,cosine,F,,,173000
0,cosine,C,,,173000
0,l2,I,,,173000
0,l2,S,0.9515599798047768,0.0,173000
0,l2,T,0.9515599798047768,0.0,173000
0,l2,F,0.9515599798047768,0.0,173000
0,l2,C,0.9515599798047768,0.0,173000
0,norm_ratio,I,,,173000
0,norm_ratio,S,,,173000
0,norm_ratio,T,,,173000
0,norm_ratio,F,,,173000
0,norm_ratio,C,,,173000
0,spim,I,0.131430707678132,0.0,173000
0,spim,S,,,173000
0,spim,T,,,173000
0,spim,F,,,173000
0,spim,C,,,173000
1,cosine,I,0.7432891138285487,0.0,173000
1,cosine,S,0.7063580857271984,0.0,173000
1,cosine,T,0.23189209702114721,0.0,173000
1,cosine,F,0.8397453506062317,0.0,173000
1,cosine,C,0.699536123068336,0.0,173000
1,l2,I,0.5622132879378406,0.0,173000
1,l2,S,0.8074680161343004,0.0,173000
1,l2,T,0.4182056259389857,0.0,173000
1,l2,F,0.8616934776089958,0.0,173000
1,l2,C,0.7796478673746247,0.0,173000
1,norm_ratio,I,0.8199179275051747,0.0,173000
1,norm_ratio,S,0.5939647370092421,0.0,173000
1,norm_ratio,T,0.776720270985138,0.0,173000
1,norm_ratio,F,0.7989625509007157,0.0,173000
1,norm_ratio,C,0.8029616943748697,0.0,173000
1,spim,I,0.8372690791597033,0.0,173000
1,spim,S,0.6920416228991172,0.0,173000
1,spim,T,0.7439787719526735,0.0,173000
1,spim,F,0.8343173705681419,0.0,173000
1,spim,C,0.6305997994744819,0.0,173000
2,cosine,I,0.7700273400038977,0.0,173000
2,cosine,S,0.7995854015260526,0.0,173000
2,cosine,T,0.4783596960328859,0.0,173000
2,cosine,F,0.8347852570693871,0.0,173000
2,cosine,C,0.456500499584282,0.0,173000
2,l2,I,0.5696216152331177,0.0,173000
2,l2,S,0.7278792359029514,0.0,173000
2,l2,T,0.6408258985453668,0.0,173000
2,l2,F,0.8392910284385889,0.0,173000
2,l2,C,0.6216059085674177,0.0,173000
2,norm_ratio,I,0.8696545656052698,0.0,173000
2,norm_ratio,S,0.6996063797158667,0.0,173000
2,norm_ratio,T,0.852414521951243,0.0,173000
2,norm_ratio,F,0.7864099187397816,0.0,173000
2,norm_ratio,C,0.8304851181397412,0.0,173000
2,spim,I,0.8576794164156356,0.0,173000
2,spim,S,0.7824782821001092,0.0,173000
2,spim,T,0.8333175046861614,0.0,173000
2,spim,F,0.835808325113092,0.0,173000
2,spim,C,0.5830458151027459,0.0,173000
3,cosine,I,0.7633311091342295,0.0,173000
3,cosine,S,0.6679669600121723,0.0,173000
3,cosine,T,0.5544523593828582,0.0,173000
3,cosine,F,0.7699353963176381,0.0,173000
3,cosine,C,0.4187276045687157,0.0,173000
3,l2,I,0.494258483018282,0.0,173000
3,l2,S,0.522451632314561,0.0,173000
3,l2,T,0.6855643404670633,0.0,173000
3,l2,F,0.7572035414425605,0.0,173000
3,l2,C,0.5330416407063168,0.0,173000
3,norm_ratio,I,0.8750552406359399,0.0,173000
3,norm_ratio,S,0.6137785210903821,0.0,173000
3,norm_ratio,T,0.8286512469113161,0.0,173000
3,norm_ratio,F,0.624999516705593,0.0,173000
3,norm_ratio,C,0.7898162191561572,0.0,173000
3,spim,I,0.8637808784471713,0.0,173000
3,spim,S,0.6397789284641984,0.0,173000
3,spim,T,0.8009120317055236,0.0,173000
3,spim,F,0.7343154170665036,0.0,173000
3,spim,C,0.46908806761198196,0.0,173000
4,cosine,I,0.7412512479126588,0.0,173000
4,cosine,S,0.4261003524301104,0.0,173000
4,cosine,T,0.514202632307602,0.0,173000
4,cosine,F,0.6424662012820626,0.0,173000
4,cosine,C,0.6294377592883343,0.0,173000
4,l2,I,0.5062138767192667,0.0,173000
4,l2,S,0.4179849601427013,0.0,173000
4,l2,T,0.5588769349455663,0.0,173000
4,l2,F,0.614613344439836,0.0,173000
4,l2,C,0.6565380238352965,0.0,173000
4,norm_ratio,I,0.8810906988136255,0.0,173000
4,norm_ratio,S,0.6287072917715989,0.0,173000
4,norm_ratio,T,0.7797540804868582,0.0,173000
4,norm_ratio,F,0.5876482206901484,0.0,173000
4,norm_ratio,C,0.7424619595952423,0.0,173000
4,spim,I,0.8406507462539572,0.0,173000
4,spim,S,0.4320526327492057,0.0,173000
4,spim,T,0.7544142784277782,0.0,173000
4,spim,F,0.6107124036775877,0.0,173000
4,spim,C,0.6242022451620172,0.0,173000
5,cosine,I,0.34861043347933746,0.0,173000
5,cosine,S,0.37761341871599935,0.0,173000
5,cosine,T,0.23428879044100512,0.0,173000
5,cosine,F,0.5420622939507965,0.0,173000
5,cosine,C,0.5517677355712853,0.0,173000
5,l2,I,0.3371780641232806,0.0,173000
5,l2,S,0.32679758698667866,0.0,173000
5,l2,T,0.41465214328385047,0.0,173000
5,l2,F,0.4788511723974612,0.0,173000
5,l2,C,0.5689448232880556,0.0,173000
5,norm_ratio,I,0.7929835747750661,0.0,173000
5,norm_ratio,S,0.6040472359674995,0.0,173000
5,norm_ratio,T,0.655062409824319,0.0,173000
5,norm_ratio,F,0.5506056986361564,0.0,173000
5,norm_ratio,C,0.6691447072821413,0.0,173000
5,spim,I,0.4906643043427082,0.0,173000
5,spim,S,0.38069922061088374,0.0,173000
5,spim,T,0.5364212898337206,0.0,173000
5,spim,F,0.5000861805800556,0.0,173000
5,spim,C,0.45219699028508936,0.0,173000
6,cosine,I,0.40839483712589797,0.0,173000
6,cosine,S,0.5331601151507028,0.0,173000
6,cosine,T,0.3519102483469892,0.0,173000
6,cosine,F,0.5530583971594386,0.0,173000
6,cosine,C,0.5823616942324878,0.0,173000
6,l2,I,0.7124363865396635,0.0,173000
6,l2,S,0.7082832204075811,0.0,173000
6,l2,T,0.695982257264663,0.0,173000
6,l2,F,0.6092636737694697,0.0,173000
6,l2,C,0.7029209588789482,0.0,173000
6,norm_ratio,I,0.8321559851477014,0.0,173000
6,norm_ratio,S,0.5393061681497349,0.0,173000
6,norm_ratio,T,0.6885786559705771,0.0,173000
6,norm_ratio,F,0.6411644146388435,0.0,173000
6,norm_ratio,C,0.5868179301518109,0.0,173000
6,spim,I,0.6652713678679406,0.0,173000
6,spim,S,0.5133616509141069,0.0,173000
6,spim,T,0.6687169575653467,0.0,173000
6,spim,F,0.5494551959758279,0.0,173000
6,spim,C,0.5789904727957137,0.0,173000
0,cosine,I,-0.053156056470046883,1.0816803000748775e-204,174000
0,cosine,S,,,174000
0,cosine,T,,,174000
0,cosine,F,,,174000
0,cosine,C,,,174000
0,l2,I,,,174000
0,l2,S,0.950418588316569,0.0,174000
0,l2,T,0.950418588316569,0.0,174000
0,l2,F,0.950418588316569,0.0,174000
0,l2,C,0.950418588316569,0.0,174000
0,norm_ratio,I,,,174000
0,norm_ratio,S,,,174000
0,norm_ratio,T,,,174000
0,norm_ratio,F,,,174000
0,norm_ratio,C,,,174000
0,spim,I,-0.053156056470046883,1.0816803000748775e-204,174000
0,spim,S,,,174000
0,spim,T,,,174000
0,spim,F,,,174000
0,spim,C,,,174000
1,cosine,I,0.7442105830875169,0.0,174000
1,cosine,S,0.7040832743405572,0.0,174000
1,cosine,T,0.2303037760407838,0.0,174000
1,cosine,F,0.8400816449665249,0.0,174000
1,cosine,C,0.6940772795223503,0.0,174000
1,l2,I,0.5622565039782891,0.0,174000
1,l2,S,0.8072951623032307,0.0,174000
1,l2,T,0.41822855132117154,0.0,174000
1,l2,F,0.862210659803664,0.0,174000
1,l2,C,0.7779404041503036,0.0,174000
1,norm_ratio,I,0.820086736188209,0.0,174000
1,norm_ratio,S,0.59189469040306,0.0,174000
1,norm_ratio,T,0.7767938944326416,0.0,174000
1,norm_ratio,F,0.7995836485448727,0.0,174000
1,norm_ratio,C,0.8024577880343741,0.0,174000
1,spim,I,0.8376668386021288,0.0,174000
1,spim,S,0.6895285695248142,0.0,174000
1,spim,T,0.7432398662934182,0.0,174000
1,spim,F,0.8347532090122106,0.0,174000
1,spim,C,0.631978321470062,0.0,174000
2,cosine,I,0.7706527241620734,0.0,174000
2,cosine,S,0.8002265023844275,0.0,174000
2,cosine,T,0.4784057601010363,0.0,174000
2,cosine,F,0.8344404312479188,0.0,174000
2,cosine,C,0.4590202768109126,0.0,174000
2,l2,I,0.5695034538743633,0.0,174000
2,l2,S,0.7292544441349943,0.0,174000
2,l2,T,0.6407353220981167,0.0,174000
2,l2,F,0.8389794488935974,0.0,174000
2,l2,C,0.6205908827916395,0.0,174000
2,norm_ratio,I,0.869008165374803,0.0,174000
2,norm_ratio,S,0.6989306763219222,0.0,174000
2,norm_ratio,T,0.8519230576635893,0.0,174000
2,norm_ratio,F,0.7860849824108104,0.0,174000
2,norm_ratio,C,0.8297898145427406,0.0,174000
2,spim,I,0.8579403543910402,0.0,174000
2,spim,S,0.7830993757004242,0.0,174000
2,spim,T,0.8331299959901349,0.0,174000
2,spim,F,0.8354655058082805,0.0,174000
2,spim,C,0.584708937768099,0.0,174000
3,cosine,I,0.7635787001755943,0.0,174000
3,cosine,S,0.6677143084813186,0.0,174000
3,cosine,T,0.5532373679979394,0.0,174000
3,cosine,F,0.7703482062957232,0.0,174000
3,cosine,C,0.4188583376946106,0.0,174000
3,l2,I,0.49265671232547403,0.0,174000
3,l2,S,0.521385626062098,0.0,174000
3,l2,T,0.6838935743389831,0.0,174000
3,l2,F,0.7575686377304703,0.0,174000
3,l2,C,0.5303972440766057,0.0,174000
3,norm_ratio,I,0.8746918538197862,0.0,174000
3,norm_ratio,S,0.6141497479128855,0.0,174000
3,norm_ratio,T,0.8288609253290414,0.0,174000
3,norm_ratio,F,0.6253413938581076,0.0,174000
3,norm_ratio,C,0.7899285026752163,0.0,174000
3,spim,I,0.8642170871993599,0.0,174000
3,spim,S,0.6395866255442374,0.0,174000
3,spim,T,0.8009105531699977,0.0,174000
3,spim,F,0.7348350649952147,0.0,174000
3,spim,C,0.4698510177336426,0.0,174000
4,cosine,I,0.7409705268173215,0.0,174000
4,cosine,S,0.42569529509523685,0.0,174000
4,cosine,T,0.5141923318784648,0.0,174000
4,cosine,F,0.6425232563146958,0.0,174000
4,cosine,C,0.6281856786591558,0.0,174000
4,l2,I,0.5078853120250396,0.0,174000
4,l2,S,0.4188321608576269,0.0,174000
4,l2,T,0.5582438259296545,0.0,174000
4,l2,F,0.6141308207688775,0.0,174000
4,l2,C,0.6562190239409634,0.0,174000
4,norm_ratio,I,0.8810612259805676,0.0,174000
4,norm_ratio,S,0.6299043934440217,0.0,174000
4,norm_ratio,T,0.7789954333446922,0.0,174000
4,norm_ratio,F,0.5863809445312649,0.0,174000
4,norm_ratio,C,0.7429271921671811,0.0,174000
4,spim,I,0.8408690671368878,0.0,174000
4,spim,S,0.4320183457121668,0.0,174000
4,spim,T,0.7538274364632289,0.0,174000
4,spim,F,0.6098019552121117,0.0,174000
4,spim,C,0.6226374226755723,0.0,174000
5,cosine,I,0.35051742135103325,0.0,174000
5,cosine,S,0.37365521313133154,0.0,174000
5,cosine,T,0.2339620279742763,0.0,174000
5,cosine,F,0.5385644020938236,0.0,174000
5,cosine,C,0.5481059392506149,0.0,174000
5,l2,I,0.3347675008361345,0.0,174000
5,l2,S,0.3236234028662132,0.0,174000
5,l2,T,0.4129812901445542,0.0,174000
5,l2,F,0.47521911030568476,0.0,174000
5,l2,C,0.5665622650552443,0.0,174000
5,norm_ratio,I,0.7939133386421182,0.0,174000
5,norm_ratio,S,0.6030849322682746,0.0,174000
5,norm_ratio,T,0.6541479736739454,0.0,174000
5,norm_ratio,F,0.547492705361001,0.0,174000
5,norm_ratio,C,0.6698494096741889,0.0,174000
5,spim,I,0.49419693547335086,0.0,174000
5,spim,S,0.37650978548345393,0.0,174000
5,spim,T,0.5318208197404886,0.0,174000
5,spim,F,0.495026563040179,0.0,174000
5,spim,C,0.4470042199168118,0.0,174000
6,cosine,I,0.405564882617229,0.0,174000
6,cosine,S,0.5317842323791866,0.0,174000
6,cosine,T,0.35202964537403436,0.0,174000
6,cosine,F,0.5471927118956365,0.0,174000
6,cosine,C,0.5833686126205668,0.0,174000
6,l2,I,0.7104690257531668,0.0,174000
6,l2,S,0.7062282521217838,0.0,174000
6,l2,T,0.6934909626392569,0.0,174000
6,l2,F,0.6080636238975302,0.0,174000
6,l2,C,0.7017390490359443,0.0,174000
6,norm_ratio,I,0.8319329453359541,0.0,174000
6,norm_ratio,S,0.5373631645293713,0.0,174000
6,norm_ratio,T,0.6872492486895926,0.0,174000
6,norm_ratio,F,0.6409143793104541,0.0,174000
6,norm_ratio,C,0.5845970611813055,0.0,174000
6,spim,I,0.6644008928765774,0.0,174000
