layer_idx,func,term,rho,pval,checkpoint
0,cosine,F,,,277000
0,cosine,C,,,277000
0,l2,I,,,277000
0,l2,S,0.5863094830566001,0.0,277000
0,l2,T,0.5863094830566001,0.0,277000
0,l2,F,0.5863094830566001,0.0,277000
0,l2,C,0.5863094830566001,0.0,277000
0,norm_ratio,I,,,277000
0,norm_ratio,S,,,277000
0,norm_ratio,T,,,277000
0,norm_ratio,F,,,277000
0,norm_ratio,C,,,277000
0,spim,I,-0.033592165828551415,7.237553581685873e-83,277000
0,spim,S,,,277000
0,spim,T,,,277000
0,spim,F,,,277000
0,spim,C,,,277000
1,cosine,I,0.7113392556740141,0.0,277000
1,cosine,S,0.6448710195950941,0.0,277000
1,cosine,T,0.11697510299052126,0.0,277000
1,cosine,F,0.8321038235632529,0.0,277000
1,cosine,C,0.6362438484027438,0.0,277000
1,l2,I,0.5307375598276258,0.0,277000
1,l2,S,0.7659899301242239,0.0,277000
1,l2,T,0.4175944959808683,0.0,277000
1,l2,F,0.8501598476939454,0.0,277000
1,l2,C,0.7526907144730123,0.0,277000
1,norm_ratio,I,0.8295238418730088,0.0,277000
1,norm_ratio,S,0.5872818650306133,0.0,277000
1,norm_ratio,T,0.748511292877623,0.0,277000
1,norm_ratio,F,0.7692987434604802,0.0,277000
1,norm_ratio,C,0.720931008882951,0.0,277000
1,spim,I,0.8403526625757224,0.0,277000
1,spim,S,0.6414192184766382,0.0,277000
1,spim,T,0.59799396741652,0.0,277000
1,spim,F,0.8159788055318649,0.0,277000
1,spim,C,0.6157357818056132,0.0,277000
2,cosine,I,0.7716257179271385,0.0,277000
2,cosine,S,0.7805133928630547,0.0,277000
2,cosine,T,0.4390689393799686,0.0,277000
2,cosine,F,0.8301760869708269,0.0,277000
2,cosine,C,0.35848257583060844,0.0,277000
2,l2,I,0.49574961695158437,0.0,277000
2,l2,S,0.6615244091387945,0.0,277000
2,l2,T,0.6006346115804206,0.0,277000
2,l2,F,0.8348220768037793,0.0,277000
2,l2,C,0.6024752449449488,0.0,277000
2,norm_ratio,I,0.8730408555091255,0.0,277000
2,norm_ratio,S,0.6692368639591318,0.0,277000
2,norm_ratio,T,0.8588690309572812,0.0,277000
2,norm_ratio,F,0.7443963198676191,0.0,277000
2,norm_ratio,C,0.8280000750595159,0.0,277000
2,spim,I,0.8629007156074857,0.0,277000
2,spim,S,0.7733554914212001,0.0,277000
2,spim,T,0.8245738192284666,0.0,277000
2,spim,F,0.8215969027447144,0.0,277000
2,spim,C,0.47800879115238626,0.0,277000
3,cosine,I,0.6909343874777529,0.0,277000
3,cosine,S,0.6057887441434376,0.0,277000
3,cosine,T,0.5178632551547725,0.0,277000
3,cosine,F,0.7529310857120735,0.0,277000
3,cosine,C,0.40199337790250167,0.0,277000
3,l2,I,0.4411211631312266,0.0,277000
3,l2,S,0.42930341601024297,0.0,277000
3,l2,T,0.6473306946337992,0.0,277000
3,l2,F,0.7349668860332398,0.0,277000
3,l2,C,0.49816218948382407,0.0,277000
3,norm_ratio,I,0.8777740613124295,0.0,277000
3,norm_ratio,S,0.5670268043127783,0.0,277000
3,norm_ratio,T,0.8177249620293445,0.0,277000
3,norm_ratio,F,0.5830501866790149,0.0,277000
3,norm_ratio,C,0.7743340282840031,0.0,277000
3,spim,I,0.8480565997402163,0.0,277000
3,spim,S,0.588259059985787,0.0,277000
3,spim,T,0.7846959369517185,0.0,277000
3,spim,F,0.7038211842621508,0.0,277000
3,spim,C,0.4536661727267811,0.0,277000
4,cosine,I,0.652506068020416,0.0,277000
4,cosine,S,0.3411886108346417,0.0,277000
4,cosine,T,0.46199363352716394,0.0,277000
4,cosine,F,0.6029692276604924,0.0,277000
4,cosine,C,0.5516991834259878,0.0,277000
4,l2,I,0.4821062711076088,0.0,277000
4,l2,S,0.3119702764036731,0.0,277000
4,l2,T,0.46508017646552113,0.0,277000
4,l2,F,0.5734867897563932,0.0,277000
4,l2,C,0.6074043067261892,0.0,277000
4,norm_ratio,I,0.8866240518072901,0.0,277000
4,norm_ratio,S,0.6191365656038353,0.0,277000
4,norm_ratio,T,0.7340269011864111,0.0,277000
4,norm_ratio,F,0.5108880662448504,0.0,277000
4,norm_ratio,C,0.7365560568634999,0.0,277000
4,spim,I,0.8254766826988721,0.0,277000
4,spim,S,0.3671350895718731,0.0,277000
4,spim,T,0.7112820637951963,0.0,277000
4,spim,F,0.5687354472155551,0.0,277000
4,spim,C,0.5436259299884669,0.0,277000
5,cosine,I,0.44269153493709773,0.0,277000
5,cosine,S,0.29946742058692466,0.0,277000
5,cosine,T,0.12078154951905205,0.0,277000
5,cosine,F,0.536354563784877,0.0,277000
5,cosine,C,0.45947145175819964,0.0,277000
5,l2,I,0.34208320826528976,0.0,277000
5,l2,S,0.25370883115670395,0.0,277000
5,l2,T,0.17480217625955954,0.0,277000
5,l2,F,0.513397802288864,0.0,277000
5,l2,C,0.5041646262796952,0.0,277000
5,norm_ratio,I,0.8422308145174032,0.0,277000
5,norm_ratio,S,0.5874123561971631,0.0,277000
5,norm_ratio,T,0.5933677761649835,0.0,277000
5,norm_ratio,F,0.46865181040150466,0.0,277000
5,norm_ratio,C,0.6249990217524571,0.0,277000
5,spim,I,0.6957832910413657,0.0,277000
5,spim,S,0.2961120737469553,0.0,277000
5,spim,T,0.3922896801478836,0.0,277000
5,spim,F,0.48838376081302354,0.0,277000
5,spim,C,0.3572397683427409,0.0,277000
6,cosine,I,0.407018703933605,0.0,277000
6,cosine,S,0.45458672827335866,0.0,277000
6,cosine,T,0.29542939229808796,0.0,277000
6,cosine,F,0.5363551384866838,0.0,277000
6,cosine,C,0.6217591553299585,0.0,277000
6,l2,I,0.5770190539601401,0.0,277000
6,l2,S,0.5911864765126781,0.0,277000
6,l2,T,0.5163412688518949,0.0,277000
6,l2,F,0.5626956163004649,0.0,277000
6,l2,C,0.5727876747355193,0.0,277000
6,norm_ratio,I,0.8260497406323194,0.0,277000
6,norm_ratio,S,0.5181590589757108,0.0,277000
6,norm_ratio,T,0.6560609828953423,0.0,277000
6,norm_ratio,F,0.6170884700636091,0.0,277000
6,norm_ratio,C,0.5643425083051938,0.0,277000
6,spim,I,0.6606354206873988,0.0,277000
6,spim,S,0.42778799854870075,0.0,277000
6,spim,T,0.5862628612862186,0.0,277000
6,spim,F,0.4241762000859938,0.0,277000
6,spim,C,0.560359218297326,0.0,277000
0,cosine,I,0.07690041829819863,0.0,278000
0,cosine,S,,,278000
0,cosine,T,,,278000
0,cosine,F,,,278000
0,cosine,C,,,278000
0,l2,I,,,278000
0,l2,S,0.5820915992926592,0.0,278000
0,l2,T,0.5820915992926592,0.0,278000
0,l2,F,0.5820915992926592,0.0,278000
0,l2,C,0.5820915992926592,0.0,278000
0,norm_ratio,I,,,278000
0,norm_ratio,S,,,278000
0,norm_ratio,T,,,278000
0,norm_ratio,F,,,278000
0,norm_ratio,C,,,278000
0,spim,I,0.07690041829819863,0.0,278000
0,spim,S,,,278000
0,spim,T,,,278000
0,spim,F,,,278000
0,spim,C,,,278000
1,cosine,I,0.7122166592902194,0.0,278000
1,cosine,S,0.6475308328849885,0.0,278000
1,cosine,T,0.11385512198153319,0.0,278000
1,cosine,F,0.8325812578088313,0.0,278000
1,cosine,C,0.6372542386748712,0.0,278000
1,l2,I,0.5327600844909369,0.0,278000
1,l2,S,0.7668432863517547,0.0,278000
1,l2,T,0.4139531567505799,0.0,278000
1,l2,F,0.8503949347602713,0.0,278000
1,l2,C,0.7558394688166908,0.0,278000
1,norm_ratio,I,0.8315789492840964,0.0,278000
1,norm_ratio,S,0.5878277278305538,0.0,278000
1,norm_ratio,T,0.7484097618277588,0.0,278000
1,norm_ratio,F,0.7690695349516445,0.0,278000
1,norm_ratio,C,0.7269140560251501,0.0,278000
1,spim,I,0.8412368917048708,0.0,278000
1,spim,S,0.6440293591234025,0.0,278000
1,spim,T,0.5940140575104463,0.0,278000
1,spim,F,0.8161026983344286,0.0,278000
1,spim,C,0.6127331437147518,0.0,278000
2,cosine,I,0.7709987729604976,0.0,278000
2,cosine,S,0.779705543611843,0.0,278000
2,cosine,T,0.43526280889362357,0.0,278000
2,cosine,F,0.8305048269473378,0.0,278000
2,cosine,C,0.35521142876669104,0.0,278000
2,l2,I,0.49680862072700754,0.0,278000
2,l2,S,0.6625349221350058,0.0,278000
2,l2,T,0.5965702076149771,0.0,278000
2,l2,F,0.8351488475338094,0.0,278000
2,l2,C,0.5999376868824006,0.0,278000
2,norm_ratio,I,0.874210640913065,0.0,278000
2,norm_ratio,S,0.6689876210225548,0.0,278000
2,norm_ratio,T,0.8585587386673729,0.0,278000
2,norm_ratio,F,0.7431829094864469,0.0,278000
2,norm_ratio,C,0.8286177387796942,0.0,278000
2,spim,I,0.8632160652598388,0.0,278000
2,spim,S,0.7728597426489725,0.0,278000
2,spim,T,0.8234613471567355,0.0,278000
2,spim,F,0.8214170153282796,0.0,278000
2,spim,C,0.47685960295076024,0.0,278000
3,cosine,I,0.6902479621707505,0.0,278000
3,cosine,S,0.6065572277121918,0.0,278000
3,cosine,T,0.5182855866051992,0.0,278000
3,cosine,F,0.7531372093133214,0.0,278000
3,cosine,C,0.4017353290745648,0.0,278000
3,l2,I,0.44244219328008927,0.0,278000
3,l2,S,0.4277756730110316,0.0,278000
3,l2,T,0.6478849821850277,0.0,278000
3,l2,F,0.7352402945633131,0.0,278000
3,l2,C,0.4974400024506206,0.0,278000
3,norm_ratio,I,0.8785063210143014,0.0,278000
3,norm_ratio,S,0.5662161900537168,0.0,278000
3,norm_ratio,T,0.8174087231635255,0.0,278000
3,norm_ratio,F,0.5837147869892227,0.0,278000
3,norm_ratio,C,0.7743115659925209,0.0,278000
3,spim,I,0.848346933275197,0.0,278000
3,spim,S,0.5892777212440283,0.0,278000
3,spim,T,0.7852651382154485,0.0,278000
3,spim,F,0.7046453138856436,0.0,278000
3,spim,C,0.4539521250618006,0.0,278000
4,cosine,I,0.6545266490183355,0.0,278000
4,cosine,S,0.33822946915586166,0.0,278000
4,cosine,T,0.46181660739331215,0.0,278000
4,cosine,F,0.6026793268774705,0.0,278000
4,cosine,C,0.5495080883134488,0.0,278000
4,l2,I,0.48563367927019424,0.0,278000
4,l2,S,0.31270746292131607,0.0,278000
4,l2,T,0.4655324331741514,0.0,278000
4,l2,F,0.5728610460679482,0.0,278000
4,l2,C,0.6054407075025766,0.0,278000
4,norm_ratio,I,0.8871580561573011,0.0,278000
4,norm_ratio,S,0.6184683383337298,0.0,278000
4,norm_ratio,T,0.734828174893072,0.0,278000
4,norm_ratio,F,0.5119294754123006,0.0,278000
4,norm_ratio,C,0.7371863065567877,0.0,278000
4,spim,I,0.8264738738040138,0.0,278000
4,spim,S,0.36439127384854064,0.0,278000
4,spim,T,0.7114633130343266,0.0,278000
4,spim,F,0.5691446383239873,0.0,278000
4,spim,C,0.5415333820427519,0.0,278000
5,cosine,I,0.4464506050245966,0.0,278000
5,cosine,S,0.29887936149297545,0.0,278000
5,cosine,T,0.12046533612764422,0.0,278000
5,cosine,F,0.5363451467685362,0.0,278000
5,cosine,C,0.4597102709819218,0.0,278000
5,l2,I,0.34408840939100327,0.0,278000
5,l2,S,0.2526720482688044,0.0,278000
5,l2,T,0.17378885928735857,0.0,278000
5,l2,F,0.5129702108450981,0.0,278000
5,l2,C,0.504593453783535,0.0,278000
5,norm_ratio,I,0.842613989259043,0.0,278000
5,norm_ratio,S,0.5875579825648316,0.0,278000
5,norm_ratio,T,0.5937190269810814,0.0,278000
5,norm_ratio,F,0.4695026635256192,0.0,278000
5,norm_ratio,C,0.6259858153961984,0.0,278000
5,spim,I,0.6992957117017029,0.0,278000
5,spim,S,0.29521913705698893,0.0,278000
5,spim,T,0.3929801573540649,0.0,278000
5,spim,F,0.4896178338105859,0.0,278000
5,spim,C,0.3565071516980411,0.0,278000
6,cosine,I,0.40756676886154825,0.0,278000
6,cosine,S,0.45199051780798655,0.0,278000
6,cosine,T,0.2894485202657925,0.0,278000
6,cosine,F,0.5350329228274523,0.0,278000
6,cosine,C,0.6231852092504123,0.0,278000
6,l2,I,0.5792889038290244,0.0,278000
6,l2,S,0.5925497879540982,0.0,278000
6,l2,T,0.5168836912819218,0.0,278000
6,l2,F,0.5637544860883424,0.0,278000
6,l2,C,0.575160613803264,0.0,278000
6,norm_ratio,I,0.8261572545570323,0.0,278000
6,norm_ratio,S,0.5135805058673938,0.0,278000
6,norm_ratio,T,0.654684498977038,0.0,278000
6,norm_ratio,F,0.6168944838481981,0.0,278000
6,norm_ratio,C,0.5634200861153464,0.0,278000
6,spim,I,0.6586744875288646,0.0,278000
6,spim,S,0.4251138040289429,0.0,278000
6,spim,T,0.5833680653985007,0.0,278000
6,spim,F,0.4245330621663717,0.0,278000
6,spim,C,0.5638303723790513,0.0,278000
0,cosine,I,-0.008010457270412477,4.277613948175095e-06,279000
0,cosine,S,,,279000
0,cosine,T,,,279000
0,cosine,F,,,279000
0,cosine,C,,,279000
0,l2,I,,,279000
0,l2,S,0.5779490448023612,0.0,279000
0,l2,T,0.5779490448023612,0.0,279000
0,l2,F,0.5779490448023612,0.0,279000
0,l2,C,0.5779490448023612,0.0,279000
0,norm_ratio,I,,,279000
0,norm_ratio,S,,,279000
0,norm_ratio,T,,,279000
0,norm_ratio,F,,,279000
0,norm_ratio,C,,,279000
0,spim,I,-0.008010457270412477,4.277613948175095e-06,279000
0,spim,S,,,279000
0,spim,T,,,279000
0,spim,F,,,279000
0,spim,C,,,279000
1,cosine,I,0.7122914728904776,0.0,279000
1,cosine,S,0.6499964229094838,0.0,279000
1,cosine,T,0.11128729552279197,0.0,279000
1,cosine,F,0.8321841324299099,0.0,279000
1,cosine,C,0.6391922706719358,0.0,279000
1,l2,I,0.5332425109852414,0.0,279000
1,l2,S,0.766954787782974,0.0,279000
1,l2,T,0.41190972287975147,0.0,279000
1,l2,F,0.8500582065698498,0.0,279000
1,l2,C,0.758171556791127,0.0,279000
1,norm_ratio,I,0.8326668872582862,0.0,279000
1,norm_ratio,S,0.5882473966109314,0.0,279000
1,norm_ratio,T,0.7479987207509653,0.0,279000
1,norm_ratio,F,0.7689160543943409,0.0,279000
1,norm_ratio,C,0.7315323691239367,0.0,279000
1,spim,I,0.8414039373850692,0.0,279000
1,spim,S,0.646347157225824,0.0,279000
1,spim,T,0.5910738150003989,0.0,279000
1,spim,F,0.8159168160971203,0.0,279000
1,spim,C,0.6109585137938333,0.0,279000
2,cosine,I,0.7702084800322917,0.0,279000
2,cosine,S,0.7793257590408863,0.0,279000
2,cosine,T,0.4329997346412607,0.0,279000
2,cosine,F,0.8304934348794449,0.0,279000
2,cosine,C,0.35209112624646366,0.0,279000
2,l2,I,0.4973509341825511,0.0,279000
2,l2,S,0.662992964623017,0.0,279000
2,l2,T,0.593700393476526,0.0,279000
2,l2,F,0.8352215791097659,0.0,279000
2,l2,C,0.5967334206070772,0.0,279000
2,norm_ratio,I,0.8747527260469076,0.0,279000
2,norm_ratio,S,0.6685530414668451,0.0,279000
2,norm_ratio,T,0.857919105831511,0.0,279000
2,norm_ratio,F,0.7424989431078367,0.0,279000
2,norm_ratio,C,0.8287519606922777,0.0,279000
2,spim,I,0.863300055656389,0.0,279000
2,spim,S,0.7727759257077544,0.0,279000
2,spim,T,0.8225439306087539,0.0,279000
2,spim,F,0.8211517260218131,0.0,279000
2,spim,C,0.47459657971867497,0.0,279000
3,cosine,I,0.6890070474408699,0.0,279000
3,cosine,S,0.6059165486187988,0.0,279000
3,cosine,T,0.5189193158009964,0.0,279000
3,cosine,F,0.7531136256867416,0.0,279000
3,cosine,C,0.40183342957433127,0.0,279000
3,l2,I,0.4435319100387218,0.0,279000
3,l2,S,0.42654471542706696,0.0,279000
3,l2,T,0.6476131868906921,0.0,279000
3,l2,F,0.7354734201581417,0.0,279000
3,l2,C,0.49671822197194626,0.0,279000
3,norm_ratio,I,0.8785967871303066,0.0,279000
3,norm_ratio,S,0.56641290952158,0.0,279000
3,norm_ratio,T,0.8166740139689317,0.0,279000
3,norm_ratio,F,0.5843616346798041,0.0,279000
3,norm_ratio,C,0.7738284140136705,0.0,279000
3,spim,I,0.8483512218008296,0.0,279000
3,spim,S,0.5888781316923024,0.0,279000
3,spim,T,0.7851158130808268,0.0,279000
3,spim,F,0.7051396660166596,0.0,279000
3,spim,C,0.45475674653491316,0.0,279000
4,cosine,I,0.6559492258313584,0.0,279000
4,cosine,S,0.3363937430193161,0.0,279000
4,cosine,T,0.45828564946551315,0.0,279000
4,cosine,F,0.6019169965004502,0.0,279000
4,cosine,C,0.5487832618499102,0.0,279000
4,l2,I,0.4863308909454426,0.0,279000
4,l2,S,0.3121495758736528,0.0,279000
4,l2,T,0.46241634807339815,0.0,279000
4,l2,F,0.57204610013813,0.0,279000
4,l2,C,0.6041499798220146,0.0,279000
4,norm_ratio,I,0.8872880836714623,0.0,279000
4,norm_ratio,S,0.6182525195148946,0.0,279000
4,norm_ratio,T,0.7355431957389779,0.0,279000
4,norm_ratio,F,0.5133295778222099,0.0,279000
4,norm_ratio,C,0.7367249836228187,0.0,279000
4,spim,I,0.8272279939590796,0.0,279000
4,spim,S,0.3629281744793309,0.0,279000
4,spim,T,0.710235013759013,0.0,279000
4,spim,F,0.5692706293084798,0.0,279000
4,spim,C,0.5411244438336361,0.0,279000
5,cosine,I,0.44975831059436355,0.0,279000
5,cosine,S,0.2993560573595032,0.0,279000
5,cosine,T,0.11966565042591862,0.0,279000
5,cosine,F,0.5365449361299677,0.0,279000
5,cosine,C,0.4595609491716122,0.0,279000
5,l2,I,0.34482700036967523,0.0,279000
5,l2,S,0.2516481219932878,0.0,279000
5,l2,T,0.17120524741231402,0.0,279000
5,l2,F,0.5129676606547388,0.0,279000
5,l2,C,0.5045396977614164,0.0,279000
5,norm_ratio,I,0.842674155695403,0.0,279000
5,norm_ratio,S,0.5879864715490121,0.0,279000
5,norm_ratio,T,0.5942353367682559,0.0,279000
5,norm_ratio,F,0.46985835870481396,0.0,279000
5,norm_ratio,C,0.6264369782053509,0.0,279000
5,spim,I,0.7020907610908742,0.0,279000
5,spim,S,0.29609110053172527,0.0,279000
5,spim,T,0.3921438797401462,0.0,279000
5,spim,F,0.4910374218840656,0.0,279000
5,spim,C,0.3567640062634664,0.0,279000
6,cosine,I,0.40754066596457195,0.0,279000
6,cosine,S,0.44960879937223214,0.0,279000
6,cosine,T,0.2800622939367567,0.0,279000
6,cosine,F,0.5340688804046524,0.0,279000
6,cosine,C,0.6221711619245044,0.0,279000
6,l2,I,0.5781838270362192,0.0,279000
6,l2,S,0.5910659951268565,0.0,279000
6,l2,T,0.5149959936395067,0.0,279000
6,l2,F,0.5629245507131408,0.0,279000
6,l2,C,0.5743575201772969,0.0,279000
6,norm_ratio,I,0.8258846997539114,0.0,279000
6,norm_ratio,S,0.5092675984671361,0.0,279000
6,norm_ratio,T,0.6529163484009533,0.0,279000
6,norm_ratio,F,0.615065251506961,0.0,279000
6,norm_ratio,C,0.5610792907683366,0.0,279000
6,spim,I,0.6564745612419298,0.0,279000
6,spim,S,0.4224515180570924,0.0,279000
6,spim,T,0.5805408890847881,0.0,279000
6,spim,F,0.42261603717208285,0.0,279000
6,spim,C,0.563383166056434,0.0,279000
0,cosine,I,0.05996389622896136,5.288472277842204e-260,280000
0,cosine,S,,,280000
0,cosine,T,,,280000
0,cosine,F,,,280000
0,cosine,C,,,280000
0,l2,I,,,280000
0,l2,S,0.5732131504384388,0.0,280000
0,l2,T,0.5732131504384388,0.0,280000
0,l2,F,0.5732131504384388,0.0,280000
0,l2,C,0.5732131504384388,0.0,280000
0,norm_ratio,I,,,280000
0,norm_ratio,S,,,280000
0,norm_ratio,T,,,280000
0,norm_ratio,F,,,280000
0,norm_ratio,C,,,280000
0,spim,I,0.05996389622896136,5.288472277842204e-260,280000
0,spim,S,,,280000
0,spim,T,,,280000
0,spim,F,,,280000
0,spim,C,,,280000
1,cosine,I,0.7121984271910823,0.0,280000
1,cosine,S,0.6514209927799511,0.0,280000
1,cosine,T,0.10890237144831713,0.0,280000
1,cosine,F,0.8313728561066199,0.0,280000
1,cosine,C,0.6402982905286457,0.0,280000
1,l2,I,0.5329185912934626,0.0,280000
1,l2,S,0.7672506448027919,0.0,280000
1,l2,T,0.41062478886610015,0.0,280000
1,l2,F,0.8495154827187887,0.0,280000
1,l2,C,0.7597801746172691,0.0,280000
1,norm_ratio,I,0.8334002698945036,0.0,280000
1,norm_ratio,S,0.5886923034848746,0.0,280000
1,norm_ratio,T,0.747494914410347,0.0,280000
1,norm_ratio,F,0.7686140906703461,0.0,280000
1,norm_ratio,C,0.7363365993930557,0.0,280000
1,spim,I,0.8411647463506354,0.0,280000
1,spim,S,0.6478610906340447,0.0,280000
1,spim,T,0.5882075322330461,0.0,280000
1,spim,F,0.8155253992124869,0.0,280000
1,spim,C,0.6089996548629998,0.0,280000
2,cosine,I,0.7686928920960587,0.0,280000
2,cosine,S,0.77946852866905,0.0,280000
2,cosine,T,0.4301942242729685,0.0,280000
2,cosine,F,0.8302213357407037,0.0,280000
2,cosine,C,0.35038952087430597,0.0,280000
2,l2,I,0.4956007155715872,0.0,280000
2,l2,S,0.6632338059211981,0.0,280000
2,l2,T,0.5907793890994895,0.0,280000
2,l2,F,0.8351275825351206,0.0,280000
2,l2,C,0.5927936126538677,0.0,280000
2,norm_ratio,I,0.8750542785528422,0.0,280000
2,norm_ratio,S,0.6686670457907967,0.0,280000
2,norm_ratio,T,0.8573350055576601,0.0,280000
2,norm_ratio,F,0.7418034957447845,0.0,280000
2,norm_ratio,C,0.8287210793479973,0.0,280000
2,spim,I,0.8631921787517455,0.0,280000
2,spim,S,0.7731012284953086,0.0,280000
2,spim,T,0.8216626901603082,0.0,280000
2,spim,F,0.820791432023923,0.0,280000
2,spim,C,0.47369495000373946,0.0,280000
3,cosine,I,0.6881692048837329,0.0,280000
3,cosine,S,0.6063101215184672,0.0,280000
3,cosine,T,0.5199314367953085,0.0,280000
3,cosine,F,0.7529341066184189,0.0,280000
3,cosine,C,0.4024709537951407,0.0,280000
3,l2,I,0.44381695469079085,0.0,280000
3,l2,S,0.4254578788090268,0.0,280000
3,l2,T,0.6482213867634904,0.0,280000
3,l2,F,0.7352373933419639,0.0,280000
3,l2,C,0.49618785746519145,0.0,280000
3,norm_ratio,I,0.8784933745611836,0.0,280000
3,norm_ratio,S,0.5667661973205684,0.0,280000
3,norm_ratio,T,0.8164215209733574,0.0,280000
3,norm_ratio,F,0.584209818256854,0.0,280000
3,norm_ratio,C,0.7734613066112505,0.0,280000
3,spim,I,0.848309000711764,0.0,280000
3,spim,S,0.5892917501148232,0.0,280000
3,spim,T,0.785462858729618,0.0,280000
3,spim,F,0.705021866348379,0.0,280000
3,spim,C,0.455606650269792,0.0,280000
4,cosine,I,0.6576340443945757,0.0,280000
4,cosine,S,0.33619161443629564,0.0,280000
4,cosine,T,0.457982431126921,0.0,280000
4,cosine,F,0.6016948479005853,0.0,280000
4,cosine,C,0.547670873055698,0.0,280000
4,l2,I,0.48565941542371166,0.0,280000
4,l2,S,0.31145484014422775,0.0,280000
4,l2,T,0.4615024646117589,0.0,280000
4,l2,F,0.5724027240658148,0.0,280000
4,l2,C,0.6018682748863335,0.0,280000
4,norm_ratio,I,0.8872827314007731,0.0,280000
4,norm_ratio,S,0.6188806279627522,0.0,280000
4,norm_ratio,T,0.7347819682660306,0.0,280000
4,norm_ratio,F,0.512924004441972,0.0,280000
4,norm_ratio,C,0.7364548857738107,0.0,280000
4,spim,I,0.8280327369627891,0.0,280000
4,spim,S,0.3629244076192999,0.0,280000
4,spim,T,0.709244809981171,0.0,280000
4,spim,F,0.5693259473420095,0.0,280000
4,spim,C,0.5409464175682298,0.0,280000
5,cosine,I,0.45290037685412227,0.0,280000
5,cosine,S,0.2982834467572419,0.0,280000
5,cosine,T,0.11810638121115224,0.0,280000
5,cosine,F,0.5361942320480774,0.0,280000
5,cosine,C,0.4574478509497636,0.0,280000
5,l2,I,0.3450053411387855,0.0,280000
5,l2,S,0.2493266386596507,0.0,280000
5,l2,T,0.170035003451716,0.0,280000
5,l2,F,0.5122338035100908,0.0,280000
5,l2,C,0.5027764913579049,0.0,280000
5,norm_ratio,I,0.8429459908599741,0.0,280000
5,norm_ratio,S,0.5881856398184284,0.0,280000
5,norm_ratio,T,0.5929800703320345,0.0,280000
5,norm_ratio,F,0.46970654118500066,0.0,280000
5,norm_ratio,C,0.6262868657905922,0.0,280000
5,spim,I,0.70509889995792,0.0,280000
5,spim,S,0.2948012106488269,0.0,280000
5,spim,T,0.38948375663408724,0.0,280000
5,spim,F,0.4919056574004738,0.0,280000
5,spim,C,0.35520217237034873,0.0,280000
6,cosine,I,0.40267207917675163,0.0,280000
6,cosine,S,0.4503814022539262,0.0,280000
6,cosine,T,0.27202514947365003,0.0,280000
6,cosine,F,0.5328166866245759,0.0,280000
6,cosine,C,0.6205819756290412,0.0,280000
6,l2,I,0.5769800325454367,0.0,280000
6,l2,S,0.5891646850744996,0.0,280000
6,l2,T,0.5127813208594871,0.0,280000
6,l2,F,0.562067001901179,0.0,280000
6,l2,C,0.573059842413118,0.0,280000
6,norm_ratio,I,0.8261970244280509,0.0,280000
6,norm_ratio,S,0.5070699566364276,0.0,280000
6,norm_ratio,T,0.6514118634642777,0.0,280000
6,norm_ratio,F,0.613217343165864,0.0,280000
6,norm_ratio,C,0.5591649636375068,0.0,280000
6,spim,I,0.6522215765669138,0.0,280000
6,spim,S,0.4229280218600047,0.0,280000
6,spim,T,0.578263302587834,0.0,280000
6,spim,F,0.42041038840166156,0.0,280000
6,spim,C,0.5632469834703772,0.0,280000
0,cosine,I,-0.02676479766443829,2.8743004891146445e-53,281000
0,cosine,S,,,281000
0,cosine,T,,,281000
0,cosine,F,,,281000
0,cosine,C,,,281000
0,l2,I,,,281000
0,l2,S,0.5711758355442482,0.0,281000
0,l2,T,0.5711758355442482,0.0,281000
0,l2,F,0.5711758355442482,0.0,281000
0,l2,C,0.5711758355442482,0.0,281000
0,norm_ratio,I,,,281000
0,norm_ratio,S,,,281000
0,norm_ratio,T,,,281000
0,norm_ratio,F,,,281000
0,norm_ratio,C,,,281000
0,spim,I,-0.02676479766443829,2.8743004891146445e-53,281000
0,spim,S,,,281000
0,spim,T,,,281000
0,spim,F,,,281000
0,spim,C,,,281000
1,cosine,I,0.712523290700931,0.0,281000
1,cosine,S,0.6531778707540253,0.0,281000
1,cosine,T,0.10764098790517984,0.0,281000
1,cosine,F,0.8308631253924599,0.0,281000
1,cosine,C,0.6404155314275388,0.0,281000
1,l2,I,0.5336234868285766,0.0,281000
1,l2,S,0.7669483821313752,0.0,281000
1,l2,T,0.40917244368734135,0.0,281000
1,l2,F,0.8490001430302622,0.0,281000
1,l2,C,0.7609622536065321,0.0,281000
1,norm_ratio,I,0.8342563017385225,0.0,281000
1,norm_ratio,S,0.5892825371650101,0.0,281000
1,norm_ratio,T,0.7474291794085908,0.0,281000
1,norm_ratio,F,0.7680256941464755,0.0,281000
1,norm_ratio,C,0.7405701745647433,0.0,281000
1,spim,I,0.8408560129022394,0.0,281000
1,spim,S,0.6495280020290088,0.0,281000
1,spim,T,0.5859297699581082,0.0,281000
1,spim,F,0.8149143281598124,0.0,281000
1,spim,C,0.6079066067631612,0.0,281000
2,cosine,I,0.7677055745488235,0.0,281000
2,cosine,S,0.779491805895738,0.0,281000
2,cosine,T,0.42836890808008543,0.0,281000
2,cosine,F,0.8303927196167146,0.0,281000
2,cosine,C,0.3480176044115257,0.0,281000
2,l2,I,0.49496462776250155,0.0,281000
2,l2,S,0.6634285812004656,0.0,281000
2,l2,T,0.5886965404338935,0.0,281000
2,l2,F,0.8352788259211255,0.0,281000
2,l2,C,0.5895238227599887,0.0,281000
