layer_idx,func,mean I,mean S,mean T,mean F,mean C,std I,std S,std T,std F,std C,checkpoint
0,cosine,1.0,0.0,0.0,0.0,0.0,2.125548703757732e-16,0.0,0.0,0.0,0.0,1000
0,l2,0.0,27.76382423532963,27.76382423532963,27.76382423532963,27.76382423532963,0.0,0.8187420635203746,0.8187420635203746,0.8187420635203746,0.8187420635203746,1000
0,norm_ratio,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000
0,spim,1.0,0.0,0.0,0.0,0.0,2.125548703757732e-16,0.0,0.0,0.0,0.0,1000
1,cosine,0.5219442634771442,0.4248513485743219,0.4451083398418016,0.43320659978999765,-0.001450602741781737,0.0371898644520902,0.033871992965028526,0.042055030936855156,0.04951154022078485,0.00024276741082019006,1000
1,l2,19.469174733763406,20.681751982732617,20.322911336083944,20.391902076932592,23.268031536302885,0.5893536287017556,0.4267859976945147,0.5271114606969111,0.5413638633328228,0.2624497373532523,1000
1,norm_ratio,0.6380145450830259,0.5526390278825982,0.5232873847992923,0.45579253925258084,0.23268665985297646,0.02314711464322538,0.027943374033702822,0.0361571020262861,0.01746259558566273,0.050949204457592746,1000
1,spim,0.33334595132181744,0.23526584004704443,0.23401402195947169,0.19771077746174798,-0.0003365907900815727,0.02995219464329088,0.027465408335105686,0.035890675182137344,0.02561780500728474,8.537608722768204e-05,1000
2,cosine,0.3087796005294494,0.4749450870072386,0.5550232091919804,0.5678939086633721,-0.0019661474645855503,0.032217878960034946,0.035501791167389204,0.023017203301843876,0.05077087948484138,0.0012166321625740417,1000
2,l2,21.564325990773156,20.005571206982495,18.830985055852228,18.602637554802484,22.816952313369846,0.2897711308341026,0.48041235549266836,0.3528157268146049,0.7258639794790657,0.10739545814757308,1000
2,norm_ratio,0.36242199728820446,0.5601854441074614,0.5552564529129239,0.5501624554609289,0.1207088495733566,0.022796716709142524,0.031946679747554836,0.03229180280117347,0.029659594984090057,0.03872236847611025,1000
2,spim,0.11189468052429702,0.26648798536774504,0.30838470143752594,0.3134373446793894,-0.00020471200895742705,0.01363306800714791,0.02968681443830876,0.02565476539828173,0.03965600560564731,4.603730145920827e-05,1000
3,cosine,0.2034336427035596,0.3790636600158328,0.6238571538204527,0.6300568589122841,-0.0013378976307807655,0.049167061330145506,0.04237801675273005,0.02656311594260151,0.05282695794118668,0.0007922519946033891,1000
3,l2,22.171774568019874,21.29034930353474,17.708905474755166,17.54979189517856,22.746050129633794,0.2275363984486149,0.49693377979481573,0.46812246402471175,0.8715188927132942,0.048699606767431625,1000
3,norm_ratio,0.19665790841817332,0.5518444885956635,0.5959213706716093,0.5984029807709101,0.09667547093894617,0.02158781033349758,0.03747451704249703,0.03715708009294234,0.033691518328699446,0.02124655124265592,1000
3,spim,0.03967963660223931,0.21028308218441938,0.37192739857464,0.3782315077684487,-0.00012162512974752986,0.00927127205883189,0.036309969387124004,0.02981111141216732,0.047434350464482564,6.96370473512321e-05,1000
4,cosine,0.18539210249849797,0.41785920843129,0.6674672077051343,0.6687432148227175,0.0038743055444595657,0.06004141022596054,0.04506550242303046,0.026853806253919078,0.03170715634269844,0.0020205207197300104,1000
4,l2,22.334219310228896,20.665994854458372,16.989207966565104,16.962419075517623,22.67726132871548,0.13568688409475055,0.5753013923123029,0.47039155080059053,0.5835770634905952,0.017852484805180195,1000
4,norm_ratio,0.0978483250946106,0.5140575639354142,0.574782929128798,0.5723913735075191,0.06666306146008007,0.013611342284654866,0.021717497380733895,0.02953598555232124,0.032403616791690903,0.011698670736740503,1000
4,spim,0.017895437490475157,0.21510261062750147,0.38363300941999806,0.3831194229662961,0.0002495194957290364,0.0058759215484423,0.027842271149849673,0.02440928788904022,0.03275981088783009,0.00010862622999232762,1000
5,cosine,0.2378166160611421,0.6592174955624083,0.5995342545989008,0.753161970500863,0.08887557025021953,0.057748823484510464,0.04151630310244227,0.020541345570042842,0.039899791256821415,0.05289549078246836,1000
5,l2,22.431405923389807,17.498967410490057,18.417643532588745,15.77388445789771,22.60467508045707,0.07024414522675991,0.5102420479138083,0.22904381796235943,0.6941090851213791,0.00889174023702792,1000
5,norm_ratio,0.04236159834997645,0.48553831563037464,0.4591069142464933,0.5229009019128394,0.027160873590880128,0.007047625392473078,0.02856353964232868,0.03197916224958443,0.022514579489567494,0.011550919927784462,1000
5,spim,0.010050935516704258,0.31929822853297446,0.2749335351930257,0.3937608047173529,0.0019564960399424455,0.003223613874900877,0.017108573755818337,0.016890172398820423,0.02570926772844122,0.0001850126166042396,1000
6,cosine,0.2492501211969549,0.8608824618116967,0.7086780867623483,0.9074228650949102,0.31326050331794897,0.049581472921234326,0.02965347303219522,0.04257350088641721,0.030920564097821446,0.12768159098956183,1000
6,l2,22.7934010377903,15.607697609930472,18.51622046240469,14.071363289778883,22.690236459704458,0.029625547682900558,0.195958996064055,0.17451775603738615,0.5066197508563707,0.005963055240805726,1000
6,norm_ratio,0.013991421228067484,0.40823028170388054,0.3145314054161149,0.45784769587843827,0.02974293607642536,0.0026979207098637077,0.024963104738744617,0.02320587721757334,0.010375954533705394,0.008203953800626761,1000
6,spim,0.0035122755859638196,0.3507601444165918,0.22199844138028477,0.41535701834964606,0.00837212026751339,0.0011931033848905713,0.011242493473032227,0.006596185231471862,0.014434212195012588,0.00024595376792596417,1000
0,cosine,1.0000000000000002,0.0,0.0,0.0,0.0,1.4449773149287575e-16,0.0,0.0,0.0,0.0,2000
0,l2,0.0,28.227909775570595,28.227909775570595,28.227909775570595,28.227909775570595,0.0,0.7480245071294384,0.7480245071294384,0.7480245071294384,0.7480245071294384,2000
0,norm_ratio,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000
0,spim,1.0000000000000002,0.0,0.0,0.0,0.0,1.4449773149287575e-16,0.0,0.0,0.0,0.0,2000
1,cosine,0.60479397504723,0.27501436490327225,0.42229608932987456,0.4586764871731064,-0.0008074842635775868,0.055736180502168026,0.06172322698654446,0.08243103356711172,0.06771485433793281,0.0006433090463271188,2000
1,l2,18.289496840765146,21.93500769221086,20.504568993724703,20.067719064475213,23.51664652489823,1.0435874057927772,0.5137772059003498,0.9494872960561972,0.8495506341644984,0.30757093685549364,2000
1,norm_ratio,0.7539445711304752,0.40635778798319044,0.4986815937174446,0.46448632031383025,0.27822707869157765,0.052963603774103585,0.039424448725364436,0.06573076263573412,0.029676380718965615,0.05154863355166568,2000
1,spim,0.4578360832938855,0.11314036612349043,0.21497295727779245,0.21426680182264649,-0.00021620851781491623,0.06672825174041133,0.03185262011552098,0.06665301852053855,0.04282992985139422,0.0001602805451386948,2000
2,cosine,0.3965617364411896,0.3443210011971805,0.5325078005992343,0.6403300099829937,0.0004249596167498902,0.05309846064000796,0.06955321474427482,0.057165344517857306,0.059919974709044,0.0013338948694737879,2000
2,l2,20.83396408720849,21.294454224653464,19.138956969007072,17.353864949344704,23.011556566888856,0.562511883422521,0.6438737294340812,0.8081273368631211,1.1433166276274798,0.17551694724283093,2000
2,norm_ratio,0.46631466860824855,0.4204554026765186,0.5380827987801939,0.5879467904904085,0.17843938495892897,0.06074820801520017,0.0417242417223301,0.06324605021224972,0.037633229306693876,0.04388941956417406,2000
2,spim,0.1866452572006564,0.14630974865963026,0.28863696345827417,0.37835341741831485,5.4613263124187065e-05,0.04416628821194328,0.03764935403508447,0.058102776478268246,0.05830140124399272,0.00018513141738747983,2000
3,cosine,0.23646227182347143,0.38412307972500537,0.6221904075074364,0.7101963908092066,0.0007219182293590678,0.0472598526653666,0.0633119187189964,0.03543109496735569,0.052586270957063225,0.002090484640811429,2000
3,l2,21.998170855094845,20.882003437071038,17.81965841893095,15.996157962924565,22.797226951089105,0.2877191111070189,0.590260404820443,0.6119694090558508,1.1593285925052992,0.1002374777363501,2000
3,norm_ratio,0.25801701126473725,0.4071568260849325,0.5399493248962662,0.621349236722495,0.11264511444452051,0.04327203339409136,0.042880630351844036,0.04827502712618756,0.04437315811485988,0.03790310786093103,2000
3,spim,0.06204091805398119,0.15806186375198156,0.33678830383405944,0.4430774043478924,3.151001208536068e-05,0.02125314000773966,0.03714665049420248,0.043090485700505075,0.06139303653672056,0.0001650209694581339,2000
4,cosine,0.18644118777406138,0.39719715525453575,0.6838221698448922,0.7566105326705668,0.0062052735674842305,0.06383343838476943,0.0617500729837671,0.0345758681901452,0.04209416506162436,0.010429347233780036,2000
