layer_idx,func,mean S,mean T,mean C,std S,std T,std C,checkpoint
0,cosine,0.0,1.0,0.0,0.0,3.736235131821578e-16,0.0,1000
0,l2,18.945684349211998,0.0,18.945684349211998,0.35450037558280784,0.0,0.35450037558280784,1000
0,norm_ratio,0.0,1.0,0.0,0.0,0.0,0.0,1000
0,spim,0.0,1.0,0.0,0.0,3.736235131821578e-16,0.0,1000
1,cosine,0.3625817877153643,0.816340316264501,-0.15790436876581523,0.08003866778819124,0.011437106165476196,0.03713419879874057,1000
1,l2,21.750870006517882,13.68620177151948,23.327245602740867,1.222571485154719,0.6250496347641679,0.11519205973323343,1000
1,norm_ratio,0.5981118054734188,0.9878366544700595,0.13841601066369527,0.023616232285097107,0.05599576002436703,0.005238679214155157,1000
1,spim,0.21566640478875804,0.8061709997685628,-0.0218374045573208,0.0424551934194987,0.04294735501499778,0.0051633157139256425,1000
2,cosine,0.37329318272708983,0.5872994154274063,-0.2559021814149029,0.16363094974945996,0.045912864619044584,0.04660598763187288,1000
2,l2,25.33462922894271,22.692769978112498,24.128826267600797,4.236630293605036,2.364229336566612,0.2070944970940474,1000
2,norm_ratio,1.0047613153625017,1.1617204850591156,0.19442856084569554,0.09504810876071335,0.190872042720661,0.013250953032527787,1000
2,spim,0.36495767833073844,0.6846556596689185,-0.04961333799965693,0.13786681494523995,0.1390639257020063,0.009175343204354952,1000
3,cosine,0.4086873338718697,0.3718888740343895,-0.3290650974848172,0.22464373315941613,0.10742601354597246,0.03698891068985134,1000
3,l2,30.37153231397605,31.2915472952889,24.8682932395645,8.007358024215524,5.226979855768857,0.27363649450009897,1000
3,norm_ratio,1.4034177857558208,1.376683634511032,0.23278163647832414,0.22199727019985432,0.3609045458504242,0.020352358517497875,1000
3,spim,0.5463123372254586,0.530187585075838,-0.07649992230129647,0.2584458492887966,0.25989023807372186,0.010284244008609607,1000
4,cosine,0.29899142901025527,0.3190620272095261,-0.3379888665095306,0.2920811522244407,0.1519369656908308,0.057704480947469945,1000
4,l2,39.81108477549476,40.28312116622101,25.025657558954222,13.047374629338416,9.844814725131256,0.3444658329743859,1000
4,norm_ratio,1.7851238606535973,1.7998717753531033,0.242428768543359,0.4245731989208911,0.5834810896095816,0.016619383728810794,1000
4,spim,0.47035829350527103,0.6115230730001436,-0.08188136650541455,0.39923530990215017,0.40535926902573877,0.01526573437583118,1000
5,cosine,0.33866576397803844,0.21180580980379088,-0.2620764422078206,0.25939841686251747,0.16128760830079564,0.0783862609919103,1000
5,l2,42.26282719498526,44.56698233242112,24.433979287299717,13.036858377077362,9.613701834900152,0.49439995190980957,1000
5,norm_ratio,1.9615194997927299,1.9060088877413364,0.219850176994208,0.4211728819855311,0.5760550091196763,0.015919014091338047,1000
5,spim,0.6040612955846437,0.45437119748325183,-0.058432493067895504,0.3631523454139424,0.3656412002893241,0.021164370924316434,1000
6,cosine,0.563784144500723,0.09614323807790108,-0.008344184676279988,0.16249693014956978,0.11042991560514177,0.07440536488793016,1000
6,l2,29.417585973010436,36.234690699864714,23.241932081411484,8.473121116743625,5.4675443264471735,0.35970384825261165,1000
6,norm_ratio,1.5618013245331808,1.3161517562511127,0.17022858283184583,0.24039134624115335,0.3721350434890227,0.015615142326210616,1000
6,spim,0.8518482482509921,0.1505456779078011,-0.002393926158793226,0.1497797422172741,0.1532179280702031,0.01394548712563135,1000
0,cosine,0.0,1.0,0.0,0.0,4.52823405371851e-16,0.0,2000
0,l2,19.08952971468016,0.0,19.08952971468016,0.5576665727546176,0.0,0.5576665727546176,2000
0,norm_ratio,0.0,1.0,0.0,0.0,0.0,0.0,2000
0,spim,0.0,1.0,0.0,0.0,4.52823405371851e-16,0.0,2000
1,cosine,0.1860625961265549,0.8988202953144293,-0.2042077124337611,0.07649499789915196,0.01263558005974549,0.03675761286951057,2000
1,l2,23.06421493467433,10.461544247488792,23.39231939042282,0.7343755377549935,0.617958423106787,0.11563573596903955,2000
1,norm_ratio,0.4601675233519959,1.0455649592978018,0.12805717810464037,0.029695392974728316,0.03282735213593537,0.005697887423855358,2000
1,spim,0.08629318512536087,0.9398887736198612,-0.026181958745222073,0.03692107100219733,0.0355208973015472,0.005002131839180815,2000
2,cosine,0.21861188775523613,0.6926956952310123,-0.3198243450079909,0.19060941176335128,0.05752430973334166,0.04784262062809006,2000
2,l2,27.023672068403112,20.353589348585526,24.222547452397865,3.0868455789449176,1.43249130006087,0.22593527837275953,2000
2,norm_ratio,0.9199299575778208,1.2245247849115501,0.1778841319137095,0.060919401718187716,0.147469861703263,0.011732136687772421,2000
2,spim,0.202768505237513,0.8541813246572358,-0.05694982989474879,0.17126779039831497,0.16734163620589249,0.009508632108624146,2000
3,cosine,0.25291644407553715,0.46306090372607206,-0.4353687918304228,0.3036452840635654,0.14372258079602893,0.06551938760484272,2000
3,l2,34.05813780976409,31.310811285313818,25.291229821580657,6.778135727240865,3.4639738555316026,0.40672462053343095,2000
3,norm_ratio,1.429311949139509,1.519219502404096,0.22570399649714767,0.12393299209115068,0.3452139935769328,0.015828886156859935,2000
3,spim,0.35285678744632265,0.7456237187483129,-0.09848050619463555,0.4241659516877971,0.4250649459978044,0.01793531110791352,2000
