,layer_idx,func,STC_L1norm rus _s0 mean,STC_L1norm rus _s0 stdv,S rus _s0 mean,S rus _s0 stdv,T rus _s0 mean,T rus _s0 stdv,C rus _s0 mean,C rus _s0 stdv,STC_L1norm rus _s1 mean,STC_L1norm rus _s1 stdv,S rus _s1 mean,S rus _s1 stdv,T rus _s1 mean,T rus _s1 stdv,C rus _s1 mean,C rus _s1 stdv,STC_L1norm rus _s2 mean,STC_L1norm rus _s2 stdv,S rus _s2 mean,S rus _s2 stdv,T rus _s2 mean,T rus _s2 stdv,C rus _s2 mean,C rus _s2 stdv,STC_L1norm sla mean,STC_L1norm sla stdv,S sla mean,S sla stdv,T sla mean,T sla stdv,C sla mean,C sla stdv,STC_L1norm ine mean,STC_L1norm ine stdv,S ine mean,S ine stdv,T ine mean,T ine stdv,C ine mean,C ine stdv,STC_L1norm mul mean,STC_L1norm mul stdv,S mul mean,S mul stdv,T mul mean,T mul stdv,C mul mean,C mul stdv,STC_L1norm rus_allseeds mean,STC_L1norm rus_allseeds stdv,S rus_allseeds mean,S rus_allseeds stdv,T rus_allseeds mean,T rus_allseeds stdv,C rus_allseeds mean,C rus_allseeds stdv
10,5,l2,-0.16163624578890493,0.02950107817472633,-0.25274466933653483,0.028884926354201777,0.09743353678504116,0.023561167285567338,0.23619545839534867,0.019212251892085634,0.0233250775174628,0.019774636046593786,0.03041980991543778,0.03922038858378499,0.14540997991542828,0.03174194516202581,0.17013182440751676,0.029562804873245675,-0.0065211100310604495,0.023448743653752137,0.06932796275604866,0.03763272034086243,0.053647671332683146,0.027896773305735086,0.034382178762970325,0.02587790566463856,-0.03143395634724537,0.03357019579964718,0.13105779508149404,0.02458220608550635,0.096689644903444,0.023285295111198943,0.18468858796808973,0.03150838436466562,-0.03483026901238715,0.026247652354010758,-0.03571282151065984,0.04123814479263598,-0.028226962698751558,0.043494676006170775,-0.003018746226389907,0.04592302314473496,0.06946092803743954,0.034225526457985676,0.1270344995575082,0.038181630436088076,0.15731179491897845,0.038268121261145635,0.16784756663869813,0.03809150760945303,-0.04827742610083418,0.08580411640729646,-0.04963819582792515,0.1211391900897311,0.09883039601105084,0.0466827375036574,0.14690315385527858,0.08885307336022866
11,6,l2,-0.22343095812257235,0.035673872177845005,0.27665377536129526,0.02701584768505754,0.39583294426835425,0.02989293042070865,0.43242131936821276,0.02789090487132961,0.034876992909858365,0.015489331266750398,0.13303433132321751,0.03237713251264541,0.14364559605192387,0.028305552360015758,0.16390921915756368,0.02762481236444804,0.009292546945992545,0.027529684251925986,0.01440487882261689,0.022417629162981085,0.0058452766090294535,0.017425477601770274,-0.01283787468627796,0.019433959582539927,0.1302311860517882,0.034212804391960255,0.24395445257188303,0.02661497825706199,0.2577421977639479,0.03080320645199198,0.2837458319881969,0.03364516826097893,-0.04185337323274052,0.016116495947274326,-0.043139327665107134,0.039396700940324936,-0.04124191922130642,0.04191308279401904,-0.023015791625619546,0.043650864870030975,0.14721541835528162,0.03534413968555945,0.20205573234336943,0.03640838789694806,0.207169110516528,0.03584080970635157,0.2151140414170598,0.03576793170402105,-0.059753806088907145,0.12113825434865325,0.040805261206734694,0.1539164862276378,0.18177460564310255,0.16611640859147822,0.1944975546131662,0.18778030523582745
12,1,norm_ratio,-0.15141303105332657,0.03243252934231102,0.13172818884836063,0.01916497649798616,0.416236756446703,0.02954102421450523,0.42990334540616726,0.03600249680676178,0.03264389553711594,0.034172795469704094,0.1240850894201333,0.015543632002969243,0.13089437480036106,0.028183527775765313,0.1618241827735001,0.024773745422686972,0.01190379773390766,0.027451223997556846,0.01669958660341142,0.033535658145471256,-0.0030774812365471976,0.018004324490336225,-0.0031780862328228293,0.01609491351264801,0.19286812328917075,0.039939323508225655,0.2283100230798581,0.026113944888354758,0.3376588080029543,0.02602316400649829,0.2955419027803962,0.03269063446119554,0.001453557146531885,0.03247084414312242,0.023154812637770025,0.02606498157191591,0.010169141060761767,0.03396372393220763,0.03765471381909046,0.03153165076508036,0.2104998248654953,0.03446832348530606,0.26577066800065674,0.028163959343367677,0.2763348418597572,0.03141632061898511,0.28188990569619243,0.03235603096643176,-0.03562177926076766,0.08906098949368098,0.027607921181600405,0.09813898099042112,0.18135121667017234,0.1795810060650276,0.19618314731561487,0.18336193614087679
13,2,norm_ratio,-0.10739077547668736,0.03742267272251537,0.25783274414234636,0.01489735030864295,0.43020000412584036,0.024251406960917935,0.44909587105345156,0.02632098748279945,0.04427196002118286,0.037519148197766715,0.15138194621407927,0.030902527273735464,0.09193575613590159,0.02795194918545714,0.12436022229048649,0.032327087018154926,0.02082264719983888,0.026583995029307327,-0.01831550717369848,0.02439853894477579,-0.02444887955205216,0.013129185028756027,-0.02392483854101433,0.015253104812463381,0.10602799601258903,0.03729754727043031,0.2622046979372194,0.03290990325417328,0.31827837826270694,0.03589362502186598,0.3101091256624404,0.03703608604534619,-0.050584248797805834,0.025575376554676177,-0.0565985038414736,0.031316051801663844,-0.05075545897914393,0.038971692267200125,-0.03928835967401786,0.04021608409977044,0.10213542837978799,0.0332439592926193,0.18679243103269055,0.03556664712225136,0.18436443455528345,0.03717897252015216,0.18603051048957595,0.03613284443098055,-0.014098722751888537,0.07541474365254022,0.058100502487843576,0.12223925323075342,0.16589562690322995,0.19734927323349713,0.18317708493430787,0.20243080876559674
14,3,norm_ratio,-0.18809844589421548,0.027294617965396905,-0.018238663428867805,0.01964908704547141,0.3872160143135247,0.0181960750809408,0.38725860779002774,0.018819348609104794,0.08560783774824207,0.030164352656540626,0.17540775597277553,0.034667997933111934,0.1427492300180032,0.030427418203855514,0.1618842601921161,0.03149317443417422,0.018671105071064262,0.024770400061833824,0.0236002539141549,0.03783101192098245,0.0047388656174954386,0.02088761945164707,0.005178995508838729,0.022098129743595603,-0.013608688391847723,0.02772495888652239,0.22228866705757278,0.025932358979752462,0.2934755368951368,0.0374359145656088,0.2880940735520458,0.038962854928182585,-0.046912568416408604,0.025804019534136278,-0.05476598244421449,0.036174393950413046,-0.051892208926789175,0.038248658090283764,-0.02522007546767816,0.04087315423680968,0.06209219820641391,0.02683416655740493,0.1498923087219208,0.03608960685614977,0.15929176847900228,0.036910735003160645,0.15993733862422485,0.03559507493571173,-0.02793983435830305,0.12142550677717867,0.016158307230525578,0.11491200246199738,0.17823470331634106,0.16247769998294315,0.18477395449699419,0.16127638084024173
15,4,norm_ratio,-0.18491815354725089,0.027135033762748322,-0.15753864848385862,0.023960976927478686,0.31402882447501773,0.021332996185999487,0.3067955909152092,0.021735123108385622,0.08560002411057874,0.02133757657835681,0.13921178031827092,0.0459795516419525,0.1554678426684951,0.033585057082927215,0.17165503421034545,0.03514479759615872,0.017499195079719837,0.024106567506069106,0.03379483650429733,0.039025466542117276,0.015887838128498116,0.02320733854530257,0.011637523073307867,0.023965782672441757,-0.017035594519210086,0.02433591847221817,0.13505927408618462,0.01942035535904322,0.2609627205331088,0.03423071757531392,0.27359113799138285,0.03690937056126865,-0.044480682055687205,0.029835043972268806,-0.04298559447678569,0.03882086677129531,-0.039217636998670036,0.03973906157955508,-0.022983314407661,0.040004092509385865,0.06306196071004702,0.029180562620495808,0.14567848096838013,0.03684293591362443,0.15435883150903923,0.03746260978748695,0.15509017775831105,0.03628842154704917,-0.027272978118984107,0.1191815760563214,-0.01105849433637379,0.12475098675745376,0.1617948350906703,0.12650956094795102,0.16336271606628752,0.12555535160558845
16,5,norm_ratio,-0.18903400664846362,0.02806984330720414,-0.3658640623508226,0.02860480811623315,0.22246187107996773,0.021883333273497903,0.2673977664099222,0.020521830630530695,0.03873756293241003,0.015827680905225613,0.07298528040180205,0.04894060417962668,0.16507052548791606,0.031079632824227033,0.17168552997950576,0.03194435755053349,0.01487249588221666,0.024119876909986532,0.022440243748201104,0.0411758126123895,0.013769276577455159,0.0232263401217351,0.004734374502641114,0.023001216779150967,-0.025894903650052738,0.028989587770990057,0.04786011284691834,0.023791752193595136,0.1959352159929332,0.028924147848640412,0.20132968124601272,0.024094702298336632,-0.04096549474821106,0.024851572984922247,-0.03962678679474057,0.039487595273362416,-0.03015981850633584,0.04274291588862413,-0.011389192959822624,0.044646089967321036,0.09746525272511718,0.03396763825426858,0.15298492404932112,0.036096848800588194,0.16440346899169772,0.03666343050661684,0.16746477876806676,0.036736523113274314,-0.04514131594461233,0.10635109456353523,-0.06764374767244272,0.1623788584408998,0.13376722438177963,0.09290707731605972,0.14793922363068968,0.11313013327426882
17,6,norm_ratio,-0.17225658154543608,0.029409146142360447,-0.25585900958289154,0.02461745916979136,0.09746636981492209,0.025301980057329358,0.30209838605607087,0.021626904486948675,0.043336202538090465,0.020280995111915206,0.10495847053510887,0.04146371481757834,0.1296145849472606,0.029718868148517888,0.14274082964721965,0.03296674888201474,0.002569783979238761,0.026369048107601475,0.007300033691506606,0.03322364397796175,0.027991513086940784,0.01974465101221563,0.009644580840146362,0.019220588209385513,0.028546077557546727,0.03467784885540451,0.08065467751918484,0.021419647445550076,0.16841608748519551,0.028718308876964742,0.20883199434438127,0.031193346106012078,-0.026613386101557324,0.02162649699131375,-0.03530935060334362,0.04050525499336444,-0.034712457452795,0.043141095173579426,-0.021126236568938372,0.04484064080009349,0.09019319128680757,0.03347003631258205,0.18819743874017653,0.034271578674296664,0.20369085246681268,0.03302010129353063,0.21162558213140464,0.03292829867798598,-0.042116865009368946,0.09827803307204257,-0.044991850064063824,0.13071207589212755,0.0850241559497078,0.04954191782154214,0.15149459884781227,0.12402880823873387
18,1,spim,0.012741581268942407,0.03639242417480861,-0.2570693645220998,0.019926828735889864,0.3815753887484902,0.02617573366075142,-0.40883146212011645,0.028460182822213822,0.012821443311570735,0.03283169441034442,0.04117801916440443,0.029655446047306227,0.08634331623700844,0.026614540033512928,-0.11288384290776028,0.028855791857287618,0.01388358468172699,0.023516872367785872,0.007260359942865675,0.00984682789539043,-0.02242595290667674,0.01548199839487639,0.03945651512950131,0.01683845873029869,0.23457790018837885,0.03398929918424747,-0.13369433357176844,0.020006939653522276,0.3152320084482545,0.02372867638264208,-0.28048537202507895,0.032406771634988916,-0.03339384362715049,0.03751270271288693,0.04377570737513436,0.03741850342687712,-0.03391681813552476,0.03772342350146671,0.017419631780801696,0.03931602435675053,0.18901450778755924,0.03514133948101121,-0.1595477462739148,0.0370590370626408,0.23216474325492825,0.035064660348853305,-0.25041929293325005,0.03765074493421656,0.013148869754080044,0.030289680051092154,-0.02819739602543158,0.10694359595280901,0.14849758402627397,0.17505974062033672,-0.16075292996612509,0.19087076752495175
19,2,spim,0.021614406155748788,0.038967031368141725,-0.3141742489465648,0.01944200561120968,0.3947538463444732,0.022501070486211954,-0.4052862976527047,0.023734511011494697,0.07638556558897606,0.03304553677456752,0.06742700938941798,0.029120559221336755,0.03708484823935483,0.026608483848215674,-0.12785216152904164,0.035794715461787266,0.004701514944688593,0.02918714230532641,0.021092397189739386,0.013339494600287218,-0.02852161708151401,0.015025823670734951,0.03559790698763398,0.015347826496834114,0.18583430810472262,0.03800002868991508,-0.20303510191942067,0.031780556869262434,0.2732280177935299,0.037616653765554224,-0.2767589789413795,0.040261077455052384,-0.05264630745661716,0.029810278351367805,0.049679376619222546,0.037799514384147706,-0.04125967859835275,0.038239661387309394,0.027754551159913526,0.0394974841306431,0.13291413956168682,0.03826768035126057,-0.09704082390772159,0.03713911302684002,0.12574052603808103,0.03734533415164109,-0.1435884048777524,0.038336691218798305,0.03423382889647115,0.04519791719009104,-0.02049222594633233,0.13770568177351172,0.1344390258341047,0.19036615288692407,-0.1658468507313708,0.18683107395272616
20,3,spim,-0.08428778182576288,0.02750736711543172,-0.24438404111545814,0.014124989909365384,0.35714115308090216,0.014342040872266721,-0.31938609024302816,0.017989040121739974,0.07824955820627809,0.03605506319039295,0.013872851642590573,0.025633346016351866,0.1121571935804295,0.02839702815631108,-0.1616118395015084,0.03382980280037943,0.010525308953658843,0.021600716153434067,0.012676217212216286,0.017365465666782758,-0.0199418779602094,0.018944352731506506,0.02701564392529989,0.02045602724097171,0.0600699840029138,0.04135593314031017,-0.21604291154845928,0.039312168084362054,0.2618503862163611,0.042958213574218244,-0.26797877234865797,0.04274321816253446,-0.06515881187070978,0.021466658544028218,0.05307738884935963,0.03584559655685313,-0.03999326060359449,0.03687886776382493,0.019301622517371185,0.03879307875839564,0.09937082865762989,0.03158237018694531,-0.055779262302319575,0.034056573565565865,0.10785211834248716,0.03520093675148263,-0.14119114229187446,0.03590036934377891,0.0014956951113913551,0.07334939233140664,-0.03555798115441286,0.10825418048542373,0.14978548956704074,0.1602299162714984,-0.1513274286064122,0.14604391584896528
21,4,spim,-0.12308804418828198,0.024248785627905518,-0.18769848221040425,0.015599773875320138,0.318293070235923,0.016135909774207514,-0.27119036483753856,0.020457169440209512,0.044349872230017955,0.028458973798413386,-0.031324593334612225,0.023944756268906745,0.15420062639273263,0.02445325109624726,-0.17088621618097316,0.03265215978782485,0.01586480138009859,0.019284018051451805,0.00192550887396509,0.021575026804769182,-0.009676052076990564,0.02236779031863894,0.01656344611070383,0.022111501181978067,-0.004106021230456326,0.02276523173795384,-0.17910061818480907,0.03773927841814342,0.2387158594568722,0.04220071906261147,-0.2511951375486421,0.04250553682397175,-0.06923204381171574,0.0163351014343242,0.04041079541905064,0.036949728163257485,-0.02386044800663975,0.03738105642850716,0.0005023504659482453,0.03859237937239934,0.08843058680139815,0.03186035530016511,-0.10641452688813673,0.03530160873413832,0.1296367962076382,0.03607052153718913,-0.14497661392512232,0.03669825311139229,-0.02095779019272183,0.0780017549186422,-0.04666182287486949,0.08563595790271089,0.1542725481838884,0.13772118605945655,-0.14183771163593592,0.12379497971329675
22,5,spim,-0.1823201620053792,0.026593763240085045,-0.14655120769293686,0.022952449141889944,0.3133105728483037,0.01769186451892276,-0.26941061672640737,0.018138716024268323,0.033986763733003134,0.017263392604639195,-0.06676213899668812,0.02501452651443602,0.1642836622049843,0.027928316356344816,-0.1773143359047636,0.027190613531344388,0.01811466126727677,0.01837695452420217,-0.004961790813092349,0.022515386805250167,-0.01035694653272012,0.021966528384746234,0.021530215506647066,0.020946845052537643,-0.045477974645540334,0.02127980765539984,-0.24289146815133528,0.031436059724287126,0.2480865038301423,0.03604938650311164,-0.23473203921506794,0.03729210328555876,-0.050562846170620804,0.021919679006840907,0.0290761119634824,0.038214430019788,-0.011397947861336176,0.040991281027423984,-0.01420227490548224,0.044367945481733895,0.1132380231286533,0.033087149307348004,-0.11577849840703544,0.0338757908538558,0.1326381058925472,0.03537072501465487,-0.14282502638881764,0.0363344474699162,-0.043406245668366455,0.10218348089899064,-0.05808231241796944,0.08551322235171764,0.15574576284018932,0.13634090678682814,-0.141731579041508,0.12536688823416764
23,6,spim,-0.13198948887555467,0.026645115378416948,0.3197455298143405,0.030602344574807632,-0.10245487950808822,0.025017424963953636,-0.10651662823904781,0.020686490708152143,0.04743231556731405,0.020600102093120142,0.03282731687223853,0.02339228367968459,0.11126644182398596,0.03352819659238112,-0.14003306351215308,0.03824021014687382,0.0065468749135126885,0.025162097237936804,-0.08459581102069047,0.026127260206804694,0.01802641002983498,0.03034149818240997,0.007602472445779,0.02845571573305622,-0.01430222266819639,0.029677537051057103,-0.07687631047385014,0.028732037353164167,0.15239325356246863,0.034864340748821325,-0.1320238767278689,0.026088467554694118,-0.023091732632284583,0.020470671428994943,-0.008780617843682791,0.03771935902423327,0.03081168827806588,0.041058545008247266,-0.055816699608258455,0.04502466917574179,0.06224429329079062,0.02945481613667008,-0.1022635606038365,0.028853900343271278,0.13911376288527627,0.027634790217698896,-0.1588070975087484,0.027152148963949733,-0.026003432798242646,0.08152868654954232,0.03166112287852678,0.14712559676010048,0.008945990781910896,0.09352417877305717,-0.07964907310180727,0.07049308871080749
