model1,model2,metric,component,layer0,layer1,layer2,layer3,layer4,layer5,layer6
sla-eng,mul-eng,l2,T,,96.991191397072,117.05679492419708,96.88497617368114,104.0023508989559,100.7642007111039,108.93429914197841
ine-eng,mul-eng,l2,T,,70.1197311747274,433.8988042547985,499.0475975914492,465.77252992999746,414.69412521989625,282.9613606320977
s0-eng,s1-eng,l2,C,347.77877244001473,250.1747812466274,361.0768265611276,418.5859747789504,395.7763917400223,289.35154786499686,242.5015600901839
s0-eng,s2-eng,l2,C,348.907493589712,111.85531370840856,105.81734505181342,146.90283295663338,128.88160769180118,121.20997844157156,163.31873186950637
s0-eng,sla-eng,l2,C,352.1297741972463,183.34207258369415,106.33734810531837,120.7354142363214,135.73816895864923,108.2828760953354,108.26537173639925
s0-eng,ine-eng,l2,C,341.043220274891,100.91918817663309,200.39914077008447,412.34372827956963,337.25951018228744,401.22503260500895,231.4559932112804
s0-eng,mul-eng,l2,C,344.60958083671875,93.43660505654304,143.26359048278465,182.27258323591133,141.06184259889267,122.43007215861326,125.36844748549967
s1-eng,s2-eng,l2,C,352.55043467796725,240.6628450677492,269.8184989013421,299.5318172817322,298.8559889322276,230.3727127692378,95.29276841070794
s1-eng,sla-eng,l2,C,356.4474849812903,288.5950328617239,329.6860220602336,326.9402529953899,397.74508047496505,341.1572907817062,293.749149450207
s1-eng,ine-eng,l2,C,345.39774985776177,277.8279718876745,331.85403333469776,241.0520970886989,232.74137047516572,141.43051170124602,78.08419257411406
s1-eng,mul-eng,l2,C,344.3260216837314,322.8610569129001,349.6549235542561,305.47454611351225,289.8616152563948,263.1523754205124,199.3067838852125
s2-eng,sla-eng,l2,C,350.8684126982636,184.00714287724915,126.12423994995488,124.7549025636391,164.48930627100196,158.87341480196653,169.5856498238637
s2-eng,ine-eng,l2,C,339.24380226220677,141.92906340485678,189.1242391201755,300.2041113483066,283.2923796629034,312.3800972936243,96.01311438248722
s2-eng,mul-eng,l2,C,347.1495448942077,107.13616931119685,147.3441823237263,143.25855927368605,136.10944020852293,157.49879784578835,120.17468599292897
sla-eng,ine-eng,l2,C,349.63890036907026,118.20098700107779,168.60874388175299,336.40646117332284,318.63638479981785,462.02384520706255,276.0635173635734
sla-eng,mul-eng,l2,C,352.18459041161634,94.26608720521567,76.96711347948295,73.20301427671153,92.76222573384747,97.47039176474465,104.38548924134035
ine-eng,mul-eng,l2,C,332.2486515955114,101.14472521049979,172.4096781076697,374.76782293827466,320.48465593821317,352.2426712219471,197.13726014579547
s0-eng,s1-eng,norm_ratio,S,,297.25417369952015,231.94742065782918,348.2417542910987,370.5647606456792,391.1096416368262,457.45036020242725
s0-eng,s2-eng,norm_ratio,S,,254.34260008364097,281.1804796210755,279.2849048834073,223.29698774988444,194.4637416789059,207.56107910802493
s0-eng,sla-eng,norm_ratio,S,,285.086892030027,230.10981095497638,252.9616461035689,216.74619166876317,158.9571765756498,190.36660547483035
s0-eng,ine-eng,norm_ratio,S,,349.9886454967814,224.0083341834695,408.55818710099715,508.18198343328993,644.5616623205631,430.1180182542225
s0-eng,mul-eng,norm_ratio,S,,279.1806932744874,220.34608372656197,278.89080010164287,299.8534044279779,283.88323813380555,197.05311072955465
s1-eng,s2-eng,norm_ratio,S,,313.0323311535109,403.0365686128236,386.5477970390351,398.47325190136416,411.3536487471309,376.87019188799235
s1-eng,sla-eng,norm_ratio,S,,212.3954780719952,319.6087172522467,392.2579393217511,411.0583625322758,378.4122558494564,408.73679378805406
s1-eng,ine-eng,norm_ratio,S,,195.4905706387544,133.74240091899114,109.77503700920641,179.02543878351375,305.69098538028555,202.40894058227735
s1-eng,mul-eng,norm_ratio,S,,197.99072777415313,372.56688154701806,372.7603651853652,307.6042740433439,365.8312713769844,421.1414727129961
s2-eng,sla-eng,norm_ratio,S,,132.46069914390054,224.1510931641,163.955480539314,166.3811348143849,165.86197877751172,202.89950268394392
s2-eng,ine-eng,norm_ratio,S,,290.58025198923326,379.12619197303866,474.42856327745847,454.75615699554396,495.57765028465997,341.66440177700474
s2-eng,mul-eng,norm_ratio,S,,186.0012524735589,175.62851510637483,164.74570174913083,170.94056112655707,177.43013284843477,200.90689900664685
sla-eng,ine-eng,norm_ratio,S,,194.60442495798193,346.4996196261359,493.7353057953013,532.903130418879,599.0468635007035,380.71800518439215
sla-eng,mul-eng,norm_ratio,S,,145.529116415498,274.9034363561133,195.10969509498992,197.03265694796713,163.25343402927336,229.28809992890618
ine-eng,mul-eng,norm_ratio,S,,92.32523182302023,432.6777206210434,508.3532527115418,446.73370350853725,443.1387653485155,407.05212266376157
s0-eng,s1-eng,norm_ratio,T,,112.13968766082243,154.15130006991834,252.89939029730175,303.16027545783453,291.21144258364575,355.3074339696788
s0-eng,s2-eng,norm_ratio,T,,76.31846532623582,67.79778832473744,129.50971061671171,127.51555515940987,123.8547444052713,169.19723574027793
s0-eng,sla-eng,norm_ratio,T,,107.08296370760692,118.42590851231277,125.89170932759296,130.8228161900971,120.5214702257915,104.62706769270036
s0-eng,ine-eng,norm_ratio,T,,51.85823476557541,129.69724040693094,270.5950483918103,342.927179175371,390.39996073392365,364.79821214279696
s0-eng,mul-eng,norm_ratio,T,,80.19378462383503,207.50536814898675,190.98130240804667,203.6171085028234,157.02792129529254,139.8221237945391
s1-eng,s2-eng,norm_ratio,T,,179.93359775262383,180.0051807567484,236.19447904537608,243.9909448392951,205.17545981382187,185.479280367145
s1-eng,sla-eng,norm_ratio,T,,207.78660476487366,263.8922600553758,292.9339336745769,300.5562217961009,344.49528210122435,359.78494226282993
s1-eng,ine-eng,norm_ratio,T,,59.999417075675844,86.70366432386925,128.23998597718327,132.6981631592222,125.14634056298416,178.59289072336324
s1-eng,mul-eng,norm_ratio,T,,256.84651116788035,285.4940267085779,290.0793133107148,276.1937784436178,252.87950384845755,320.3210978968746
s2-eng,sla-eng,norm_ratio,T,,94.863260967552,106.19677612240953,106.31678648704126,118.18097458271707,149.80256043448097,160.6557646585078
s2-eng,ine-eng,norm_ratio,T,,98.54790635253651,170.23831589865398,245.72394797578676,270.28778617565183,274.27877249753766,222.19581972185563
s2-eng,mul-eng,norm_ratio,T,,63.60753833979364,117.74567995201275,136.5819209923057,141.65572838169874,131.29425109936338,141.25578480188068
sla-eng,ine-eng,norm_ratio,T,,161.72114474040094,255.89696511709744,343.65319643441865,373.2467354545849,493.1199877036837,348.7475127156388
sla-eng,mul-eng,norm_ratio,T,,78.41629217616627,169.84838959230635,116.39390660864818,111.56993400985218,106.77111249337496,105.61060910640147
ine-eng,mul-eng,norm_ratio,T,,129.9035343504647,358.25226704620104,381.84752824101787,366.50837947420496,379.8847916900487,306.7096292606132
s0-eng,s1-eng,norm_ratio,C,,147.4661804805842,141.69967669867353,290.40943746280436,308.6916736951784,300.90997867281465,309.1989690840761
s0-eng,s2-eng,norm_ratio,C,,68.37579613626775,65.01685582037462,115.17895444779991,119.86606047482957,131.09000156514855,180.06550060803986
s0-eng,sla-eng,norm_ratio,C,,50.44833328194432,90.50935404064064,116.89125423238818,101.36200857541655,94.30780089677073,80.20170269473438
s0-eng,ine-eng,norm_ratio,C,,53.00865272764899,157.86684296159393,286.4736191911042,364.8430068156433,387.9118556853267,216.12175469817538
s0-eng,mul-eng,norm_ratio,C,,44.52000197475843,172.508317089829,188.77783486573568,160.35226866787082,133.08849108430528,103.71384174670656
s1-eng,s2-eng,norm_ratio,C,,175.62353755953845,148.37801121209068,217.92555129309466,216.6345888771775,191.22432669413962,134.7017301591628
s1-eng,sla-eng,norm_ratio,C,,178.9906574756601,223.58730479699048,261.365311255431,271.54118913507347,343.98394127205233,318.37377187503336
s1-eng,ine-eng,norm_ratio,C,,88.2729419416096,106.13271059925492,145.04310425881067,143.60593664677896,129.81316853307555,147.51003572737065
s1-eng,mul-eng,norm_ratio,C,,223.26687703191774,288.96046986392565,299.04412805898727,271.5434336242642,248.14458696158647,269.53287919906705
s2-eng,sla-eng,norm_ratio,C,,60.066534732464106,77.03779481427533,101.07475445366421,113.52947061314838,150.9125045814277,168.19728771986323
s2-eng,ine-eng,norm_ratio,C,,77.76072259569811,157.09626449408984,232.92981204098672,258.63504490033733,256.84460649303327,120.8951913107916
s2-eng,mul-eng,norm_ratio,C,,73.32039462557789,125.56219564127314,132.3514515329257,148.27545921463064,132.823613763944,147.1327050864214
sla-eng,ine-eng,norm_ratio,C,,69.89733941608546,241.25372411781703,290.68578453620114,343.79672784853705,435.3915536876586,203.09434242440125
sla-eng,mul-eng,norm_ratio,C,,55.08323589147461,102.65277720251717,86.57481794475524,89.33073538731134,93.07785771312314,90.15875107409606
ine-eng,mul-eng,norm_ratio,C,,64.23943063425105,360.66115367516375,366.65443642448344,355.49249451366387,332.21503444998285,191.4695568437491
s0-eng,s1-eng,spim,S,,107.73175432850812,136.97857793469962,123.07816345280075,103.33512008592588,132.2088429083467,230.20147178964694
s0-eng,s2-eng,spim,S,,100.3563621643825,105.34127525220302,141.7112133474112,164.3906935715744,147.54647201055053,392.7720530398326
s0-eng,sla-eng,spim,S,,84.65337282204983,98.06195918766088,226.50265356504002,245.8571810924315,232.40872384657013,271.94861662079416
s0-eng,ine-eng,spim,S,,68.31615789223899,167.12336071206946,138.9607058825346,147.87475926055404,186.85492622480646,182.04532914194834
s0-eng,mul-eng,spim,S,,123.23264623375194,213.36891397522007,302.45066633418384,342.0167986615213,222.4468683219034,372.5609975163532
s1-eng,s2-eng,spim,S,,175.96608110391674,193.68693931539798,194.59028712629134,208.49178410033647,197.38099207322796,338.8800738037564
s1-eng,sla-eng,spim,S,,86.51522566825007,188.46687158193728,293.2793571839218,266.5580636571081,282.09218318998836,304.9599130687153
s1-eng,ine-eng,spim,S,,108.14974672871162,106.67405741989988,140.99252303554326,150.72293084796547,171.11642514382638,278.31008595131493
s1-eng,mul-eng,spim,S,,249.54912509421615,278.78027816834697,282.59162867085877,322.2983470233955,276.6865523558714,329.18154296305477
s2-eng,sla-eng,spim,S,,118.12829023907,87.4856740099606,147.7524628414947,144.4333528581297,157.89826274444897,329.94881698397523
s2-eng,ine-eng,spim,S,,184.39435642373542,244.17359932325087,235.79675820172776,288.6129000984658,266.6657378778139,443.082529927481
s2-eng,mul-eng,spim,S,,90.58890320186987,105.00470739868763,135.15983029504864,143.81652001159574,139.37007614443255,260.86582945085746
sla-eng,ine-eng,spim,S,,103.11368264217342,238.06091353245463,286.6095899318218,297.98361298079317,338.6344217796636,232.09074164847
sla-eng,mul-eng,spim,S,,178.04456050521432,143.70552753074534,169.74538661717236,182.1302807618193,145.88941765940493,290.16956566109957
ine-eng,mul-eng,spim,S,,154.1920300284638,307.2252703736449,333.7637100545087,357.3370287265724,340.2905129322295,368.8692392328511
s0-eng,s1-eng,spim,T,,81.21326710747718,171.482017184336,244.490103422304,242.8061748506422,232.91544613203743,238.40640964924125
s0-eng,s2-eng,spim,T,,63.131188023800064,88.32250179306637,180.12175666318464,177.65275429488895,165.92420050289073,194.66116893947108
s0-eng,sla-eng,spim,T,,67.58066414588296,164.33877238091029,170.67330594842556,197.79598972719268,151.87907658390793,122.06463596480405
s0-eng,ine-eng,spim,T,,95.63381580332097,180.33614006402402,236.85190236049857,306.4438065459762,359.40912853248335,445.74883814876085
s0-eng,mul-eng,spim,T,,68.1142781221482,214.89119699116267,251.2736783440655,242.4148527738095,166.70918939997733,211.74476553637837
s1-eng,s2-eng,spim,T,,120.74287919842877,193.37553606826793,194.19905097816152,197.94263660186613,169.81499615071522,221.90607486541114
s1-eng,sla-eng,spim,T,,144.14886773753207,298.07854284493214,266.12316794194527,250.7566460482464,301.14382959742323,263.51316779461183
s1-eng,ine-eng,spim,T,,45.69979049723394,119.21702786561539,146.08938278360566,141.58500090650077,132.2918929651239,280.8947220824003
s1-eng,mul-eng,spim,T,,163.3097307057587,233.59911374337875,243.97682436261238,250.68332657596508,213.5850186168485,290.932529195919
s2-eng,sla-eng,spim,T,,69.20512478428631,138.16303105398003,131.94789799777666,134.39280755369774,160.0775278103377,181.88110940049137
s2-eng,ine-eng,spim,T,,153.13642232773873,197.95611286691266,220.6651261428966,241.42202652560624,232.08831961669054,314.97380339537733
s2-eng,mul-eng,spim,T,,53.17555341558124,107.10395394727372,140.55426947651344,134.08644063299818,125.17361106222098,217.26562072283585
sla-eng,ine-eng,spim,T,,159.452862092414,286.55756011939684,313.8174875830595,349.60238407241286,404.53958539001206,360.1013776618845
sla-eng,mul-eng,spim,T,,53.618091208023905,167.96570820678286,126.5803917787698,107.81920400353589,127.76592297647602,194.42441569859815
ine-eng,mul-eng,spim,T,,171.75048804971362,301.91732743281585,340.62384398020725,341.330158822513,306.4665243960542,379.47136524804534
s0-eng,s1-eng,spim,C,,97.95384908245813,154.05236988790801,246.91860133937246,243.20052601814535,272.92632157934963,224.60787613945584
s0-eng,s2-eng,spim,C,,54.74697676895849,94.58629886689687,202.30096461371878,178.67951435680348,165.4979452189994,244.14043145045252
s0-eng,sla-eng,spim,C,,73.6245121518127,142.43822412158872,152.57402688940496,136.2490267461823,125.78737003316866,96.49215019502165
s0-eng,ine-eng,spim,C,,130.64327714400739,174.55903149499744,310.8320476929444,357.02250441124215,384.95120008335556,456.87909359970524
s0-eng,mul-eng,spim,C,,63.03596767425089,209.2126500709621,189.3104880655578,156.17059537236716,150.94673981802964,199.26975021732815
s1-eng,s2-eng,spim,C,,103.17003467449243,151.62101647925283,215.49586388663906,225.7031598995596,171.41705668650718,180.93431489972158
s1-eng,sla-eng,spim,C,,160.53119107466566,218.32262798089167,242.15238312769822,252.41467319452042,329.97230134315754,274.82782765326294
s1-eng,ine-eng,spim,C,,53.75894987325215,125.95685145600996,160.75542472309192,163.79690493790528,129.27133002387805,213.38266507316945
s1-eng,mul-eng,spim,C,,139.56994003492977,222.13625972765223,257.8307539422856,284.35170190961577,205.96443963169406,237.50834253009396
s2-eng,sla-eng,spim,C,,62.975506338070026,116.39271667925674,126.1295589839274,144.53299582435235,199.9942076521567,248.70084220234168
s2-eng,ine-eng,spim,C,,122.19635273115632,181.81947622702978,225.322895175986,247.74220839363755,211.32022183482258,246.1188471131468
s2-eng,mul-eng,spim,C,,39.56591345656488,117.99689805487925,138.8985212079559,134.160615615109,118.57398904334585,229.15366556539587
sla-eng,ine-eng,spim,C,,180.29310190212433,256.7267499127819,306.2169888526615,350.27878207417814,440.82805771859285,425.0588284098748
sla-eng,mul-eng,spim,C,,52.68445990924949,125.30101289478287,101.52400402557514,93.06737891048711,139.49838294778115,213.7310044294534
ine-eng,mul-eng,spim,C,,177.36274154961689,289.7614506250698,342.22905824803007,345.8180757349475,292.8663635336869,338.58642573027305
