,layer_idx,func,STC_L1norm s0 mean,STC_L1norm s0 stdv,S s0 mean,S s0 stdv,T s0 mean,T s0 stdv,C s0 mean,C s0 stdv,STC_L1norm s1 mean,STC_L1norm s1 stdv,S s1 mean,S s1 stdv,T s1 mean,T s1 stdv,C s1 mean,C s1 stdv,STC_L1norm s2 mean,STC_L1norm s2 stdv,S s2 mean,S s2 stdv,T s2 mean,T s2 stdv,C s2 mean,C s2 stdv,STC_L1norm sla mean,STC_L1norm sla stdv,S sla mean,S sla stdv,T sla mean,T sla stdv,C sla mean,C sla stdv,STC_L1norm ine mean,STC_L1norm ine stdv,S ine mean,S ine stdv,T ine mean,T ine stdv,C ine mean,C ine stdv,STC_L1norm mul mean,STC_L1norm mul stdv,S mul mean,S mul stdv,T mul mean,T mul stdv,C mul mean,C mul stdv,STC_L1norm rus_allseeds mean,STC_L1norm rus_allseeds stdv,S rus_allseeds mean,S rus_allseeds stdv,T rus_allseeds mean,T rus_allseeds stdv,C rus_allseeds mean,C rus_allseeds stdv
0,1,cosine,0.20709634749634748,0.016342519712596204,0.02042880602880603,0.020206552100238202,-0.05339095139095139,0.022645871099561857,0.49916050916050925,0.018929766595697478,0.4057248157248157,0.019966026735001852,0.02142198102198102,0.027102506648534936,0.45822849582849584,0.020320726686579076,0.35481535041535045,0.022639042973918624,0.20290310290310293,0.012602388164990005,0.15506333666333666,0.025284840022072208,-0.0031700491700491695,0.014913296803363254,0.4030124806124806,0.020164888195164456,0.4269359373359373,0.03058065536656989,0.01806773886773887,0.03573943559976284,0.14206087486087488,0.02894992566663715,0.7188112668112667,0.020763665629670434,0.44352295872295866,0.019213448910273528,0.20516698556698554,0.029206010974844043,0.4488846228846229,0.023898794997163877,0.27514869994869995,0.020075014297834044,0.5235176091176091,0.02815912633087084,0.5362318894318895,0.022178485586324417,0.15905472065472065,0.029051525530739572,0.6126225858225858,0.02473252749505403,0.22260785210785217,0.19092396692437968,0.22260785210785217,0.19092396692437968,0.22260785210785217,0.19092396692437968,0.22260785210785217,0.19092396692437968
1,2,cosine,0.22649819609819613,0.015257408416745482,0.048352473952473954,0.02362303918821227,0.05732421332421332,0.02099078943076799,0.4343468135468136,0.014863488304355563,0.41794482874482874,0.030716894455014826,0.07419704139704139,0.02607150602238212,0.4966762498762499,0.02225674910432338,0.3469321789321789,0.034875088823693855,0.249181561981562,0.016214822208661,0.21115385995385996,0.021437897625875724,0.09755937395937396,0.010643024269451776,0.373434995034995,0.01878794914504791,0.6298387390387391,0.021117897979373933,0.48068600348600354,0.03336125823299241,0.4371175827175827,0.026666867379957816,0.7312380892380891,0.01543044801447339,0.6287332871332871,0.014523679980486733,0.2587343011343011,0.01604215172727973,0.6937989313989312,0.02001521524777137,0.4434956190956191,0.020742229293818044,0.33093571293571294,0.03536197607794301,0.34619032019032014,0.033013941905086684,0.15664763584763586,0.033563365086748134,0.39048299448299445,0.03597259450652011,0.2528001489001489,0.1552843143309553,0.2528001489001489,0.1552843143309553,0.2528001489001489,0.1552843143309553,0.2528001489001489,0.1552843143309553
2,3,cosine,0.361623046023046,0.019154484986115623,0.030242525042525042,0.027476016589539805,0.21099884139884137,0.019076789263469646,0.43224594504594505,0.02998451698762349,0.37129608649608653,0.02988576824081281,0.11535886455886454,0.029524399229743297,0.25378317058317057,0.02655463761887831,0.3948301236301236,0.026514663616935826,0.26895586095586094,0.02015424446060525,0.22046957006957008,0.018967226601977097,0.15624190824190823,0.01952888021100788,0.3303089271089271,0.02463498777132337,0.6932936888936889,0.019797091973212604,0.6739460443460443,0.01996133470147649,0.5368773172773172,0.03136106953238474,0.7007579627579628,0.014782733334256405,0.4872624888624889,0.015772088540110175,0.2732800820800821,0.016051187796297692,0.47120534000534003,0.014331362058506433,0.3866903510903511,0.019613874466696057,0.3323448743448743,0.03524984855075339,0.29778915858915855,0.03300176541624389,0.21315033195033198,0.03480775168872828,0.3758886686886687,0.03535923526634863,0.2621962390962391,0.11972872892691137,0.2621962390962391,0.11972872892691137,0.2621962390962391,0.11972872892691137,0.2621962390962391,0.11972872892691137
3,4,cosine,0.41314910674910676,0.021556885709971284,0.004535163335163335,0.023973380395036468,0.368400852000852,0.02720677472132841,0.4632739860739862,0.029659825409773764,0.5436687720687721,0.02517422619417964,0.12252013812013811,0.026288214449811317,0.4976008496008496,0.015873340098720982,0.4005058689058689,0.031815549039533715,0.3311301107301107,0.020591669755127093,0.24834740394740393,0.022696636318633095,0.27745544065544064,0.025060723846340314,0.40028339108339106,0.021472649557066584,0.6417598137598137,0.028257998899471656,0.5810111846111845,0.02543132643796535,0.6159071283071285,0.029752929752312706,0.36888374808374813,0.03233508372232933,0.45326393366393364,0.01254932063543541,0.3133282309282309,0.021914783208012607,0.311837767037767,0.024570433891603745,0.4919454719454719,0.011006815042081213,0.3841549585549585,0.03389095695869476,0.3105463341463342,0.031126423148069616,0.25903904503904507,0.036980302107279116,0.48358742638742636,0.031966291586705844,0.3392392569392571,0.1516671402722945,0.3392392569392571,0.1516671402722945,0.3392392569392571,0.1516671402722945,0.3392392569392571,0.1516671402722945
4,5,cosine,0.5852882024882026,0.019728223607063416,0.00394064674064674,0.03101517964661352,0.5893198669198669,0.02072255617474738,0.5962661926661926,0.02371173204908137,0.6181130101130102,0.017823903318642358,0.030338009138009138,0.043762340839045746,0.542601869001869,0.029433108598653085,0.6338766050766051,0.02570832130119931,0.21434463554463554,0.020549877471617392,0.1218182406182406,0.017297845919794934,0.14266692346692347,0.01908808880313266,0.27652806412806413,0.026732330122454098,0.5710835266835266,0.02690735978202075,0.458159400959401,0.028342902557759144,0.7230567414567415,0.022293434958334003,0.10638170718170718,0.029148355301013985,0.46710058230058227,0.02037612277350522,0.25021900501900507,0.02503182675589764,0.29212257532257535,0.034694273168299566,0.5530974370974372,0.016730353253718723,0.332396465996466,0.038570638787785654,0.27392180672180666,0.031610102377973154,0.22342652062652063,0.03944238945465863,0.39746325986325987,0.04121519210479921,0.3629251888251888,0.24404696357274638,0.3629251888251888,0.24404696357274638,0.3629251888251888,0.24404696357274638,0.3629251888251888,0.24404696357274638
5,6,cosine,0.36440318600318605,0.020566831781675805,0.31982402942402943,0.017378562755155626,0.17315276195276194,0.02688830514616804,0.2510756474756474,0.02782613999565044,0.2999339195339195,0.03497948026688941,0.16135010455010454,0.0400989714913478,0.19992258192258194,0.03300127799261649,0.27451016611016615,0.04143128528610038,0.3967518091518092,0.037976938976701485,0.09699233859233859,0.025435625470903774,0.3633479745479745,0.03801069742068806,0.2577931077931078,0.041000582536251946,0.3899651051651052,0.024757067566789543,0.2782870822870823,0.03727480020394571,0.38954958194958195,0.023400817082831236,0.08074448194448194,0.025896198399145903,0.6423983163983163,0.020196185683237725,0.34827466347466346,0.02390659718749327,0.6453846105846105,0.017200060580312346,0.41914102714102713,0.03632308337710989,0.4252278136278136,0.03734418673957044,0.33719691599691604,0.03130315356734974,0.26031877911877904,0.0327946489167443,0.342980670980671,0.0370009513682257,0.2632548022548022,0.0938645250493447,0.2632548022548022,0.0938645250493447,0.2632548022548022,0.0938645250493447,0.2632548022548022,0.0938645250493447
6,1,l2,0.4492149232149232,0.030481082561395156,0.6864854736854737,0.019211589655187402,0.1617361173361173,0.03871858149573551,0.038821465621465615,0.03938400796740085,0.5858818154818154,0.023507173782387883,0.6911591027591026,0.018353661666114292,0.32746829866829863,0.026309049379643675,0.25065922065922064,0.028020891019393403,0.2569010017010017,0.03520341336434023,0.5391321267321267,0.02214861735835041,0.02873576993576994,0.043967516943293365,-0.11485665205665205,0.0402033294663503,0.5133676833676833,0.026306976709767976,0.7884766392766394,0.020595855864037206,0.07692938052938053,0.017690329057638385,0.21575496455496457,0.030178418806222084,0.6402567654567654,0.02169319520615926,0.42868057948057947,0.022147247115014042,0.49035039555039556,0.02144217308670462,0.2890453198453199,0.024139725225005928,0.34517161997162005,0.025949245507512573,0.401544577944578,0.029485892092605593,0.2790585186585187,0.03565904752265767,0.1455160479160479,0.02221161267636656,0.3251115553115554,0.2600662637778358,0.3251115553115554,0.2600662637778358,0.3251115553115554,0.2600662637778358,0.3251115553115554,0.2600662637778358
7,2,l2,0.45303700383700385,0.026634130426633117,0.44336543216543217,0.038196982701162174,0.30204616644616644,0.026738846317269922,0.2269594201594202,0.03331639150483916,0.4171821295821296,0.020646813492315903,0.631746962946963,0.019573046341473714,0.10885653445653445,0.02173031946281143,0.13612142212142214,0.021570852250804653,0.35011601971601974,0.01875577637809751,0.11570868890868888,0.027027226490682232,0.31176857496857496,0.021170858153159416,0.3081349761349761,0.020462829079151906,0.22843408003408006,0.02998024937965261,0.47807810327810324,0.027595925991038807,0.015978470778470776,0.025574291628179754,-0.06162126522126522,0.021708301516210424,0.6166264618264619,0.020303975326793493,0.3295394491394491,0.032264996147394184,0.7064837516837518,0.014822538346730526,0.33182849702849704,0.03095110838947694,0.029674902874902875,0.04793290183170671,-0.012646335046335045,0.043316656252783865,0.057439577839577836,0.05107707472288214,-0.014825764025764026,0.04684348383388152,0.3170869442869443,0.1524558872187828,0.3170869442869443,0.1524558872187828,0.3170869442869443,0.1524558872187828,0.3170869442869443,0.1524558872187828
8,3,l2,0.24468144348144344,0.023694497837534276,0.4505288861288861,0.03611496285957417,-0.0065699357699357695,0.03367597452258343,0.029073157473157474,0.025664917471523663,0.2879436011436011,0.022869730384107712,0.21861148221148224,0.026878239265980264,0.09912690432690432,0.020998980252963442,0.284953160953161,0.025469220001518494,0.15175279015279014,0.03273601498139814,0.05286843366843367,0.03178901533667962,0.08132611532611532,0.040243824695476556,0.14363154323154323,0.03622940720928134,0.12220786060786057,0.02119040132504302,0.2800584448584449,0.02638275711003108,-0.028380907980907984,0.022762174584221674,-0.04397318357318357,0.027074038570646042,0.46866813306813304,0.02500231486175745,0.17614469254469253,0.029831453045565542,0.43447862167862167,0.025787695724758412,0.4140376836376837,0.03277864734032168,0.014606537006537006,0.04206254175684896,0.0018931854931854934,0.03795008897250192,0.0036963096963096966,0.04216959660419987,-0.021808070608070607,0.04406316762354439,0.1698272985272985,0.13039692471142614,0.1698272985272985,0.13039692471142614,0.1698272985272985,0.13039692471142614,0.1698272985272985,0.13039692471142614
9,4,l2,0.2347661887661888,0.028974473775511673,0.41424282864282863,0.03669080150662284,0.0557031269031269,0.03781456293829229,0.04208333288333288,0.024548908512770952,0.3519159987159987,0.024006327324422067,0.2771627687627688,0.027625080667936706,0.06940457140457139,0.020625497170647246,0.3474918690918691,0.029406641643703046,0.07710943230943232,0.03685025863297737,-0.05093518373518374,0.031155898704423018,0.05344407904407904,0.042407003122227144,0.10002731802731804,0.04069764305088534,0.40314305634305636,0.01693288900515786,0.6145019161019161,0.018492405199393398,0.18861392181392184,0.02674324865293811,0.15875131835131837,0.027218909908665743,0.5058994458994459,0.020552397807151766,0.31832277152277155,0.026802982681604998,0.32709842589842586,0.03458536860754324,0.4768739572739572,0.026578695723108534,0.02994027834027834,0.04200797874895647,0.02072203472203472,0.03350184804329269,0.009213832413832414,0.040424174450501726,-0.0016576504576504593,0.0457932359631865,0.16436802756802757,0.1496173553198955,0.16436802756802757,0.1496173553198955,0.16436802756802757,0.1496173553198955,0.16436802756802757,0.1496173553198955
10,5,l2,0.19590079110079112,0.02767181993197118,0.11624100224100224,0.028557198545725776,0.13754763434763434,0.03823376876257641,0.20156201636201637,0.033456198328822906,0.5993787353787354,0.012840663059713474,0.15642285762285763,0.019347291381290137,0.4991811467811468,0.020129074397198618,0.7065538065538066,0.010055354880151676,0.1837660117660118,0.03266169421599533,-0.021863557463557462,0.036275420928407666,0.1624801852801853,0.03783302086016328,0.26480621000620996,0.029392462458427963,0.0747083907083907,0.033384372236691356,0.06011446931446932,0.026033718412136315,0.05305611505611506,0.03933582991732422,0.03562002322002322,0.039661579689907606,0.495120865920866,0.017718494382501785,0.23813978453978452,0.02777998567698865,0.4972041472041472,0.018009802028483658,0.5696046704046706,0.020840284410406702,0.013056113856113855,0.03535592285192496,-0.06294829734829735,0.0339293756614078,-0.004085768885768887,0.034107398787467144,0.02013434733434733,0.036707207560819556,0.2668314033314033,0.2108083942122087,0.2668314033314033,0.2108083942122087,0.2668314033314033,0.2108083942122087,0.2668314033314033,0.2108083942122087
