,layer_idx,func,STC_L1norm s0 mean,STC_L1norm s0 stdv,S s0 mean,S s0 stdv,T s0 mean,T s0 stdv,C s0 mean,C s0 stdv,STC_L1norm s1 mean,STC_L1norm s1 stdv,S s1 mean,S s1 stdv,T s1 mean,T s1 stdv,C s1 mean,C s1 stdv,STC_L1norm s2 mean,STC_L1norm s2 stdv,S s2 mean,S s2 stdv,T s2 mean,T s2 stdv,C s2 mean,C s2 stdv,STC_L1norm sla mean,STC_L1norm sla stdv,S sla mean,S sla stdv,T sla mean,T sla stdv,C sla mean,C sla stdv,STC_L1norm ine mean,STC_L1norm ine stdv,S ine mean,S ine stdv,T ine mean,T ine stdv,C ine mean,C ine stdv,STC_L1norm mul mean,STC_L1norm mul stdv,S mul mean,S mul stdv,T mul mean,T mul stdv,C mul mean,C mul stdv,STC_L1norm rus_allseeds mean,STC_L1norm rus_allseeds stdv,S rus_allseeds mean,S rus_allseeds stdv,T rus_allseeds mean,T rus_allseeds stdv,C rus_allseeds mean,C rus_allseeds stdv
0,1,cosine,0.20543617463617464,0.03815228374005378,0.012721168321168323,0.031722845133906157,-0.044218660618660616,0.03831396761503515,0.49891729651729644,0.019010227446379462,0.40451135411135414,0.03410632044933835,-0.003493623493623494,0.0242804486794539,0.4769808617808618,0.025515769751881984,0.35334366054366056,0.03045278856152726,0.20583148623148623,0.024531600600527316,0.16510441750441754,0.020468991473982654,-0.008831405231405232,0.02291758221869737,0.40416271056271064,0.02496604550633589,0.42122454602454606,0.017387752554829102,0.009462332262332262,0.026203582221344054,0.14063865623865623,0.03478488827103746,0.7191262707262707,0.007662251032084799,0.44537992292099754,0.01644375395310588,0.20401762448920727,0.025922018311107336,0.44486717738946774,0.02515153408240181,0.28203323533065405,0.02563389374919171,0.5208738768738769,0.02710233320700379,0.521495187095187,0.019527634960987826,0.16484069204069204,0.025356891309965688,0.6072221256221256,0.019501699082977244,0.27192633832633833,0.10045900055997543,0.1650184962184963,0.14079609141082294,0.14131026531026533,0.2435499383047936,0.4188078892078893,0.0660157287629
1,2,cosine,0.2200005256005256,0.03202595246709005,0.03926991446991447,0.034332870607542566,0.05825593385593385,0.03495218016289891,0.4311092475092475,0.01642154211481293,0.4182211446211446,0.03396208920121126,0.04372746052746053,0.02265538099948331,0.5225754077754078,0.0311393006224085,0.35240033840033835,0.03173242990969083,0.2520489156489157,0.021670364186128943,0.2210702474702475,0.021485451044669857,0.10333973893973894,0.022870003575678026,0.3795442503442503,0.01865496330602112,0.6312611256611256,0.010542964004559568,0.4734004926004925,0.01330026225245403,0.4399535071535071,0.01834418094693974,0.7367416907416906,0.01123731669212429,0.6366837332766982,0.01379898942118345,0.28009636678208183,0.021832567434717134,0.682276160673238,0.020691112309677327,0.45392574466235625,0.02063667759305957,0.3282183234183234,0.029543434411036903,0.3386647574647575,0.03073245962750947,0.15991569271569273,0.0295560239451912,0.3796672564672564,0.028734387950974744,0.29675686195686196,0.09289914522737926,0.1990563680563681,0.13387671556040562,0.2280570268570268,0.2146133676726782,0.3876846120846122,0.04008226045345128
2,3,cosine,0.35849683169683166,0.01854974423480466,0.02684830604830605,0.035819657160991614,0.20882922122922123,0.029080189600983464,0.4419422595422596,0.026947769571276026,0.36310881070881074,0.029388979158883933,0.09015494535494536,0.026064541248517918,0.25495849735849735,0.023977573644522555,0.40786417066417063,0.03391346573242099,0.2690659514659514,0.018584766831154936,0.22532828972828972,0.020462129284573992,0.15574376374376372,0.021270752023834105,0.335822251022251,0.019534257562965375,0.7018849294849295,0.014296765840963328,0.6744852804852806,0.013604952711868557,0.55533389013389,0.013014080132101579,0.711420091020091,0.01575923274386649,0.5007685049190582,0.012868723923252874,0.29633359562168565,0.016080403376159846,0.47234798908288955,0.0194409701256852,0.4003638182812156,0.018794473687576314,0.3312820092820093,0.028615910765768325,0.2930255354255354,0.028078667307919317,0.21863798303798304,0.026176834724980415,0.3652858000858,0.029336609456657222,0.3302238646238647,0.04919682316194915,0.22216718916718917,0.1300439118737054,0.20651049411049413,0.047762234927883396,0.3952095604095603,0.052203316846781145
3,4,cosine,0.41544160344160347,0.01503975968580896,-0.0016225504225504204,0.03474917074302761,0.3659681183681184,0.016134967903198807,0.47341984141984145,0.03524062226366988,0.5389577173577174,0.03004927107750434,0.09609597009597008,0.02924954962233344,0.5062023214023214,0.021842717548444128,0.4121056193056193,0.029648918892603786,0.3333694233694233,0.013002858785860279,0.2526882954882955,0.014819039453258211,0.27523514923514925,0.02049963421560711,0.40898051618051623,0.015696997560815544,0.6505594189594188,0.016159491520181243,0.5881933897933898,0.018338760874795603,0.6332612552612553,0.0177185276890725,0.37850754290754296,0.02097755284731793,0.4707789953206838,0.013065239374481244,0.33264153153495035,0.018245231496157338,0.32597907146629135,0.027446458959614832,0.5082699194229944,0.016261994660713347,0.3806105066105066,0.029434328852413864,0.30423487983487985,0.028677567568901496,0.25797454197454195,0.027784250922808385,0.4781040857040857,0.028654779823674953,0.429256248056248,0.08825500783197383,0.2724884098884099,0.18640849356760053,0.38246852966852973,0.09847671091907806,0.43150199230199227,0.040561414780471504
4,5,cosine,0.5849952281952282,0.017441210250404654,-0.014634744234744234,0.029483131041894258,0.5975301647301647,0.018733148534617754,0.6062042954042954,0.02451759806423662,0.6117863445863445,0.021271862808272347,0.01327925767925768,0.020842075897984796,0.5456939756939757,0.018077363086632776,0.6391841431841432,0.016773971708998324,0.21562649962649966,0.01739606680706584,0.1294165546165546,0.018113666472753455,0.14345087945087948,0.026092518847646406,0.2865928341928342,0.02110662411462485,0.5677512301512301,0.012918591644235172,0.4568867384867385,0.01477214564282701,0.7265993741993743,0.014206034759674462,0.1053942693942694,0.030940160230561075,0.4915349732816067,0.015379354970691829,0.26273226721530746,0.02011130912847884,0.3175909436748509,0.026470961258919123,0.5691190096900074,0.013762682673742772,0.33459823779823783,0.025546705293247506,0.2691015867015867,0.022868217102680513,0.2267619803619804,0.030413803639931992,0.40420985380985375,0.028703522462077673,0.47080269080269077,0.18475015259752278,0.2567448567448567,0.25612838506777064,0.42889167329167327,0.2074316279001534,0.5106604242604242,0.162998237825002
5,6,cosine,0.3487124671124671,0.03528859033513325,0.28801851361851366,0.029678819952016895,0.16507454347454348,0.030187926886595134,0.25981168981168984,0.038871916802580155,0.2846827994827995,0.04293535548042455,0.1423827427827428,0.027535201202754808,0.19065903225903227,0.04105619519024444,0.25265126345126343,0.050265546662300875,0.3710417798417798,0.027409355356778343,0.07132627132627133,0.028450632824803576,0.35740028260028256,0.032796624979048554,0.24504455424455424,0.03799123697349662,0.3884800040800041,0.024394817012375076,0.28167000567000566,0.022025181506393716,0.38045869805869803,0.027816197509032095,0.07365612405612405,0.025136754975529026,0.6479337619223136,0.01571995625890649,0.3544318715405158,0.02532533758672809,0.648082913065786,0.025721702402104037,0.42120640572507656,0.02122920068503363,0.446004434004434,0.0335019965021074,0.352040002040002,0.023806397630698885,0.26137594897594896,0.03776048959234649,0.36191955071955073,0.03826576648068933,0.33481234881234884,0.050769114235303614,0.251027429027429,0.11364725648801367,0.23771128611128614,0.09307163256646024,0.25250250250250256,0.04169658055403563
6,1,l2,0.46417318417318415,0.03137095841908194,0.6887546195546195,0.024954631870818526,0.1702036714036714,0.02963137106233106,0.06628101148101148,0.0293765399044198,0.5914369582369582,0.03047389579727212,0.6986789486789486,0.017812124627839623,0.31755833235833236,0.03327070405757962,0.2670124242124242,0.035764013114762884,0.2741591045591046,0.036295541017841736,0.5330889122889124,0.027433161814176717,0.05849932049932051,0.022248044518472242,-0.08222440382440384,0.030836620363276543,0.5212580032580032,0.020567869773359206,0.796209321009321,0.013899383275781003,0.07987927747927749,0.02362241455283329,0.20977009897009896,0.0222410851637147,0.659442579042579,0.021667693630296733,0.4361097341097341,0.01817228561043938,0.5047805611805611,0.026070605234257457,0.30625593025593023,0.03010066827618236,0.33269050469050465,0.024636622454090668,0.3761414933414933,0.03126458204445078,0.2808385068385068,0.02775104719346725,0.14239382719382718,0.022806250892679004,0.4432564156564157,0.13632621944598897,0.5417152879152878,0.14891379301294833,0.18208710808710807,0.11141650648428604,0.0836896772896773,0.14881303022075443
7,2,l2,0.4658229314229314,0.027395498560599,0.459538007938008,0.026049889975736224,0.3125061497061497,0.026272868682272323,0.23690796770796774,0.026646387475412637,0.4298129618129618,0.020714917614763198,0.6416735012735012,0.024908263948498682,0.11114247314247314,0.023810087159182727,0.13440256920256918,0.026194877901208564,0.3500316308316308,0.028207608966321737,0.12078485118485119,0.04246588949242273,0.30580948420948423,0.035668916265237896,0.30011686811686805,0.041447527180343745,0.24260663900663898,0.034170520155535025,0.47568291288291287,0.037055056312401066,0.02682661962661962,0.024947706645029114,-0.037481781881781875,0.02463778458242374,0.6285035217035218,0.01945175532258593,0.34022557502557504,0.02089038490509863,0.7157150297150298,0.016657749814317075,0.32486553806553803,0.02899586204343849,0.03247030087030087,0.03524694179893302,-0.00932832692832693,0.03690441773885626,0.06471325431325432,0.03527299793217916,-0.010867328467328467,0.03296827962512484,0.4152225080225082,0.05508894369365538,0.41127731407731416,0.1602101857918737,0.2431527023527024,0.099028006329048,0.22380913500913502,0.07609130801835876
8,3,l2,0.2602857118857119,0.02958606577382655,0.4603613563613564,0.023388883522160307,0.018259695859695856,0.023396249059111383,0.03527014247014247,0.031430022664384126,0.29603820683820686,0.013387932989974751,0.2322836070836071,0.02236562682892749,0.09864741624741624,0.025325533008021855,0.28719767679767677,0.019998245723526698,0.1640176808176808,0.034830977775281165,0.07114802074802076,0.04202033410456133,0.09342176862176862,0.029163099591406248,0.14603598323598324,0.03327815017908095,0.1267131127131127,0.025478572488779643,0.2717376377376377,0.03175071031657219,-0.018948694548694547,0.02334537603692614,-0.029521678321678325,0.023721030968105246,0.49048442848442847,0.024700704483784943,0.18967011967011968,0.039659449788413535,0.4557165957165957,0.022500674404021904,0.4197646821646822,0.02906457935845636,0.010331673131673129,0.03608516008045119,-0.008087249687249689,0.034433986306832635,0.004949900549900549,0.034474494943819795,-0.02262020142020142,0.0359264794339976,0.24011386651386646,0.06260455202513326,0.247355763955764,0.12398932825385288,0.0701096269096269,0.045034870950136544,0.1561679341679342,0.10849029229278763
9,4,l2,0.25021898821898825,0.03356775454512029,0.4255049023049023,0.02770558662707165,0.07081973401973403,0.03091055548406511,0.04313943473943473,0.032391767097010186,0.34781064341064344,0.0136359904199449,0.2595133251133251,0.017807668043707432,0.07805261645261646,0.0277064918866184,0.34415554295554296,0.021113768711617045,0.08646099246099245,0.030407111053293318,-0.042185253785253785,0.03505518247372769,0.062817166017166,0.030239404486907533,0.10124625404625405,0.029640998267075093,0.40259826899826895,0.014406193478158724,0.6097760257760256,0.023046711782846698,0.1888045708045708,0.016860065670804277,0.16134002454002455,0.01785585689850618,0.5255696147696148,0.026736400410398573,0.33163614283614284,0.029804457180887388,0.34197060357060355,0.03579083811414204,0.48470636870636874,0.03067838926794721,0.024733998733998733,0.03590702881524022,0.008142588942588942,0.03209841864768094,0.00947723987723988,0.03555722958195895,-0.0022175890175890165,0.036563707585585,0.22816354136354133,0.11279379757041208,0.2212205996205997,0.16035076216162392,0.07056317216317216,0.029301868576479293,0.16284707724707723,0.1353585108799432
