,layer_idx,func,ISTFC_L1norm s0 mean,ISTFC_L1norm s0 stdv,I s0 mean,I s0 stdv,S s0 mean,S s0 stdv,T s0 mean,T s0 stdv,F s0 mean,F s0 stdv,C s0 mean,C s0 stdv,ISTFC_L1norm s1 mean,ISTFC_L1norm s1 stdv,I s1 mean,I s1 stdv,S s1 mean,S s1 stdv,T s1 mean,T s1 stdv,F s1 mean,F s1 stdv,C s1 mean,C s1 stdv,ISTFC_L1norm s2 mean,ISTFC_L1norm s2 stdv,I s2 mean,I s2 stdv,S s2 mean,S s2 stdv,T s2 mean,T s2 stdv,F s2 mean,F s2 stdv,C s2 mean,C s2 stdv,ISTFC_L1norm sla mean,ISTFC_L1norm sla stdv,I sla mean,I sla stdv,S sla mean,S sla stdv,T sla mean,T sla stdv,F sla mean,F sla stdv,C sla mean,C sla stdv,ISTFC_L1norm ine mean,ISTFC_L1norm ine stdv,I ine mean,I ine stdv,S ine mean,S ine stdv,T ine mean,T ine stdv,F ine mean,F ine stdv,C ine mean,C ine stdv,ISTFC_L1norm mul mean,ISTFC_L1norm mul stdv,I mul mean,I mul stdv,S mul mean,S mul stdv,T mul mean,T mul stdv,F mul mean,F mul stdv,C mul mean,C mul stdv,ISTFC_L1norm rus_allseeds mean,ISTFC_L1norm rus_allseeds stdv,I rus_allseeds mean,I rus_allseeds stdv,S rus_allseeds mean,S rus_allseeds stdv,T rus_allseeds mean,T rus_allseeds stdv,F rus_allseeds mean,F rus_allseeds stdv,C rus_allseeds mean,C rus_allseeds stdv
9,4,l2,0.7631642207642206,0.021352192977595236,0.746306671106671,0.02066488139428478,0.7319503235503236,0.023257817240315965,0.7171979107979107,0.02315388075249947,0.687794380994381,0.022041280063569417,0.6738942822942823,0.02054730208785516,0.7367275823275822,0.01906751023497221,0.7566538362538363,0.01921811863618352,0.7509163041163041,0.021092680597574503,0.7373081489081489,0.018692744380767547,0.5785130581130581,0.025122403920681793,0.6889592509592509,0.021422293547226145,0.6492867912867912,0.02219244861525311,0.6490200538200538,0.021906842263022613,0.6459901731901733,0.02291472392061282,0.6653359205359206,0.01988962807585533,0.6916865224865225,0.031479335465713534,0.5017383205383206,0.021388649947655,0.7674365730365731,0.011697516611097861,0.7821599457599457,0.011010256316110027,0.7968842352842354,0.010780436248078324,0.7980313284313285,0.0195905225970321,0.45927098007098,0.02998444413455897,0.7486024258024259,0.010184045348073326,0.9369743409743408,0.007058335676431044,0.9416799992799995,0.005624746539580012,0.9309597813597815,0.006741388463082741,0.9308682968682968,0.008560636991692738,0.6250452946452947,0.020055448561414536,0.9490422970422971,0.005494856066422136,0.818243437043437,0.01935668881301044,0.8213538917538917,0.019232947605843743,0.5967561435561436,0.02523484214065192,0.6147705903705903,0.03237331846510125,0.737946137946138,0.015486023649016733,0.48899947739947747,0.035899826807025824,0.7163928647928649,0.05345019389135209,0.7168598592598593,0.05286263134224686,0.7096189336189337,0.05123510235586161,0.7066139934139936,0.03672374108290288,0.6526646538646539,0.059167718078885864,0.621530617930618,0.08875283575784661
10,5,l2,0.7272484008484008,0.022939168722573868,0.5653148245148245,0.024148971451725114,0.5571643863643863,0.027326704649200742,0.5092195576195577,0.026381338488982598,0.7250305670305672,0.021645434785337293,0.44465897345897354,0.022141619553926507,0.7558552042552042,0.01407896229180949,0.6469070761070761,0.01966633102038863,0.4654388914388914,0.02488692617959771,0.3695302535302535,0.02759719560558661,0.7145704169704171,0.012854110390925072,0.5138866442866443,0.016202202107830334,0.5970725634725634,0.02345601937198272,0.6166508626508627,0.02492013338231419,0.5674534594534595,0.030840673937319776,0.3863660711660712,0.020718757181052722,0.4673125793125794,0.024843152353410464,0.11061268341268342,0.038356525393727824,0.5596752256752258,0.017429092233028104,0.5886510726510726,0.023306276182270116,0.12435114675114675,0.029308806415722793,0.26410401610401607,0.02664769055718206,0.7004631308631308,0.011291925952315894,0.26388308868308863,0.032835233423160616,0.8771844911844913,0.008243584992767101,0.8798115458115457,0.011461494636097472,0.34508377988377986,0.01349838938668582,0.6379334263334264,0.008136492152097,0.8529759057759059,0.012478185446096022,0.6233749325749327,0.02912041729876271,0.8272302376302376,0.016357709220385708,0.6706148614148615,0.016847318587314766,0.324046698046698,0.023407527512023404,0.5427521535521536,0.03399635977141986,0.7584014172014172,0.022533388665832498,0.6743707691707692,0.026905761334765684,0.6933920561920561,0.0730434173066019,0.6515081553081553,0.07229016187103428,0.5300189124189124,0.053801457237960267,0.4217052941052941,0.0677927985896804,0.6356378544378543,0.122728529179872,0.35638610038610047,0.18099788632715172
11,6,l2,0.41975754695754697,0.02499607286547891,0.4212424932424933,0.025714725921610535,0.47369580809580814,0.024898006611932123,0.35676405636405634,0.025134249288344235,0.4183012639012639,0.02356169352959982,0.39985433905433904,0.027289018150819223,0.4727604515604515,0.018220493440086978,0.46801061521061527,0.018404582991312837,0.5168848736848737,0.016798829623035208,0.38416976176976175,0.02520248530995818,0.48222330462330454,0.01685868449414162,0.49306671106671107,0.017685356811224195,0.44967484767484767,0.03231777730721974,0.4321983145983147,0.030945886542692935,0.5196461496461497,0.029322049921861673,0.3982940422940423,0.03420024714564127,0.44134176214176224,0.03287719375300428,0.41115370395370404,0.03412381474666423,0.3022885894885895,0.017479751025264553,0.2682748266748267,0.01687478451282284,0.3486767946767947,0.01641568326073662,0.2757256593256593,0.016725375064743753,0.2961389169389169,0.01857303366175305,0.29708086268086265,0.01833507196099828,0.6899988095988097,0.01494764630926081,0.6803152967152968,0.015018876667450751,0.7450079182079182,0.011650611712264773,0.5160112764112763,0.020001576388121955,0.7709667701667702,0.012777448402190247,0.6737600693600694,0.015074765959924952,0.5988433164433163,0.02942234787992468,0.5731470151470152,0.029077132606438284,0.6349562401562402,0.027341996857923666,0.5131320283320283,0.02559688195058051,0.64396564996565,0.029954924839141823,0.5710319218319219,0.029637735139695677,0.4473976153976153,0.03328838733737531,0.44394071154071146,0.03253082935472899,0.5034089438089439,0.03169805059133028,0.37974262014262006,0.03261407900062847,0.44728877688877694,0.03631431172308713,0.43469158469158475,0.04974080498485194
12,1,norm_ratio,0.6624218796218797,0.015299574697476791,0.7142712230712231,0.019948306848793656,0.6392319740319741,0.01241439223039781,0.33665812625812624,0.02574403462007274,0.355961683961684,0.02028173209078332,0.5180814224814224,0.022139352379825006,0.7192563928563928,0.023150967356917178,0.7408237348237349,0.01929372925376774,0.6968733932733933,0.030489103001239828,0.6595695223695224,0.025085029089780896,0.47380047100047096,0.025060039409519386,0.5047033087033086,0.0192667605053181,0.6608288924288923,0.02051771560480921,0.5610610614610614,0.035461030827415925,0.5391163875163876,0.012325790325356668,0.6640219936219938,0.018097581596414725,0.4734107322107322,0.02071713769161073,0.526911732111732,0.01904747626339457,0.6940350088350089,0.027801047460164964,0.7060377472377473,0.0243144430929345,0.36204095004095,0.03794480805737666,0.3651445323445323,0.027747106559903964,0.6456810936810937,0.03167911757088509,0.6236867540867541,0.018136293814822107,0.9104148248148249,0.005483404707809365,0.8825981897981897,0.006116233942332524,0.771011781011781,0.0158000313370123,0.5757699801699802,0.01766988870862133,0.5881133509133509,0.02649790961530808,0.8489521301521302,0.015304850932846122,0.8686030894030894,0.008652084677607688,0.711412591012591,0.016333030713459623,0.5846000558000559,0.024128636098502052,0.8215143667143667,0.009598930363115394,0.7038336894336894,0.010091595830370175,0.7212365148365147,0.013430718792067222,0.6808357216357216,0.03366882117433429,0.676443864043864,0.06385768566285828,0.6250739182739181,0.06912352043949725,0.5534165474165476,0.15750622842758386,0.4343909623909623,0.060310981855585886,0.5165654877654877,0.021590251031051697
13,2,norm_ratio,0.7627098247098247,0.009874760473618143,0.6341251697251697,0.027068951152219772,0.7639308295308297,0.012144358629943832,0.7365600201600201,0.009483835400380359,0.6675341151341152,0.017643631520279875,0.6995508731508732,0.012759844428641068,0.7224396036396036,0.020043847145672145,0.7786321162321163,0.018374027050009605,0.6974110094110093,0.020109173037611554,0.6973895473895473,0.02080784268541575,0.5823336519336519,0.016592483253852007,0.6812150408150408,0.021616000356000302,0.6417379521379522,0.01930763826578331,0.5990281322281323,0.02500606852286498,0.6158483618483619,0.020785954022701034,0.6220541824541824,0.01836167862052888,0.582898964098964,0.015591235871830653,0.6042609366609366,0.017256976694489695,0.7504264900264901,0.02587266769906158,0.7164444228444228,0.025149804899812292,0.6806768294768295,0.0177247378801188,0.7797657021657022,0.02219659823396746,0.7185861033861033,0.021539319711596523,0.6511139431139432,0.027489994411118764,0.9311780471780471,0.0033027273370335544,0.891674892074892,0.007462041337695458,0.47709912189912185,0.024601221756194336,0.9219431223431223,0.006843562694542031,0.8797474237474237,0.008705071463927131,0.899641682041682,0.005633047036480299,0.8402072786072786,0.009026792727893442,0.7849919533919534,0.013890087367881847,0.7806593046593047,0.015229070980909571,0.7969848037848039,0.008756650056796973,0.6898680502680502,0.011712889530371695,0.7416823764823764,0.011097812868316364,0.7089624601624602,0.0537375278540869,0.6897787997787996,0.07158309955248875,0.6923967335967336,0.06402437901692365,0.6853345833345834,0.05101666832247939,0.6109222437222438,0.04376363294524177,0.6616756168756167,0.04528778148850231
14,3,norm_ratio,0.7701796257796258,0.009225711179863495,0.4663516435516436,0.025762139647607634,0.7138727962727962,0.01540581089094937,0.7812672588672589,0.009656705553395354,0.7052237060237059,0.015174039042434364,0.7227518403518404,0.011850362686597438,0.7657096525096525,0.019296937506669085,0.5955905511905513,0.02848150138366377,0.6756960732960733,0.01894042863202615,0.7603037635037635,0.014254647635334714,0.7491325899325899,0.013173333044481324,0.701693220893221,0.020849489041893536,0.6653282321282321,0.02136213638357635,0.4983744891744892,0.024565858572745097,0.5776946416946417,0.020050541300258882,0.6325798801798801,0.023283202206274764,0.6582757122757121,0.02032503127186403,0.6382449526449525,0.020164934016623864,0.7530669726669725,0.025245512985935227,0.5903238659238659,0.02778538798751575,0.6635651207651208,0.03193606442867088,0.782871322071322,0.01822675896853652,0.6910287226287226,0.024377891843928523,0.6271474171474172,0.0262595729799328,0.9425654285654286,0.0034694691213538755,0.8994920226920227,0.006162704176783913,0.8051006687006688,0.01204776569937468,0.8989836037836039,0.009630947149478904,0.9065649413649414,0.005754293230750286,0.9299670743670745,0.0039040468278520373,0.8569274629274629,0.009184240970934931,0.8022997194997193,0.012854842414756719,0.6239454479454479,0.021367388470517303,0.7517778593778593,0.01313843112315977,0.8361549453549453,0.01037634673853308,0.7951292071292071,0.007772132444098048,0.7337391701391701,0.052036190201941716,0.6269223657223659,0.12160071679425051,0.6557545037545037,0.06093251477006777,0.7247169675169675,0.0687531751368831,0.7042106694106693,0.04095511011042499,0.6875633379633381,0.040487412220371444
15,4,norm_ratio,0.6591286443286444,0.016217204906291013,0.29010330810330814,0.025329924177053435,0.5431851463851465,0.02009883403032854,0.6575130563130563,0.0114613801379506,0.36789043149043155,0.03540865246519984,0.7542053778053779,0.012133400324801499,0.7606647778647779,0.01720682588188466,0.16523840483840485,0.03578713855851408,0.5978547062547063,0.026960201520633456,0.7293077709077709,0.014837599987101142,0.7019061371061371,0.020185008254469537,0.737204362004362,0.019018127123872842,0.635801131001131,0.019121075982139045,0.32074942354942354,0.03121788660257642,0.4974245082245082,0.019559529181811173,0.614356337956338,0.023877663173941376,0.5137247149247149,0.016163718189400753,0.6523877443877444,0.021959399071917338,0.7700546204546204,0.025529457807287284,0.479068143868144,0.04504257533724692,0.6639528315528316,0.034168545875944825,0.7913577389577389,0.018736864407869803,0.6688951156951157,0.023805642622500088,0.6905217833217833,0.022701779897543375,0.9425777681777682,0.003511435566933357,0.791944625944626,0.008472657691125783,0.8429293337293338,0.013383358089217454,0.8801954249954249,0.009589931741953123,0.7770133062133062,0.015246270020984441,0.9255334947334946,0.004721363804564997,0.8602278622278623,0.007223362244014068,0.7648938856938858,0.011603250615952828,0.7285445941445942,0.015500489074146155,0.7452710532710531,0.015555141859308981,0.7195527547527547,0.014086290427185844,0.8326319494319494,0.0069208678801629215,0.6851981843981846,0.057676612896019025,0.471947614947615,0.22499736693772934,0.5461547869547869,0.047045070779079955,0.667059055059055,0.05110199224439713,0.5278404278404278,0.14119239934811342,0.7145991613991615,0.04857244597183958
16,5,norm_ratio,0.701564871164871,0.013082657836085093,0.5635485103485103,0.018849724302792737,0.6025699249699249,0.0187207937545584,0.6787088155088156,0.012450805986717436,0.34116473916473916,0.03269662016257386,0.7785474237474237,0.012402498681351593,0.7990273402273402,0.015413506970117704,0.5476547644547645,0.02359277633896631,0.6349527301527301,0.02261789488291234,0.7534593718593717,0.02173459196067063,0.6567381603381602,0.02109254038535437,0.7690356982356983,0.02022230337627109,0.6310092478092478,0.017462542785575928,0.661119623919624,0.01867414404100131,0.5379546603546603,0.015724668822159067,0.6412192852192853,0.02045567675662978,0.0818084594084594,0.033896408846748445,0.6453409341409341,0.021333561827619304,0.7683179631179631,0.024561866466858186,0.48717565077565084,0.024122540167416103,0.6366052482052482,0.026266531510771702,0.7391531507531508,0.02003838137511513,0.6374672786672787,0.025756917915061198,0.7445077709077709,0.02383706549314611,0.9132885540885539,0.004850669154964635,0.6084863328863329,0.037230345012216295,0.7786557742557743,0.01442825103071251,0.8785600465600467,0.007501616406066689,0.535003393003393,0.014224739669492538,0.9028590736590736,0.004605886552140738,0.8528291036291037,0.00897730559432068,0.7573444705444705,0.011492283453138479,0.4278449862449863,0.031971223888687485,0.6799881715881716,0.013982908310428397,0.6521352593352594,0.02018915969387377,0.8145959601959601,0.00797869257677475,0.7105338197338198,0.07162644480795123,0.6506540596540594,0.08740623447482104,0.5918257718257718,0.04501279611179058,0.6911291575291576,0.05075832073942092,0.35990378630378633,0.24082863131959353,0.7309746853746852,0.06422224728808693
17,6,norm_ratio,0.7226432726432727,0.014136033640875042,0.6212414588414588,0.01673899797922194,0.38040585480585476,0.02711599289134041,0.7376802128802129,0.012887763669170577,0.5483605451605452,0.027978081670988454,0.6227992283992283,0.018420361012347137,0.7001392301392302,0.019459034671129884,0.64966081006081,0.02057337311323267,0.3469717057717058,0.020251971074359294,0.7597454377454377,0.015343498677660574,0.2611605955605955,0.03460310779845912,0.6127438531438532,0.02691891469308963,0.6489263793263793,0.021785780693135054,0.6089060369060368,0.01985566570801431,0.4010458442458442,0.01466559053058616,0.6432731088731088,0.018765379974014403,0.40766959406959397,0.018553981047480097,0.5785629277629277,0.025347641938718243,0.5666212322212323,0.034482219561830424,0.45867257427257424,0.029599294058460075,0.2651817371817372,0.03528229901009017,0.643976401976402,0.033745316630587004,-0.022053667653667654,0.033604395756489665,0.5893910857910858,0.035531804949138525,0.8149393117393118,0.010954077065666059,0.5569351237351238,0.02902263476406904,0.666620403020403,0.019189255362393725,0.7645826881826882,0.020223882549588835,0.2823960003960004,0.03600814935278689,0.6294393894393894,0.02268662164964014,0.7327474207474209,0.015092985258087699,0.3024302904302904,0.025090519467633042,0.5287654315654315,0.03065353373161546,0.6361153465153466,0.017200328278104804,0.4820464328464329,0.024954799052394044,0.6063751971751972,0.023150898816065663,0.6905696273696272,0.036209389485053624,0.6585861979861978,0.04472403537906273,0.37614113494113494,0.03059038068767308,0.7135662531662532,0.053605897374910255,0.4057302449302449,0.12224834198176511,0.6047020031020032,0.03000706085341297
18,1,spim,0.6383180747180747,0.022865897615406444,0.7501836421836423,0.026325391091500908,0.692308847908848,0.018402040424915226,0.21758123198123197,0.03765898586782114,0.3457458697458698,0.024692075425625116,0.6736775248775249,0.01784176212782043,0.7523483759483759,0.01780946557695084,0.739053205053205,0.023297623747443277,0.7075980943980944,0.01863793071897022,0.6203184275184276,0.025926876884196134,0.5066821862821863,0.020861937524181227,0.6965834141834141,0.01803179033496035,0.6926641334641335,0.014291347912843925,0.7002080634080634,0.020593819166985945,0.5323078063078063,0.02072924449292981,0.7035864687864689,0.011499148314536781,0.46958909198909204,0.023880645996723838,0.6078803058803058,0.016541022824521034,0.7389544953544953,0.018285528840896605,0.7079211011211012,0.019858855201583994,0.6182082890082891,0.024042669575238367,0.6449541533541534,0.024390965887895147,0.5965494001494,0.030972838431423667,0.6766851610851611,0.020339782098270455,0.951432494232494,0.005082574621901594,0.8645185097185099,0.011539434922439758,0.9142109854109854,0.010304092041213821,0.875340512940513,0.009020312009331932,0.7674017826017827,0.009706496450798857,0.9058165570165571,0.008746296550463448,0.8436175008175006,0.009434051790563775,0.782168580968581,0.01616289240081238,0.7026345402345402,0.016470925039278685,0.8589721641721642,0.008845103589639806,0.5496205860205859,0.019955191618198333,0.7614199422199421,0.01146217313628845,0.694443528043528,0.05067151220903157,0.7121292491292492,0.04546086250392694,0.6440715828715827,0.08274958354782348,0.5138287094287095,0.21743885744278366,0.4406723826723827,0.07348046176641676,0.659380414980415,0.041796317176333135
