layer_idx,func,mean I,mean S,mean T,mean F,mean C,std I,std S,std T,std F,std C,checkpoint
0,cosine,1.0,0.0,0.0,0.0,0.0,1.6220942913085786e-16,0.0,0.0,0.0,0.0,1000
0,l2,0.0,27.602271480107376,27.602271480107376,27.602271480107376,27.602271480107376,0.0,0.6928881701301197,0.6928881701301197,0.6928881701301197,0.6928881701301197,1000
0,norm_ratio,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000
0,spim,1.0,0.0,0.0,0.0,0.0,1.6220942913085786e-16,0.0,0.0,0.0,0.0,1000
1,cosine,0.5500536841116945,0.4401507601443444,0.48954519405220037,0.40872684032395434,-0.002401371173251131,0.02623681170816224,0.045315430929830994,0.04311806884898376,0.03406002317681962,0.0007379474889651446,1000
1,l2,18.949332733172792,20.414805589905377,19.739121563894454,20.67137118039947,22.898322919835085,0.44598573112279427,0.59356720498881,0.5659572408670474,0.3560770795587622,0.172772543018778,1000
1,norm_ratio,0.5957127348466624,0.5314995193405834,0.5138119549858178,0.45650441149998994,0.14517220063950048,0.04134947141132307,0.016058877255639842,0.025717221897896693,0.025519963122749647,0.047542337955031,1000
1,spim,0.32748738377952885,0.23409625250209698,0.25157646581808757,0.18716976578540012,-0.00032986788511360515,0.025772299459507923,0.026343448454943928,0.02590634137728656,0.023780458854330076,7.91389716862605e-05,1000
2,cosine,0.33324981179602414,0.47244620105388346,0.5287388021888446,0.5438541089029578,-0.011772597203051946,0.038691830076643764,0.07395402773366264,0.05997339277378701,0.04788578861441088,0.01881908498585325,1000
2,l2,21.371568171052992,20.08726865263523,19.228451884872186,18.958859441147702,22.743487519454305,0.3418493847635632,1.0658387164083827,0.9115353588258828,0.7231572426331419,0.10618022283611399,1000
2,norm_ratio,0.354318698790186,0.5889908231218252,0.5652291345014578,0.5565815464719747,0.07946283897611463,0.056338574691172504,0.02421582569893862,0.029872850489754358,0.050774830717654755,0.05751541843618034,1000
2,spim,0.11832835419652472,0.27871021814634606,0.29841108329172417,0.30475169179717426,-0.000201347431769314,0.024874040326571298,0.04670425081586337,0.0338781385375646,0.053239383985347444,7.593089722701798e-05,1000
3,cosine,0.19847874499285428,0.48000615961892157,0.6012074277392303,0.5799512484273655,-0.004295490804339566,0.04422778828110127,0.07094890417251637,0.03175568907455177,0.033878884384002515,0.0036923250669931885,1000
3,l2,22.218496615083684,19.96288173730888,18.100379062776334,18.429228321869267,22.727980229510976,0.2237999312989113,1.0385156465253649,0.5176160501983823,0.5619437438481066,0.07273647355948236,1000
3,norm_ratio,0.19208632394024777,0.581067511333917,0.5816586565503702,0.5747459072489488,0.08221321374638281,0.041207307954586624,0.023006514378887354,0.03481733695184119,0.045460284277805775,0.03578595982543005,1000
3,spim,0.03731166026377557,0.27897930621519507,0.34966579207099807,0.33432081738020053,-0.0002775759301693182,0.00970364322725609,0.042499534229310236,0.02734083164533429,0.04285032458943919,4.101506619544316e-05,1000
4,cosine,0.1977468535836443,0.43078235173717727,0.6373871929136035,0.6391616508081277,0.0014286707587929277,0.05795334896093484,0.03930566535700074,0.032815398164515494,0.03554355170316083,0.004920810550786728,1000
4,l2,22.325045322286684,20.565419765366013,17.487237611669702,17.41704099095391,22.677683368157027,0.13712422439725655,0.49853391047702783,0.5511710674481393,0.7021723605393958,0.03229306785034789,1000
4,norm_ratio,0.09901007666432082,0.5402140820644841,0.5769192162881821,0.592784365686872,0.05972789768513052,0.026604383045922147,0.022002333706216643,0.028702187881898735,0.0415954541829978,0.021535467560208157,1000
