model1,model2,metric,component,layer0,layer1,layer2,layer3,layer4,layer5,layer6
sla-eng,ine-eng,norm_ratio,S,,-0.3684690177669209,-0.3684690177669209,-0.3684690177669209,-0.3684690177669209,-0.3684690177669209,-0.3684690177669209
sla-eng,mul-eng,norm_ratio,S,,-0.5925839209754586,-0.5925839209754586,-0.5925839209754586,-0.5925839209754586,-0.5925839209754586,-0.5925839209754586
ine-eng,mul-eng,norm_ratio,S,,-0.5869201724101919,-0.5869201724101919,-0.5869201724101919,-0.5869201724101919,-0.5869201724101919,-0.5869201724101919
s0-eng,s1-eng,norm_ratio,T,,-1.1850528474745636,-1.1850528474745636,-1.1850528474745636,-1.1850528474745636,-1.1850528474745636,-1.1850528474745636
s0-eng,s2-eng,norm_ratio,T,,-1.2759276439671312,-1.2759276439671312,-1.2759276439671312,-1.2759276439671312,-1.2759276439671312,-1.2759276439671312
s0-eng,sla-eng,norm_ratio,T,,-0.6607046888818647,-0.6607046888818647,-0.6607046888818647,-0.6607046888818647,-0.6607046888818647,-0.6607046888818647
s0-eng,ine-eng,norm_ratio,T,,-0.8217033670923273,-0.8217033670923273,-0.8217033670923273,-0.8217033670923273,-0.8217033670923273,-0.8217033670923273
s0-eng,mul-eng,norm_ratio,T,,0.0691719568896287,0.0691719568896287,0.0691719568896287,0.0691719568896287,0.0691719568896287,0.0691719568896287
s1-eng,s2-eng,norm_ratio,T,,-1.1054942970659458,-1.1054942970659458,-1.1054942970659458,-1.1054942970659458,-1.1054942970659458,-1.1054942970659458
s1-eng,sla-eng,norm_ratio,T,,-0.9024663986193,-0.9024663986193,-0.9024663986193,-0.9024663986193,-0.9024663986193,-0.9024663986193
s1-eng,ine-eng,norm_ratio,T,,-0.9278433006533112,-0.9278433006533112,-0.9278433006533112,-0.9278433006533112,-0.9278433006533112,-0.9278433006533112
s1-eng,mul-eng,norm_ratio,T,,-0.3922429779936289,-0.3922429779936289,-0.3922429779936289,-0.3922429779936289,-0.3922429779936289,-0.3922429779936289
s2-eng,sla-eng,norm_ratio,T,,-0.6786771106442653,-0.6786771106442653,-0.6786771106442653,-0.6786771106442653,-0.6786771106442653,-0.6786771106442653
s2-eng,ine-eng,norm_ratio,T,,-0.7820372693971381,-0.7820372693971381,-0.7820372693971381,-0.7820372693971381,-0.7820372693971381,-0.7820372693971381
s2-eng,mul-eng,norm_ratio,T,,0.27195805872084455,0.27195805872084455,0.27195805872084455,0.27195805872084455,0.27195805872084455,0.27195805872084455
sla-eng,ine-eng,norm_ratio,T,,-0.952196826272356,-0.952196826272356,-0.952196826272356,-0.952196826272356,-0.952196826272356,-0.952196826272356
sla-eng,mul-eng,norm_ratio,T,,-0.8548450960098957,-0.8548450960098957,-0.8548450960098957,-0.8548450960098957,-0.8548450960098957,-0.8548450960098957
ine-eng,mul-eng,norm_ratio,T,,-0.6732986412391647,-0.6732986412391647,-0.6732986412391647,-0.6732986412391647,-0.6732986412391647,-0.6732986412391647
s0-eng,s1-eng,norm_ratio,F,,-0.11759043406462301,-0.11759043406462301,-0.11759043406462301,-0.11759043406462301,-0.11759043406462301,-0.11759043406462301
s0-eng,s2-eng,norm_ratio,F,,-0.5815313284197267,-0.5815313284197267,-0.5815313284197267,-0.5815313284197267,-0.5815313284197267,-0.5815313284197267
s0-eng,sla-eng,norm_ratio,F,,1.4661947598830802,1.4661947598830802,1.4661947598830802,1.4661947598830802,1.4661947598830802,1.4661947598830802
s0-eng,ine-eng,norm_ratio,F,,0.20646208288697282,0.20646208288697282,0.20646208288697282,0.20646208288697282,0.20646208288697282,0.20646208288697282
s0-eng,mul-eng,norm_ratio,F,,1.9539789705936292,1.9539789705936292,1.9539789705936292,1.9539789705936292,1.9539789705936292,1.9539789705936292
s1-eng,s2-eng,norm_ratio,F,,0.12809887422330202,0.12809887422330202,0.12809887422330202,0.12809887422330202,0.12809887422330202,0.12809887422330202
s1-eng,sla-eng,norm_ratio,F,,0.7241693630681152,0.7241693630681152,0.7241693630681152,0.7241693630681152,0.7241693630681152,0.7241693630681152
s1-eng,ine-eng,norm_ratio,F,,0.6050033980143686,0.6050033980143686,0.6050033980143686,0.6050033980143686,0.6050033980143686,0.6050033980143686
s1-eng,mul-eng,norm_ratio,F,,0.8653381373601711,0.8653381373601711,0.8653381373601711,0.8653381373601711,0.8653381373601711,0.8653381373601711
s2-eng,sla-eng,norm_ratio,F,,1.4910712290811001,1.4910712290811001,1.4910712290811001,1.4910712290811001,1.4910712290811001,1.4910712290811001
s2-eng,ine-eng,norm_ratio,F,,0.24905061127706826,0.24905061127706826,0.24905061127706826,0.24905061127706826,0.24905061127706826,0.24905061127706826
s2-eng,mul-eng,norm_ratio,F,,2.201310461831042,2.201310461831042,2.201310461831042,2.201310461831042,2.201310461831042,2.201310461831042
sla-eng,ine-eng,norm_ratio,F,,1.3865784107999493,1.3865784107999493,1.3865784107999493,1.3865784107999493,1.3865784107999493,1.3865784107999493
sla-eng,mul-eng,norm_ratio,F,,0.7078246562330683,0.7078246562330683,0.7078246562330683,0.7078246562330683,0.7078246562330683,0.7078246562330683
ine-eng,mul-eng,norm_ratio,F,,1.0009574273052726,1.0009574273052726,1.0009574273052726,1.0009574273052726,1.0009574273052726,1.0009574273052726
s0-eng,s1-eng,norm_ratio,C,,-0.5930032571439816,-0.5930032571439816,-0.5930032571439816,-0.5930032571439816,-0.5930032571439816,-0.5930032571439816
s0-eng,s2-eng,norm_ratio,C,,-0.438351162797887,-0.438351162797887,-0.438351162797887,-0.438351162797887,-0.438351162797887,-0.438351162797887
s0-eng,sla-eng,norm_ratio,C,,-0.2542311962022782,-0.2542311962022782,-0.2542311962022782,-0.2542311962022782,-0.2542311962022782,-0.2542311962022782
s0-eng,ine-eng,norm_ratio,C,,-0.45417504719778473,-0.45417504719778473,-0.45417504719778473,-0.45417504719778473,-0.45417504719778473,-0.45417504719778473
s0-eng,mul-eng,norm_ratio,C,,0.005285803238977661,0.005285803238977661,0.005285803238977661,0.005285803238977661,0.005285803238977661,0.005285803238977661
s1-eng,s2-eng,norm_ratio,C,,-0.12670659404071516,-0.12670659404071516,-0.12670659404071516,-0.12670659404071516,-0.12670659404071516,-0.12670659404071516
s1-eng,sla-eng,norm_ratio,C,,0.12562533622638403,0.12562533622638403,0.12562533622638403,0.12562533622638403,0.12562533622638403,0.12562533622638403
s1-eng,ine-eng,norm_ratio,C,,-0.09134675798692389,-0.09134675798692389,-0.09134675798692389,-0.09134675798692389,-0.09134675798692389,-0.09134675798692389
s1-eng,mul-eng,norm_ratio,C,,-0.011192000671416317,-0.011192000671416317,-0.011192000671416317,-0.011192000671416317,-0.011192000671416317,-0.011192000671416317
s2-eng,sla-eng,norm_ratio,C,,-0.8564889096638568,-0.8564889096638568,-0.8564889096638568,-0.8564889096638568,-0.8564889096638568,-0.8564889096638568
s2-eng,ine-eng,norm_ratio,C,,-0.7882282187729871,-0.7882282187729871,-0.7882282187729871,-0.7882282187729871,-0.7882282187729871,-0.7882282187729871
s2-eng,mul-eng,norm_ratio,C,,-0.8500498180833398,-0.8500498180833398,-0.8500498180833398,-0.8500498180833398,-0.8500498180833398,-0.8500498180833398
sla-eng,ine-eng,norm_ratio,C,,-1.0940990854318668,-1.0940990854318668,-1.0940990854318668,-1.0940990854318668,-1.0940990854318668,-1.0940990854318668
sla-eng,mul-eng,norm_ratio,C,,-1.0868268714730671,-1.0868268714730671,-1.0868268714730671,-1.0868268714730671,-1.0868268714730671,-1.0868268714730671
ine-eng,mul-eng,norm_ratio,C,,-1.1779047231607132,-1.1779047231607132,-1.1779047231607132,-1.1779047231607132,-1.1779047231607132,-1.1779047231607132
s0-eng,s1-eng,spim,I,,-0.14711835914753804,-0.14711835914753804,-0.14711835914753804,-0.14711835914753804,-0.14711835914753804,-0.14711835914753804
s0-eng,s2-eng,spim,I,,0.38767622153443526,0.38767622153443526,0.38767622153443526,0.38767622153443526,0.38767622153443526,0.38767622153443526
s0-eng,sla-eng,spim,I,,0.6189885276947303,0.6189885276947303,0.6189885276947303,0.6189885276947303,0.6189885276947303,0.6189885276947303
s0-eng,ine-eng,spim,I,,0.9608267146103727,0.9608267146103727,0.9608267146103727,0.9608267146103727,0.9608267146103727,0.9608267146103727
s0-eng,mul-eng,spim,I,,1.404647994002551,1.404647994002551,1.404647994002551,1.404647994002551,1.404647994002551,1.404647994002551
s1-eng,s2-eng,spim,I,,-1.038600002997493,-1.038600002997493,-1.038600002997493,-1.038600002997493,-1.038600002997493,-1.038600002997493
s1-eng,sla-eng,spim,I,,1.2639348694772983,1.2639348694772983,1.2639348694772983,1.2639348694772983,1.2639348694772983,1.2639348694772983
s1-eng,ine-eng,spim,I,,1.3363083109054867,1.3363083109054867,1.3363083109054867,1.3363083109054867,1.3363083109054867,1.3363083109054867
s1-eng,mul-eng,spim,I,,0.6414919177260822,0.6414919177260822,0.6414919177260822,0.6414919177260822,0.6414919177260822,0.6414919177260822
s2-eng,sla-eng,spim,I,,1.0921779371382392,1.0921779371382392,1.0921779371382392,1.0921779371382392,1.0921779371382392,1.0921779371382392
s2-eng,ine-eng,spim,I,,1.0640037422833957,1.0640037422833957,1.0640037422833957,1.0640037422833957,1.0640037422833957,1.0640037422833957
s2-eng,mul-eng,spim,I,,0.9575389799413069,0.9575389799413069,0.9575389799413069,0.9575389799413069,0.9575389799413069,0.9575389799413069
sla-eng,ine-eng,spim,I,,-0.18137641196235849,-0.18137641196235849,-0.18137641196235849,-0.18137641196235849,-0.18137641196235849,-0.18137641196235849
sla-eng,mul-eng,spim,I,,0.38228402357487845,0.38228402357487845,0.38228402357487845,0.38228402357487845,0.38228402357487845,0.38228402357487845
ine-eng,mul-eng,spim,I,,0.11967522348262828,0.11967522348262828,0.11967522348262828,0.11967522348262828,0.11967522348262828,0.11967522348262828
s0-eng,s1-eng,spim,S,,-1.6132478136088493,-1.6132478136088493,-1.6132478136088493,-1.6132478136088493,-1.6132478136088493,-1.6132478136088493
s0-eng,s2-eng,spim,S,,-0.27483102569821644,-0.27483102569821644,-0.27483102569821644,-0.27483102569821644,-0.27483102569821644,-0.27483102569821644
s0-eng,sla-eng,spim,S,,-0.3842698541247962,-0.3842698541247962,-0.3842698541247962,-0.3842698541247962,-0.3842698541247962,-0.3842698541247962
s0-eng,ine-eng,spim,S,,-1.497424827698009,-1.497424827698009,-1.497424827698009,-1.497424827698009,-1.497424827698009,-1.497424827698009
s0-eng,mul-eng,spim,S,,-0.8601001206546246,-0.8601001206546246,-0.8601001206546246,-0.8601001206546246,-0.8601001206546246,-0.8601001206546246
s1-eng,s2-eng,spim,S,,-0.7447457265333436,-0.7447457265333436,-0.7447457265333436,-0.7447457265333436,-0.7447457265333436,-0.7447457265333436
s1-eng,sla-eng,spim,S,,-0.5050627647358714,-0.5050627647358714,-0.5050627647358714,-0.5050627647358714,-0.5050627647358714,-0.5050627647358714
s1-eng,ine-eng,spim,S,,-1.340043318605508,-1.340043318605508,-1.340043318605508,-1.340043318605508,-1.340043318605508,-1.340043318605508
s1-eng,mul-eng,spim,S,,-0.7809579386303391,-0.7809579386303391,-0.7809579386303391,-0.7809579386303391,-0.7809579386303391,-0.7809579386303391
s2-eng,sla-eng,spim,S,,-1.2143975318655076,-1.2143975318655076,-1.2143975318655076,-1.2143975318655076,-1.2143975318655076,-1.2143975318655076
s2-eng,ine-eng,spim,S,,-1.1757266926205625,-1.1757266926205625,-1.1757266926205625,-1.1757266926205625,-1.1757266926205625,-1.1757266926205625
s2-eng,mul-eng,spim,S,,-0.9708044389130375,-0.9708044389130375,-0.9708044389130375,-0.9708044389130375,-0.9708044389130375,-0.9708044389130375
sla-eng,ine-eng,spim,S,,-1.4914455887006615,-1.4914455887006615,-1.4914455887006615,-1.4914455887006615,-1.4914455887006615,-1.4914455887006615
sla-eng,mul-eng,spim,S,,-1.6993592745716188,-1.6993592745716188,-1.6993592745716188,-1.6993592745716188,-1.6993592745716188,-1.6993592745716188
ine-eng,mul-eng,spim,S,,-1.6198876082477263,-1.6198876082477263,-1.6198876082477263,-1.6198876082477263,-1.6198876082477263,-1.6198876082477263
s0-eng,s1-eng,spim,T,,-0.37678798237018607,-0.37678798237018607,-0.37678798237018607,-0.37678798237018607,-0.37678798237018607,-0.37678798237018607
s0-eng,s2-eng,spim,T,,2.53530092047567,2.53530092047567,2.53530092047567,2.53530092047567,2.53530092047567,2.53530092047567
s0-eng,sla-eng,spim,T,,-0.13444756718657197,-0.13444756718657197,-0.13444756718657197,-0.13444756718657197,-0.13444756718657197,-0.13444756718657197
s0-eng,ine-eng,spim,T,,-0.5607199025921275,-0.5607199025921275,-0.5607199025921275,-0.5607199025921275,-0.5607199025921275,-0.5607199025921275
s0-eng,mul-eng,spim,T,,-0.6392813627840584,-0.6392813627840584,-0.6392813627840584,-0.6392813627840584,-0.6392813627840584,-0.6392813627840584
s1-eng,s2-eng,spim,T,,1.4585318336915698,1.4585318336915698,1.4585318336915698,1.4585318336915698,1.4585318336915698,1.4585318336915698
s1-eng,sla-eng,spim,T,,0.30744623740325944,0.30744623740325944,0.30744623740325944,0.30744623740325944,0.30744623740325944,0.30744623740325944
s1-eng,ine-eng,spim,T,,-0.9825559868637377,-0.9825559868637377,-0.9825559868637377,-0.9825559868637377,-0.9825559868637377,-0.9825559868637377
s1-eng,mul-eng,spim,T,,0.20692986197636737,0.20692986197636737,0.20692986197636737,0.20692986197636737,0.20692986197636737,0.20692986197636737
s2-eng,sla-eng,spim,T,,0.3514744239860239,0.3514744239860239,0.3514744239860239,0.3514744239860239,0.3514744239860239,0.3514744239860239
s2-eng,ine-eng,spim,T,,0.9874246411717085,0.9874246411717085,0.9874246411717085,0.9874246411717085,0.9874246411717085,0.9874246411717085
s2-eng,mul-eng,spim,T,,1.6410481438566986,1.6410481438566986,1.6410481438566986,1.6410481438566986,1.6410481438566986,1.6410481438566986
sla-eng,ine-eng,spim,T,,-0.5067836743245044,-0.5067836743245044,-0.5067836743245044,-0.5067836743245044,-0.5067836743245044,-0.5067836743245044
sla-eng,mul-eng,spim,T,,-0.45186047158760356,-0.45186047158760356,-0.45186047158760356,-0.45186047158760356,-0.45186047158760356,-0.45186047158760356
ine-eng,mul-eng,spim,T,,-0.6949870328209538,-0.6949870328209538,-0.6949870328209538,-0.6949870328209538,-0.6949870328209538,-0.6949870328209538
s0-eng,s1-eng,spim,F,,0.3262690666188562,0.3262690666188562,0.3262690666188562,0.3262690666188562,0.3262690666188562,0.3262690666188562
s0-eng,s2-eng,spim,F,,-0.9691359429772188,-0.9691359429772188,-0.9691359429772188,-0.9691359429772188,-0.9691359429772188,-0.9691359429772188
s0-eng,sla-eng,spim,F,,-0.28540336709414066,-0.28540336709414066,-0.28540336709414066,-0.28540336709414066,-0.28540336709414066,-0.28540336709414066
s0-eng,ine-eng,spim,F,,0.9215958155424416,0.9215958155424416,0.9215958155424416,0.9215958155424416,0.9215958155424416,0.9215958155424416
s0-eng,mul-eng,spim,F,,0.1871167426025448,0.1871167426025448,0.1871167426025448,0.1871167426025448,0.1871167426025448,0.1871167426025448
s1-eng,s2-eng,spim,F,,0.1523667180396232,0.1523667180396232,0.1523667180396232,0.1523667180396232,0.1523667180396232,0.1523667180396232
s1-eng,sla-eng,spim,F,,-0.5037756485260043,-0.5037756485260043,-0.5037756485260043,-0.5037756485260043,-0.5037756485260043,-0.5037756485260043
s1-eng,ine-eng,spim,F,,0.5817351355779978,0.5817351355779978,0.5817351355779978,0.5817351355779978,0.5817351355779978,0.5817351355779978
s1-eng,mul-eng,spim,F,,-0.10169263027063868,-0.10169263027063868,-0.10169263027063868,-0.10169263027063868,-0.10169263027063868,-0.10169263027063868
s2-eng,sla-eng,spim,F,,-0.7064796588192465,-0.7064796588192465,-0.7064796588192465,-0.7064796588192465,-0.7064796588192465,-0.7064796588192465
s2-eng,ine-eng,spim,F,,0.3679261451481549,0.3679261451481549,0.3679261451481549,0.3679261451481549,0.3679261451481549,0.3679261451481549
s2-eng,mul-eng,spim,F,,-0.17667011433972943,-0.17667011433972943,-0.17667011433972943,-0.17667011433972943,-0.17667011433972943,-0.17667011433972943
sla-eng,ine-eng,spim,F,,0.1174268918254651,0.1174268918254651,0.1174268918254651,0.1174268918254651,0.1174268918254651,0.1174268918254651
sla-eng,mul-eng,spim,F,,-0.7658622707838503,-0.7658622707838503,-0.7658622707838503,-0.7658622707838503,-0.7658622707838503,-0.7658622707838503
ine-eng,mul-eng,spim,F,,-0.6131945896049907,-0.6131945896049907,-0.6131945896049907,-0.6131945896049907,-0.6131945896049907,-0.6131945896049907
s0-eng,s1-eng,spim,C,,-0.05862666120346368,-0.05862666120346368,-0.05862666120346368,-0.05862666120346368,-0.05862666120346368,-0.05862666120346368
s0-eng,s2-eng,spim,C,,2.2566241266272016,2.2566241266272016,2.2566241266272016,2.2566241266272016,2.2566241266272016,2.2566241266272016
s0-eng,sla-eng,spim,C,,0.05579179733317452,0.05579179733317452,0.05579179733317452,0.05579179733317452,0.05579179733317452,0.05579179733317452
s0-eng,ine-eng,spim,C,,-0.3665770031235773,-0.3665770031235773,-0.3665770031235773,-0.3665770031235773,-0.3665770031235773,-0.3665770031235773
s0-eng,mul-eng,spim,C,,-0.5435846540668025,-0.5435846540668025,-0.5435846540668025,-0.5435846540668025,-0.5435846540668025,-0.5435846540668025
s1-eng,s2-eng,spim,C,,2.8626439081993893,2.8626439081993893,2.8626439081993893,2.8626439081993893,2.8626439081993893,2.8626439081993893
s1-eng,sla-eng,spim,C,,0.5828023053968752,0.5828023053968752,0.5828023053968752,0.5828023053968752,0.5828023053968752,0.5828023053968752
s1-eng,ine-eng,spim,C,,0.514559011976122,0.514559011976122,0.514559011976122,0.514559011976122,0.514559011976122,0.514559011976122
s1-eng,mul-eng,spim,C,,-0.29792738025556,-0.29792738025556,-0.29792738025556,-0.29792738025556,-0.29792738025556,-0.29792738025556
s2-eng,sla-eng,spim,C,,1.5241324125877027,1.5241324125877027,1.5241324125877027,1.5241324125877027,1.5241324125877027,1.5241324125877027
s2-eng,ine-eng,spim,C,,1.0972168731271201,1.0972168731271201,1.0972168731271201,1.0972168731271201,1.0972168731271201,1.0972168731271201
s2-eng,mul-eng,spim,C,,0.9061760233145725,0.9061760233145725,0.9061760233145725,0.9061760233145725,0.9061760233145725,0.9061760233145725
sla-eng,ine-eng,spim,C,,-0.35566884252559194,-0.35566884252559194,-0.35566884252559194,-0.35566884252559194,-0.35566884252559194,-0.35566884252559194
sla-eng,mul-eng,spim,C,,-1.2132939186571612,-1.2132939186571612,-1.2132939186571612,-1.2132939186571612,-1.2132939186571612,-1.2132939186571612
ine-eng,mul-eng,spim,C,,-1.3273775367561345,-1.3273775367561345,-1.3273775367561345,-1.3273775367561345,-1.3273775367561345,-1.3273775367561345
