model1,model2,metric,component,layer0,layer1,layer2,layer3,layer4,layer5,layer6
ine-eng,mul-eng,norm_ratio,T,,0.6227767787888199,0.6227767787888199,0.6227767787888199,0.6227767787888199,0.6227767787888199,0.6227767787888199
s0-eng,s1-eng,norm_ratio,C,,0.6459986257503245,0.6459986257503245,0.6459986257503245,0.6459986257503245,0.6459986257503245,0.6459986257503245
s0-eng,s2-eng,norm_ratio,C,,-0.5586250316124945,-0.5586250316124945,-0.5586250316124945,-0.5586250316124945,-0.5586250316124945,-0.5586250316124945
s0-eng,sla-eng,norm_ratio,C,,-1.4902060918919346,-1.4902060918919346,-1.4902060918919346,-1.4902060918919346,-1.4902060918919346,-1.4902060918919346
s0-eng,ine-eng,norm_ratio,C,,-0.2222736799029076,-0.2222736799029076,-0.2222736799029076,-0.2222736799029076,-0.2222736799029076,-0.2222736799029076
s0-eng,mul-eng,norm_ratio,C,,-1.2708727209892088,-1.2708727209892088,-1.2708727209892088,-1.2708727209892088,-1.2708727209892088,-1.2708727209892088
s1-eng,s2-eng,norm_ratio,C,,-0.981801700796708,-0.981801700796708,-0.981801700796708,-0.981801700796708,-0.981801700796708,-0.981801700796708
s1-eng,sla-eng,norm_ratio,C,,0.7315859225530624,0.7315859225530624,0.7315859225530624,0.7315859225530624,0.7315859225530624,0.7315859225530624
s1-eng,ine-eng,norm_ratio,C,,-0.8623192143407793,-0.8623192143407793,-0.8623192143407793,-0.8623192143407793,-0.8623192143407793,-0.8623192143407793
s1-eng,mul-eng,norm_ratio,C,,0.2759728622169216,0.2759728622169216,0.2759728622169216,0.2759728622169216,0.2759728622169216,0.2759728622169216
s2-eng,sla-eng,norm_ratio,C,,-0.6693378482388749,-0.6693378482388749,-0.6693378482388749,-0.6693378482388749,-0.6693378482388749,-0.6693378482388749
s2-eng,ine-eng,norm_ratio,C,,-1.1105962226145212,-1.1105962226145212,-1.1105962226145212,-1.1105962226145212,-1.1105962226145212,-1.1105962226145212
s2-eng,mul-eng,norm_ratio,C,,-0.8658391493514284,-0.8658391493514284,-0.8658391493514284,-0.8658391493514284,-0.8658391493514284,-0.8658391493514284
sla-eng,ine-eng,norm_ratio,C,,-0.34380010681925166,-0.34380010681925166,-0.34380010681925166,-0.34380010681925166,-0.34380010681925166,-0.34380010681925166
sla-eng,mul-eng,norm_ratio,C,,-1.3973216044167833,-1.3973216044167833,-1.3973216044167833,-1.3973216044167833,-1.3973216044167833,-1.3973216044167833
ine-eng,mul-eng,norm_ratio,C,,-0.4522421078549663,-0.4522421078549663,-0.4522421078549663,-0.4522421078549663,-0.4522421078549663,-0.4522421078549663
s0-eng,s1-eng,spim,S,,-0.5312736188920774,-0.5312736188920774,-0.5312736188920774,-0.5312736188920774,-0.5312736188920774,-0.5312736188920774
s0-eng,s2-eng,spim,S,,1.398336469905492,1.398336469905492,1.398336469905492,1.398336469905492,1.398336469905492,1.398336469905492
s0-eng,sla-eng,spim,S,,-0.035761385219830445,-0.035761385219830445,-0.035761385219830445,-0.035761385219830445,-0.035761385219830445,-0.035761385219830445
s0-eng,ine-eng,spim,S,,-1.1028566074991744,-1.1028566074991744,-1.1028566074991744,-1.1028566074991744,-1.1028566074991744,-1.1028566074991744
s0-eng,mul-eng,spim,S,,1.1584440100062683,1.1584440100062683,1.1584440100062683,1.1584440100062683,1.1584440100062683,1.1584440100062683
s1-eng,s2-eng,spim,S,,0.7586727248447107,0.7586727248447107,0.7586727248447107,0.7586727248447107,0.7586727248447107,0.7586727248447107
s1-eng,sla-eng,spim,S,,0.3560618473745555,0.3560618473745555,0.3560618473745555,0.3560618473745555,0.3560618473745555,0.3560618473745555
s1-eng,ine-eng,spim,S,,0.0397452366139104,0.0397452366139104,0.0397452366139104,0.0397452366139104,0.0397452366139104,0.0397452366139104
s1-eng,mul-eng,spim,S,,0.6435572912107997,0.6435572912107997,0.6435572912107997,0.6435572912107997,0.6435572912107997,0.6435572912107997
s2-eng,sla-eng,spim,S,,0.6526643490822472,0.6526643490822472,0.6526643490822472,0.6526643490822472,0.6526643490822472,0.6526643490822472
s2-eng,ine-eng,spim,S,,1.9954900448516506,1.9954900448516506,1.9954900448516506,1.9954900448516506,1.9954900448516506,1.9954900448516506
s2-eng,mul-eng,spim,S,,-0.1673070669209696,-0.1673070669209696,-0.1673070669209696,-0.1673070669209696,-0.1673070669209696,-0.1673070669209696
sla-eng,ine-eng,spim,S,,-0.5088491792916808,-0.5088491792916808,-0.5088491792916808,-0.5088491792916808,-0.5088491792916808,-0.5088491792916808
sla-eng,mul-eng,spim,S,,0.18050976805563135,0.18050976805563135,0.18050976805563135,0.18050976805563135,0.18050976805563135,0.18050976805563135
ine-eng,mul-eng,spim,S,,1.1146251716010291,1.1146251716010291,1.1146251716010291,1.1146251716010291,1.1146251716010291,1.1146251716010291
s0-eng,s1-eng,spim,T,,-0.43388619030519565,-0.43388619030519565,-0.43388619030519565,-0.43388619030519565,-0.43388619030519565,-0.43388619030519565
s0-eng,s2-eng,spim,T,,-0.9531145596775553,-0.9531145596775553,-0.9531145596775553,-0.9531145596775553,-0.9531145596775553,-0.9531145596775553
s0-eng,sla-eng,spim,T,,-1.8147895402453138,-1.8147895402453138,-1.8147895402453138,-1.8147895402453138,-1.8147895402453138,-1.8147895402453138
s0-eng,ine-eng,spim,T,,2.0271374388885075,2.0271374388885075,2.0271374388885075,2.0271374388885075,2.0271374388885075,2.0271374388885075
s0-eng,mul-eng,spim,T,,-0.7503430613361078,-0.7503430613361078,-0.7503430613361078,-0.7503430613361078,-0.7503430613361078,-0.7503430613361078
s1-eng,s2-eng,spim,T,,-0.6297347394250233,-0.6297347394250233,-0.6297347394250233,-0.6297347394250233,-0.6297347394250233,-0.6297347394250233
s1-eng,sla-eng,spim,T,,-0.13588483334534077,-0.13588483334534077,-0.13588483334534077,-0.13588483334534077,-0.13588483334534077,-0.13588483334534077
s1-eng,ine-eng,spim,T,,0.07042323453985622,0.07042323453985622,0.07042323453985622,0.07042323453985622,0.07042323453985622,0.07042323453985622
s1-eng,mul-eng,spim,T,,0.18956566318038642,0.18956566318038642,0.18956566318038642,0.18956566318038642,0.18956566318038642,0.18956566318038642
s2-eng,sla-eng,spim,T,,-1.1048057920777021,-1.1048057920777021,-1.1048057920777021,-1.1048057920777021,-1.1048057920777021,-1.1048057920777021
s2-eng,ine-eng,spim,T,,0.47492039886550896,0.47492039886550896,0.47492039886550896,0.47492039886550896,0.47492039886550896,0.47492039886550896
s2-eng,mul-eng,spim,T,,-0.6848139982998857,-0.6848139982998857,-0.6848139982998857,-0.6848139982998857,-0.6848139982998857,-0.6848139982998857
sla-eng,ine-eng,spim,T,,1.0105561942103345,1.0105561942103345,1.0105561942103345,1.0105561942103345,1.0105561942103345,1.0105561942103345
sla-eng,mul-eng,spim,T,,-0.955924671068133,-0.955924671068133,-0.955924671068133,-0.955924671068133,-0.955924671068133,-0.955924671068133
ine-eng,mul-eng,spim,T,,1.240465709072802,1.240465709072802,1.240465709072802,1.240465709072802,1.240465709072802,1.240465709072802
s0-eng,s1-eng,spim,C,,-0.5976660652760419,-0.5976660652760419,-0.5976660652760419,-0.5976660652760419,-0.5976660652760419,-0.5976660652760419
s0-eng,s2-eng,spim,C,,-0.36582697422861055,-0.36582697422861055,-0.36582697422861055,-0.36582697422861055,-0.36582697422861055,-0.36582697422861055
s0-eng,sla-eng,spim,C,,-2.118318789864381,-2.118318789864381,-2.118318789864381,-2.118318789864381,-2.118318789864381,-2.118318789864381
s0-eng,ine-eng,spim,C,,2.1592465390951725,2.1592465390951725,2.1592465390951725,2.1592465390951725,2.1592465390951725,2.1592465390951725
s0-eng,mul-eng,spim,C,,-0.8984136115699075,-0.8984136115699075,-0.8984136115699075,-0.8984136115699075,-0.8984136115699075,-0.8984136115699075
s1-eng,s2-eng,spim,C,,-1.1160436446255246,-1.1160436446255246,-1.1160436446255246,-1.1160436446255246,-1.1160436446255246,-1.1160436446255246
s1-eng,sla-eng,spim,C,,-0.0015869693242565092,-0.0015869693242565092,-0.0015869693242565092,-0.0015869693242565092,-0.0015869693242565092,-0.0015869693242565092
s1-eng,ine-eng,spim,C,,-0.7309022286447056,-0.7309022286447056,-0.7309022286447056,-0.7309022286447056,-0.7309022286447056,-0.7309022286447056
s1-eng,mul-eng,spim,C,,-0.4445456796186833,-0.4445456796186833,-0.4445456796186833,-0.4445456796186833,-0.4445456796186833,-0.4445456796186833
s2-eng,sla-eng,spim,C,,-0.3116977798304926,-0.3116977798304926,-0.3116977798304926,-0.3116977798304926,-0.3116977798304926,-0.3116977798304926
s2-eng,ine-eng,spim,C,,-0.34234443025778505,-0.34234443025778505,-0.34234443025778505,-0.34234443025778505,-0.34234443025778505,-0.34234443025778505
s2-eng,mul-eng,spim,C,,-0.5437104167793175,-0.5437104167793175,-0.5437104167793175,-0.5437104167793175,-0.5437104167793175,-0.5437104167793175
sla-eng,ine-eng,spim,C,,1.781560095051405,1.781560095051405,1.781560095051405,1.781560095051405,1.781560095051405,1.781560095051405
