index,layer_idx,func,mean I,mean S,mean T,mean F,mean C,std I,std S,std T,std F,std C,checkpoint
1,0,l2,0.0,28.20465703790427,28.20465703790427,28.20465703790427,28.20465703790427,0.0,0.844287423282509,0.844287423282509,0.844287423282509,0.844287423282509,2000
2,0,norm_ratio,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000
3,0,spim,1.0,0.0,0.0,0.0,0.0,1.4795719445930118e-16,0.0,0.0,0.0,0.0,2000
4,1,cosine,0.6352378390280663,0.2924342762734335,0.3765286787996434,0.440791520729044,-0.0010559933182082786,0.056576558291123305,0.0604948522718492,0.08862362340700855,0.06059923347353122,0.000992740336160097,2000
5,1,l2,17.79107171583629,21.74375510252198,20.94806243835527,20.277436097486007,23.416517026470917,1.1024463128825686,0.5260570415318954,0.934467085050732,0.7160116370842814,0.27078888815196106,2000
6,1,norm_ratio,0.7956448028754918,0.39543711824610683,0.455454278042361,0.44999131826240385,0.2623703013789709,0.05895779100091533,0.032428651860271565,0.0662647551269769,0.030207919867774352,0.046490244342011745,2000
7,1,spim,0.507853454039047,0.11655180091218674,0.17635520392577853,0.19950314866509947,-0.00026360754211185314,0.07502060908160402,0.02932346221346768,0.06576348423531313,0.038820788580666045,0.00023054977232757126,2000
8,2,cosine,0.403293712471453,0.4017230055124775,0.5110074874472171,0.6125686982765037,0.0002897750724028389,0.06256832645884114,0.06927232807992319,0.06217396481654913,0.06332992623185711,0.001922783730130816,2000
9,2,l2,20.79812266479832,20.719234499527637,19.426309876241863,17.839424597765024,22.936677674163175,0.6524683200437768,0.7112258566662927,0.8653921912399033,1.1359182223292648,0.15140824412497703,2000
10,2,norm_ratio,0.5017691161963928,0.4443171639895447,0.5033261815995322,0.5752700996404441,0.15949667807842552,0.06882486819892138,0.04520847205896576,0.060767559701079235,0.04535723402408686,0.04080685993211303,2000
11,2,spim,0.20564557147912324,0.18024143932915979,0.25944921148658595,0.3546153337111031,4.844399402774914e-05,0.05406816253755345,0.042624148325306616,0.05874332461314328,0.06227710647574204,0.00027517549831301575,2000
12,3,cosine,0.2416552498388135,0.3865046346124839,0.6285097572598444,0.7143449561946487,0.003965458472948907,0.04765101763412386,0.05628144762770526,0.037372220097501935,0.058935795872531886,0.0045315953781763655,2000
13,3,l2,21.986223389683943,20.866507385666047,17.797642975098697,15.909456626301747,22.74053537204573,0.3076713898573517,0.5263761290424097,0.5997589416910935,1.2361275203191067,0.07519186859651228,2000
14,3,norm_ratio,0.2836718159739011,0.39703762026713446,0.5241477664292375,0.6210460347218031,0.09193052764098747,0.04637050165503129,0.04359904576991343,0.06120657624843042,0.045859354360319626,0.03389399457176549,2000
15,3,spim,0.06963147375408733,0.15472638743406683,0.32987083021247765,0.4454763398101427,0.00029496878922534957,0.021959103727957775,0.03369800422716716,0.0473179191473599,0.06402895653472507,0.00021373596429192233,2000
16,4,cosine,0.15134564581311102,0.40632862613201104,0.6825495661394049,0.751772651943379,0.03628679519420804,0.06729090804830967,0.0466728058265415,0.029069537811209828,0.044059475855700476,0.03909942250665944,2000
17,4,l2,22.37852920277444,20.690844595777687,16.955418499614947,15.180809158210991,22.639956679009405,0.23453794579674792,0.4386780538651477,0.4919622884577033,0.9761975713453988,0.019144427233317225,2000
18,4,norm_ratio,0.1429433922917146,0.37391112670941323,0.523166956410341,0.6206527070547304,0.03225304109059345,0.02706624078263382,0.039661921003680004,0.043702004936366196,0.03533828892136365,0.019835070816833375,2000
19,4,spim,0.021947939765088322,0.15283737435323405,0.357098432559908,0.467462809305134,0.0006534440166354724,0.011660107087416303,0.028714653941366745,0.03336634531241213,0.047655559854429666,0.00018513916529261745,2000
20,5,cosine,0.14075398619275462,0.509316894532689,0.6742701908379597,0.8101259832194786,0.09105386988540434,0.10784814155496283,0.05218910193278727,0.02457571721334207,0.028669545139548305,0.08385155116412336,2000
21,5,l2,22.488325894348844,19.76338968151425,17.305973906690166,14.148713255733941,22.613282452872852,0.17088693467409755,0.5078543464575834,0.36846384218093536,0.6900437345535686,0.0180316702036866,2000
22,5,norm_ratio,0.06334874019805599,0.36280660676821785,0.47874082027871157,0.593563399033872,0.0349316241995004,0.01332339500133621,0.030224063353781007,0.025871594714276493,0.03393550626724293,0.017073103917730852,2000
23,5,spim,0.008924580134142069,0.18514343224736798,0.3227518140451482,0.4810632977589518,0.002116875814389823,0.0076158863337371,0.02675476785111498,0.02009521024060889,0.035243011812838565,0.00037498264847765715,2000
24,6,cosine,0.1459548833099836,0.718954846840382,0.698539477006066,0.8702418961843654,0.571963724436296,0.12148865262639581,0.04612654295996984,0.02288876890708209,0.01836085670489708,0.13040819821900385,2000
25,6,l2,22.988525202053214,18.183726643364423,18.021720742123616,13.752719863517388,22.79845442746166,0.08793017899114093,0.438435326556643,0.21325174002791822,0.37272970602752026,0.011682126336128643,2000
26,6,norm_ratio,0.025449891314440237,0.34727651000378823,0.3858814432021189,0.5353926311894488,0.02174372617816467,0.00567251290542997,0.016928456842487838,0.017693327505601323,0.02446410502520027,0.005976100291170045,2000
27,6,spim,0.003673563127867355,0.24949298217662438,0.2693283843413155,0.46573622262958914,0.011768847724603432,0.0032719867266600053,0.01774828206720676,0.010449817567841158,0.01914934657268319,0.0011584081173495232,2000
0,0,cosine,1.0,0.0,0.0,0.0,0.0,1.396015125395333e-16,0.0,0.0,0.0,0.0,3000
1,0,l2,0.0,28.49455449698358,28.49455449698358,28.49455449698358,28.49455449698358,0.0,1.0912869265539489,1.0912869265539489,1.0912869265539489,1.0912869265539489,3000
2,0,norm_ratio,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000
3,0,spim,1.0,0.0,0.0,0.0,0.0,1.396015125395333e-16,0.0,0.0,0.0,0.0,3000
4,1,cosine,0.6314558421573174,0.2719431416096067,0.399309222468416,0.5256053477741439,-0.000261896825404609,0.053173474639576696,0.06786711191983898,0.08527358669291997,0.06906715145893043,0.001392844611797663,3000
5,1,l2,17.767485157716976,21.765105452968896,20.649903613875075,19.20633732908822,23.422619658089005,1.0417245471573802,0.48792482645793245,0.9065588760545881,0.9618470002552878,0.2881971124785257,3000
6,1,norm_ratio,0.7689128167815514,0.3189114199360127,0.4231806435266175,0.47445302710974346,0.2674796607019685,0.0627278369461667,0.03536552027991192,0.06810883658676418,0.03308351628165104,0.04892802118415461,3000
7,1,spim,0.48755884896987917,0.08761358881332486,0.1737159354414478,0.2511609318762737,-4.930510092561994e-05,0.07081679577425841,0.02636792015130866,0.06322311037121318,0.049408412535394935,0.0003412327420028162,3000
8,2,cosine,0.3864435336041683,0.3513532318185202,0.5330913970102258,0.6956018990924272,0.0034699517131564907,0.057192174141416766,0.07128366074121095,0.058139917192869775,0.06095449045617383,0.003512649331325947,3000
9,2,l2,20.926884314756062,21.17104081749752,19.173629791994436,16.252905172424867,22.892226067853734,0.584816043242389,0.6096914557071742,0.808557247017949,1.3139650040985273,0.14710699516749884,3000
10,2,norm_ratio,0.46078941808317364,0.3624100667393419,0.47473162437693983,0.6228119339779064,0.15072146088009064,0.06565439714180943,0.04673534361285539,0.06426497638790321,0.04342380392325208,0.04267631288583869,3000
11,2,spim,0.18035230222987164,0.1287333966086449,0.25513509904390735,0.435256007113413,0.0005231950041629243,0.04533087116521283,0.035476273034445026,0.05682950251214751,0.06509696437961839,0.00048144803944469614,3000
12,3,cosine,0.23179425792689,0.3610962776888735,0.613454479981976,0.7676817717676552,0.011916070040873026,0.049829793135235126,0.0573582031476922,0.041618701390783976,0.054545849994595,0.012874278876524243,3000
13,3,l2,22.03255343786041,21.10904233396747,18.104703267292656,14.61007402161851,22.723613253323702,0.30177238610397117,0.48059761457075334,0.6754300235195941,1.331032532393919,0.07358794894884306,3000
14,3,norm_ratio,0.2550891790765658,0.34179078643800564,0.49283210082339146,0.6642241323215401,0.08911479526688697,0.0431566563184278,0.043456700340719814,0.06357931015876979,0.042624284033878246,0.03380784490598505,3000
15,3,spim,0.05985211098824585,0.12447227478751374,0.3032816335932795,0.5115516427310788,0.0008423378998819526,0.01904846333949771,0.029660977499272993,0.05107889878163848,0.06352603171177586,0.00040598133273333354,3000
16,4,cosine,0.14741920522997667,0.388262459957964,0.6574549342376195,0.7813765073533804,0.03344596724394361,0.06888565032570217,0.04966141371623015,0.030765394697157458,0.042500518798601214,0.03266150544462354,3000
17,4,l2,22.39727926980204,20.87979543722395,17.443035753839695,14.34144350255796,22.643917191018005,0.2175911816815996,0.44395935606305276,0.525679360829639,1.0480825797237294,0.02833004575941779,3000
18,4,norm_ratio,0.13068232002258026,0.34197035433791084,0.49985226889455525,0.6603577843956339,0.049661567989727394,0.025272892844049304,0.03970107480904817,0.046429574448527924,0.032337903547059746,0.02215727835441791,3000
19,4,spim,0.0193820869620789,0.13371399378372575,0.3288790276156088,0.5168151647179434,0.0012097269206429243,0.010368780124178346,0.027909861986521636,0.03669677407512599,0.0473875457184882,0.000346608705020644,3000
20,5,cosine,0.13819205141168592,0.479461593239614,0.6831839072965186,0.8240289326690511,0.0777490113163825,0.10228692182283533,0.0501566116570466,0.023721039064268458,0.032547414736687416,0.07014641545421828,3000
21,5,l2,22.50170747606872,20.153122093867744,17.293498147125703,13.567472468186992,22.616604306240863,0.14328718050826586,0.45908004527962176,0.39286083391604254,0.8520579613300997,0.03501422729894371,3000
22,5,norm_ratio,0.059149474026347945,0.3295302050628683,0.4611147760287104,0.625421850261328,0.05000399962994636,0.012014029463661575,0.03172673348286639,0.033202561835316696,0.029779733448507057,0.023956303286653925,3000
23,5,spim,0.007999797937425208,0.15848852331600852,0.31504653848767583,0.5157874628254134,0.0026776774334768792,0.0062961212303183885,0.025510058738871095,0.025331454392121026,0.037885030267947525,0.0005295092754152145,3000
24,6,cosine,0.14434726022281216,0.6780107816035795,0.692826663021535,0.8725707810546023,0.4503865667281386,0.1105053343354964,0.04241329976773813,0.021571005321195935,0.02078904577839234,0.09573128106473085,3000
25,6,l2,23.230371900170105,18.972947941071308,18.327044989061935,13.380360061193604,23.002368555029488,0.07433232237395991,0.46271248905062895,0.2781322303279637,0.5984506783803758,0.02278162088411332,3000
26,6,norm_ratio,0.025086043496986957,0.32759828102056543,0.38019615296807735,0.5701902435146152,0.03096574187757935,0.0053003217720074295,0.022142553058941295,0.02395778865157011,0.02251674961503531,0.0073930536306844605,3000
27,6,spim,0.003475261679471493,0.22226239625437894,0.263251505106791,0.4976516586333461,0.013359178326012343,0.0027071662405487073,0.021852040300704288,0.016110615382251,0.025226925208186483,0.0014065381267933947,3000
0,0,cosine,1.0,0.0,0.0,0.0,0.0,1.4351421068029333e-16,0.0,0.0,0.0,0.0,4000
1,0,l2,0.0,28.84011988653351,28.84011988653351,28.84011988653351,28.84011988653351,0.0,1.4173919404781223,1.4173919404781223,1.4173919404781223,1.4173919404781223,4000
2,0,norm_ratio,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000
3,0,spim,1.0,0.0,0.0,0.0,0.0,1.4351421068029333e-16,0.0,0.0,0.0,0.0,4000
4,1,cosine,0.6194806578140591,0.260776681142083,0.4144383633652191,0.5821027587487647,0.0003469766623352949,0.04999930498235548,0.07054992207758674,0.0790883441857178,0.07213612822224504,0.002014596256343257,4000
5,1,l2,17.88630672919718,21.793725700649176,20.47207621956592,18.368560600181343,23.28406120891251,0.9620695589300231,0.4779600006156616,0.8478122549980601,1.1211282384499743,0.2798261789353353,4000
6,1,norm_ratio,0.732634797707978,0.29923906176181697,0.4051960801074332,0.5011135064537477,0.2499357522123166,0.06470014315780648,0.03774958643819126,0.0650573688989887,0.03246393934596684,0.05086286893129709,4000
7,1,spim,0.4554375944644953,0.07889792734667267,0.1719873366670362,0.2935539740573543,0.00012316746444145012,0.06531372507272876,0.02566241909332337,0.058156249499207086,0.05392182552427764,0.0004728290943625253,4000
8,2,cosine,0.3708606656946237,0.326329828947978,0.5388934592253118,0.7440736416482219,0.006577641905902422,0.05408030682593096,0.06787799474325992,0.05539456090466212,0.05257711970792125,0.005265450603366372,4000
9,2,l2,21.03051347544464,21.364631042070386,19.138581560806717,15.170301203166996,22.8259382935142,0.5244857323822625,0.534571832149323,0.7508194435243501,1.2830623496081566,0.13650850602450665,4000
10,2,norm_ratio,0.4223376019842598,0.33129571455922324,0.451227023439134,0.6520256635957244,0.13747660385188748,0.06235614356254301,0.0449168997442782,0.0595402593204126,0.03902629936744144,0.04340666665114443,4000
11,2,spim,0.15835795184116408,0.10925798491431815,0.24484278957277958,0.4866664485115095,0.0008748251602285343,0.039317757583411723,0.030968824716981327,0.051062896665209176,0.059668757814245015,0.0006402717573667184,4000
12,3,cosine,0.21817914618361803,0.34122467477370677,0.6126134305126545,0.7915288299973633,0.020382635580645354,0.052261531426101404,0.055995282313317254,0.040951914863379776,0.04744910023549842,0.018734409379929186,4000
13,3,l2,22.096724650785546,21.27573528157445,18.17200576647035,13.96361633436285,22.693718458121694,0.2875532617584973,0.44869731748893327,0.6632920681166379,1.2620702753009945,0.06390587983321157,4000
14,3,norm_ratio,0.2298737432691686,0.32479723947697586,0.47482273217557835,0.6859659779208925,0.08136704500909389,0.03982905153270913,0.04210106634777017,0.05906816028704114,0.03840941270086994,0.03141174677862758,4000
15,3,spim,0.050761450243292205,0.11180988143563411,0.29187026050430925,0.5442169589769857,0.0013414488397785484,0.01718695169862884,0.02753963612093956,0.04805904353984052,0.05779295469816424,0.0005651135020723946,4000
16,4,cosine,0.1416619367997708,0.3730196915286018,0.6488960434466099,0.7895678402597393,0.05646662741071302,0.07114647433929672,0.05047099434109378,0.031890790184780075,0.038256577868903185,0.048224075030808326,4000
17,4,l2,22.413082072522457,21.00543888606943,17.593372747236888,14.076021671465208,22.620764749514205,0.20509522925206436,0.435672056995194,0.5401296825577113,0.9907415899982718,0.026848260614320496,4000
18,4,norm_ratio,0.11899750427942482,0.3359325050765353,0.4916228693745564,0.6775568052789785,0.04232597368695919,0.023709125662230126,0.03912988651940546,0.043131053682968594,0.029844975487231497,0.021901725643315797,4000
19,4,spim,0.016989364089461462,0.12633350986882858,0.3193691424305761,0.5356319165268373,0.0016760670842963805,0.00976137180022021,0.027649471328744946,0.03573077606202265,0.043698981287195626,0.0004590234592980329,4000
20,5,cosine,0.1314235734752489,0.47408357156640274,0.676662263224361,0.8213281317418861,0.12131883145897027,0.09807389826786668,0.045262232096784746,0.025022869354035644,0.032437286410575424,0.09109528240163468,4000
21,5,l2,22.514149989753577,20.162151763316317,17.42693582029302,13.553391113789198,22.585980800687345,0.12421955356899647,0.43404375987467086,0.4154784774752046,0.8820119858019492,0.029646345002895414,4000
22,5,norm_ratio,0.054510696977141365,0.3374277457551849,0.4537322470721119,0.6350047871799455,0.039074890562444564,0.011537760405321609,0.031241694052871995,0.03520136768830627,0.028735277488968498,0.021566567087571927,4000
23,5,spim,0.006984613789327319,0.16060903464184179,0.30707970520328937,0.5220455369416646,0.0032811094238768142,0.005474927954490947,0.02530325915728889,0.027018388902659042,0.038644393099942095,0.0008175647193906894,4000
24,6,cosine,0.1440230878857517,0.6709938198101966,0.6826229499697863,0.8628948217757985,0.39014053445535357,0.1037446740629844,0.04308504809230755,0.026723302540677375,0.022934229767772044,0.07204419464290202,4000
25,6,l2,23.554897396387357,19.1426701602866,18.775022483786127,13.704621136343688,23.29081301949209,0.06452034126825122,0.5127920310266858,0.3417717268437459,0.6974430735054514,0.033088578682855405,4000
26,6,norm_ratio,0.023447598806130333,0.3432744690021905,0.37142709229183263,0.5769218724026702,0.038861264538132614,0.0052551947515271005,0.023625368906439115,0.026124567832739126,0.025658254074727972,0.0074450725126783725,4000
27,6,spim,0.0031797475027401053,0.23062121990145035,0.2533930205610686,0.4980486448525637,0.01475736718217701,0.0022567794087667444,0.024171159314304826,0.018462717376928544,0.029731065946520915,0.0017146565313935311,4000
0,0,cosine,1.0,0.0,0.0,0.0,0.0,2.0870702252401528e-16,0.0,0.0,0.0,0.0,5000
1,0,l2,0.0,29.23366806499281,29.23366806499281,29.23366806499281,29.23366806499281,0.0,1.8395857352434641,1.8395857352434641,1.8395857352434641,1.8395857352434641,5000
2,0,norm_ratio,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000
3,0,spim,1.0,0.0,0.0,0.0,0.0,2.0870702252401528e-16,0.0,0.0,0.0,0.0,5000
4,1,cosine,0.6169848191653823,0.24724268745382197,0.4191899121017065,0.6220758058094328,0.0004492288087570829,0.048779124154567324,0.07114018293796102,0.07995199977563446,0.07347613800897579,0.002728890236576789,5000
5,1,l2,17.827581981952502,21.82887016616219,20.38930030053579,17.696900253989725,23.162719549625905,0.9377795836804976,0.4689957294945251,0.8327158642367378,1.227337726817578,0.27451773996606815,5000
6,1,norm_ratio,0.7026529945519787,0.2909684637419769,0.3888736474746473,0.5202422413707884,0.23709719250842345,0.06739260053385444,0.04049227119839814,0.06373813347786249,0.030696130090718327,0.05285456328924139,5000
7,1,spim,0.4347399948911696,0.07287531365843854,0.1668528939187968,0.3253614080011977,0.00017038953039719062,0.06208721713621229,0.025512927221955667,0.05558748867949978,0.0555034372415239,0.0006120284298240506,5000
8,2,cosine,0.3662389970458231,0.3074457329430743,0.5355074507836507,0.7703086855136494,0.009046846051502761,0.05205179179740816,0.06756843437504256,0.05545133800562143,0.049098278675172566,0.007049954677776617,5000
9,2,l2,21.0316033179674,21.47974851246913,19.198600589538287,14.497977424690475,22.772641148180323,0.4852305920897005,0.5174862495446441,0.7186796682117489,1.2844244334706927,0.13017680470990417,5000
10,2,norm_ratio,0.3969504592635372,0.3238548367669043,0.4340045375930222,0.6701422777087925,0.1322079302534197,0.06237401313460507,0.04638017940118407,0.05568741087058331,0.03628717183601173,0.04326674501038364,5000
11,2,spim,0.14675933746379521,0.1008345084655494,0.23379741353273478,0.517471403085418,0.0011373374525025474,0.036058984685935366,0.03066195691160857,0.04675828542018469,0.0565535855969408,0.0008116864339474726,5000
12,3,cosine,0.21166898508270976,0.33623715357139333,0.6139822441278532,0.7978612525153844,0.029539344462456978,0.05145794088648064,0.060576060930580905,0.0384591800698822,0.0427542050289373,0.024021571808274068,5000
13,3,l2,22.122736807994148,21.306223552260647,18.169803194293433,13.784319948711039,22.665400522955288,0.26299669986854984,0.4804341453383533,0.6152806209083896,1.1800097981566797,0.057770432685028475,5000
14,3,norm_ratio,0.2141679334877586,0.3232056968127541,0.4690266147597719,0.6929137814509501,0.07589288823028394,0.03852689466064962,0.04245012646800061,0.05345039211013781,0.03530799538750528,0.02968623122357943,5000
15,3,spim,0.04583271701243134,0.10975063052601429,0.2887668257512829,0.5538332810305923,0.0018165456796789769,0.01565685701420072,0.02870878438202815,0.0432648494639182,0.05272358016777979,0.0007367861013524562,5000
16,4,cosine,0.14156920390842617,0.3718900093912805,0.6444415014012429,0.7876181209413107,0.10047326866089439,0.06926438111588368,0.05344514394693788,0.029394018303937768,0.03721206391790547,0.0728103294895624,5000
17,4,l2,22.404658491316226,20.995538647897273,17.66297328265623,14.101847787286406,22.590297459334515,0.19171850730907317,0.4612702297158298,0.4857990088129777,0.9674907619798245,0.025422960489801916,5000
18,4,norm_ratio,0.11146711360304276,0.34397569421857443,0.488304267244145,0.6822459253790145,0.030905493165699977,0.0230350143896963,0.040272913219246455,0.039135471548964434,0.028164566963122903,0.019668247434852515,5000
19,4,spim,0.016000502491116352,0.1290752408069507,0.3149410996227633,0.5379137934496525,0.002069363629516942,0.00934573422453064,0.029260932579606807,0.03187869538949122,0.04169622623278234,0.0005732271877470427,5000
20,5,cosine,0.1302271917457862,0.4750402299903278,0.6688476897565321,0.8108476789149716,0.16613870768347788,0.09470481810133653,0.046343844190037196,0.0253461518283332,0.03409631748790692,0.09997025423204374,5000
21,5,l2,22.513387743250487,20.082556345242132,17.54236319197171,13.780234340961691,22.558665412559424,0.11601592675702468,0.46448064481807666,0.39764038962832216,0.9144168839183522,0.029395186202257083,5000
22,5,norm_ratio,0.05111200062617955,0.35666689059568557,0.45166702424448907,0.6372819842841072,0.032026803300581344,0.011423645165757518,0.03237145462197305,0.035682170428145615,0.0287040967213707,0.01931805196058763,5000
23,5,spim,0.006555434031786157,0.17019523361002115,0.302065746549993,0.5172805104464032,0.003903075361796376,0.0051992059954538376,0.027245124349903935,0.02617100235722173,0.0397089683222804,0.0010773972046623677,5000
24,6,cosine,0.14482134673051383,0.6683661318700228,0.6830154162294169,0.8515043766600413,0.35602670064982755,0.09723479287395792,0.04512462295355496,0.028079523498935565,0.02531046033387871,0.05633117807865436,5000
25,6,l2,23.962393281358334,19.269570766376294,19.173128446763993,14.260359804456577,23.66785494773715,0.06320295129696181,0.6016298600449352,0.3678672796822259,0.8101715013649224,0.04100124774359674,5000
26,6,norm_ratio,0.02216231180958903,0.36693092514067654,0.36301642264189143,0.571997063425202,0.04559167183661406,0.005370484876516458,0.025751187933874733,0.027151633076879022,0.030773902178763978,0.006876117220147048,5000
27,6,spim,0.003029437697306306,0.2457626360692699,0.24780906762548094,0.4874193635498579,0.015979495058084825,0.0020644559468398892,0.028177843137573835,0.01952743473159437,0.03541030032400843,0.0019024077788299335,5000
0,0,cosine,1.0,0.0,0.0,0.0,0.0,1.5546291843514284e-16,0.0,0.0,0.0,0.0,6000
1,0,l2,0.0,29.671078736710058,29.671078736710058,29.671078736710058,29.671078736710058,0.0,2.3279232814529176,2.3279232814529176,2.3279232814529176,2.3279232814529176,6000
2,0,norm_ratio,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000
3,0,spim,1.0,0.0,0.0,0.0,0.0,1.5546291843514284e-16,0.0,0.0,0.0,0.0,6000
4,1,cosine,0.6153110389388822,0.24031159621471412,0.4272360834541668,0.6559522738802999,0.00036923222071294455,0.0497803639489296,0.07194970853442939,0.08163354071479072,0.06791671239288788,0.0036861612152726485,6000
5,1,l2,17.749051057413084,21.80450814984765,20.268185551402762,17.087564262143847,23.030848879532893,0.9475065004276448,0.4712926610891858,0.8273969228895998,1.1925935740826885,0.2588206889788742,6000
6,1,norm_ratio,0.6723878924701694,0.2856100520708741,0.3730643229486519,0.5356768734828384,0.22504425035928657,0.06474745402124767,0.040018971465541626,0.0622351777019396,0.028383324564532127,0.05269501498540856,6000
